snapshot,time,n_points,total_toroidal_current,absolute_toroidal_current,current_centroid_r,current_centroid_z,max_delta_b,rms_delta_b,max_feedback,rms_feedback,classification,max_abs_j_phi,max_abs_j_poloidal,max_abs_j,structured_grid,nr,nz,max_cell_volume_rel_error,max_abs_axisym_divJ,max_wall_normal_current,max_abs_boundary_current,net_boundary_current
cases/lm_mhd_coupling/results/axisymmetric_loop_voltage_feedback_snapshot.h5,0.0,5265,17564.412822731578,17564.412822731578,1.4477236777549713,-0.0021156845651021136,0.009543994332956567,0.0059574767570882555,0.0019087988665913134,0.0011914953514176512,two-way-candidate,24691.984556766685,200.24671052631578,24691.984568666863,true,81,65,0.0,1.858211362559814e-10,0.0,0.0,0.0
