material,B_T,U_m_s,Ha,Re,Rm,N,feedback_sheet_upper,classification
PbLi,1.88527930e+00,8.21146333e-01,2.03888458e+03,2.28096204e+05,4.12753166e-02,1.82249869e+01,7.78154999e-04,drag-important
PbLi,1.95814313e+00,8.21146333e-01,2.11768507e+03,2.28096204e+05,4.12753166e-02,1.96609588e+01,8.08229775e-04,drag-important
PbLi,2.03382306e+00,8.21146333e-01,2.19953111e+03,2.28096204e+05,4.12753166e-02,2.12100729e+01,8.39466907e-04,drag-important
PbLi,2.11242793e+00,8.21146333e-01,2.28454041e+03,2.28096204e+05,4.12753166e-02,2.28812439e+01,8.71911316e-04,drag-important
PbLi,2.19407079e+00,8.21146333e-01,2.37283521e+03,2.28096204e+05,4.12753166e-02,2.46840887e+01,9.05609664e-04,drag-important
PbLi,2.27886905e+00,8.21146333e-01,2.46454250e+03,2.28096204e+05,4.12753166e-02,2.66289822e+01,9.40610413e-04,drag-important
PbLi,2.36694466e+00,8.21146333e-01,2.55979417e+03,2.28096204e+05,4.12753166e-02,2.87271165e+01,9.76963901e-04,drag-important
PbLi,2.45842429e+00,8.21146333e-01,2.65872721e+03,2.28096204e+05,4.12753166e-02,3.09905656e+01,1.01472241e-03,two-way-candidate
PbLi,2.55343950e+00,8.21146333e-01,2.76148389e+03,2.28096204e+05,4.12753166e-02,3.34323551e+01,1.05394024e-03,two-way-candidate
PbLi,2.65212693e+00,8.21146333e-01,2.86821200e+03,2.28096204e+05,4.12753166e-02,3.60665366e+01,1.09467379e-03,two-way-candidate
PbLi,2.75462852e+00,8.21146333e-01,2.97906502e+03,2.28096204e+05,4.12753166e-02,3.89082688e+01,1.13698164e-03,two-way-candidate
PbLi,2.86109168e+00,8.21146333e-01,3.09420239e+03,2.28096204e+05,4.12753166e-02,4.19739051e+01,1.18092465e-03,two-way-candidate
PbLi,2.97166951e+00,8.21146333e-01,3.21378967e+03,2.28096204e+05,4.12753166e-02,4.52810871e+01,1.22656600e-03,two-way-candidate
PbLi,3.08652104e+00,8.21146333e-01,3.33799887e+03,2.28096204e+05,4.12753166e-02,4.88488465e+01,1.27397133e-03,two-way-candidate
PbLi,3.20581145e+00,8.21146333e-01,3.46700860e+03,2.28096204e+05,4.12753166e-02,5.26977146e+01,1.32320883e-03,two-way-candidate
PbLi,3.32971230e+00,8.21146333e-01,3.60100441e+03,2.28096204e+05,4.12753166e-02,5.68498403e+01,1.37434929e-03,two-way-candidate
PbLi,3.45840177e+00,8.21146333e-01,3.74017900e+03,2.28096204e+05,4.12753166e-02,6.13291178e+01,1.42746628e-03,two-way-candidate
PbLi,3.59206493e+00,8.21146333e-01,3.88473252e+03,2.28096204e+05,4.12753166e-02,6.61613237e+01,1.48263617e-03,two-way-candidate
PbLi,3.73089402e+00,8.21146333e-01,4.03487287e+03,2.28096204e+05,4.12753166e-02,7.13742658e+01,1.53993832e-03,two-way-candidate
PbLi,3.87508869e+00,8.21146333e-01,4.19081596e+03,2.28096204e+05,4.12753166e-02,7.69979428e+01,1.59945513e-03,two-way-candidate
PbLi,4.02485632e+00,8.21146333e-01,4.35278608e+03,2.28096204e+05,4.12753166e-02,8.30647171e+01,1.66127219e-03,two-way-candidate
PbLi,4.18041228e+00,8.21146333e-01,4.52101614e+03,2.28096204e+05,4.12753166e-02,8.96095009e+01,1.72547841e-03,two-way-candidate
PbLi,4.34198031e+00,8.21146333e-01,4.69574811e+03,2.28096204e+05,4.12753166e-02,9.66699573e+01,1.79216612e-03,two-way-candidate
PbLi,4.50979274e+00,8.21146333e-01,4.87723325e+03,2.28096204e+05,4.12753166e-02,1.04286717e+02,1.86143123e-03,two-way-candidate
PbLi,4.68409093e+00,8.21146333e-01,5.06573259e+03,2.28096204e+05,4.12753166e-02,1.12503611e+02,1.93337336e-03,two-way-candidate
PbLi,4.86512554e+00,8.21146333e-01,5.26151720e+03,2.28096204e+05,4.12753166e-02,1.21367926e+02,2.00809597e-03,two-way-candidate
PbLi,5.05315693e+00,8.21146333e-01,5.46486866e+03,2.28096204e+05,4.12753166e-02,1.30930673e+02,2.08570652e-03,two-way-candidate
PbLi,5.24845551e+00,8.21146333e-01,5.67607941e+03,2.28096204e+05,4.12753166e-02,1.41246881e+02,2.16631663e-03,two-way-candidate
PbLi,5.45130215e+00,8.21146333e-01,5.89545321e+03,2.28096204e+05,4.12753166e-02,1.52375918e+02,2.25004222e-03,two-way-candidate
PbLi,5.66198857e+00,8.21146333e-01,6.12330555e+03,2.28096204e+05,4.12753166e-02,1.64381828e+02,2.33700371e-03,two-way-candidate
PbLi,5.88081777e+00,8.21146333e-01,6.35996411e+03,2.28096204e+05,4.12753166e-02,1.77333699e+02,2.42732615e-03,two-way-candidate
PbLi,6.10810447e+00,8.21146333e-01,6.60576925e+03,2.28096204e+05,4.12753166e-02,1.91306066e+02,2.52113946e-03,two-way-candidate
PbLi,6.34417553e+00,8.21146333e-01,6.86107447e+03,2.28096204e+05,4.12753166e-02,2.06379335e+02,2.61857854e-03,two-way-candidate
PbLi,6.58937046e+00,8.21146333e-01,7.12624694e+03,2.28096204e+05,4.12753166e-02,2.22640248e+02,2.71978352e-03,two-way-candidate
PbLi,6.84404189e+00,8.21146333e-01,7.40166801e+03,2.28096204e+05,4.12753166e-02,2.40182381e+02,2.82489996e-03,two-way-candidate
PbLi,7.10855606e+00,8.21146333e-01,7.68773378e+03,2.28096204e+05,4.12753166e-02,2.59106683e+02,2.93407902e-03,two-way-candidate
PbLi,7.38329340e+00,8.21146333e-01,7.98485566e+03,2.28096204e+05,4.12753166e-02,2.79522056e+02,3.04747773e-03,two-way-candidate
PbLi,7.66864902e+00,8.21146333e-01,8.29346094e+03,2.28096204e+05,4.12753166e-02,3.01545985e+02,3.16525916e-03,two-way-candidate
PbLi,7.96503329e+00,8.21146333e-01,8.61399346e+03,2.28096204e+05,4.12753166e-02,3.25305210e+02,3.28759271e-03,two-way-candidate
PbLi,8.27287247e+00,8.21146333e-01,8.94691419e+03,2.28096204e+05,4.12753166e-02,3.50936457e+02,3.41465430e-03,two-way-candidate
PbLi,8.59260927e+00,8.21146333e-01,9.29270191e+03,2.28096204e+05,4.12753166e-02,3.78587225e+02,3.54662668e-03,two-way-candidate
PbLi,8.92470352e+00,8.21146333e-01,9.65185392e+03,2.28096204e+05,4.12753166e-02,4.08416636e+02,3.68369963e-03,two-way-candidate
PbLi,9.26963282e+00,8.21146333e-01,1.00248867e+04,2.28096204e+05,4.12753166e-02,4.40596347e+02,3.82607030e-03,two-way-candidate
PbLi,9.62789324e+00,8.21146333e-01,1.04123368e+04,2.28096204e+05,4.12753166e-02,4.75311541e+02,3.97394342e-03,two-way-candidate
PbLi,1.00000000e+01,8.21146333e-01,1.08147614e+04,2.28096204e+05,4.12753166e-02,5.12761995e+02,4.12753166e-03,two-way-candidate
PbLi,5.00000000e-01,9.17797219e-01,5.40738070e+02,2.54943672e+05,4.61335200e-02,1.14691084e+00,2.30667600e-04,drag-important
PbLi,5.19324412e-01,9.17797219e-01,5.61636961e+02,2.54943672e+05,4.61335200e-02,1.23727753e+00,2.39582632e-04,drag-important
PbLi,5.39395691e-01,9.17797219e-01,5.83343570e+02,2.54943672e+05,4.61335200e-02,1.33476433e+00,2.48842219e-04,drag-important
PbLi,5.60242700e-01,9.17797219e-01,6.05889114e+02,2.54943672e+05,4.61335200e-02,1.43993226e+00,2.58459678e-04,drag-important
PbLi,5.81895423e-01,9.17797219e-01,6.29306016e+02,2.54943672e+05,4.61335200e-02,1.55338651e+00,2.68448841e-04,drag-important
PbLi,6.04384997e-01,9.17797219e-01,6.53627954e+02,2.54943672e+05,4.61335200e-02,1.67577998e+00,2.78824074e-04,drag-important
PbLi,6.27743767e-01,9.17797219e-01,6.78889906e+02,2.54943672e+05,4.61335200e-02,1.80781700e+00,2.89600296e-04,drag-important
PbLi,6.52005326e-01,9.17797219e-01,7.05128204e+02,2.54943672e+05,4.61335200e-02,1.95025740e+00,3.00793008e-04,drag-important
PbLi,6.77204565e-01,9.17797219e-01,7.32380580e+02,2.54943672e+05,4.61335200e-02,2.10392088e+00,3.12418304e-04,drag-important
PbLi,7.03377726e-01,9.17797219e-01,7.60686229e+02,2.54943672e+05,4.61335200e-02,2.26969171e+00,3.24492904e-04,drag-important
PbLi,7.30562449e-01,9.17797219e-01,7.90085858e+02,2.54943672e+05,4.61335200e-02,2.44852386e+00,3.37034174e-04,drag-important
PbLi,7.58797829e-01,9.17797219e-01,8.20621748e+02,2.54943672e+05,4.61335200e-02,2.64144643e+00,3.50060148e-04,drag-important
PbLi,7.88124474e-01,9.17797219e-01,8.52337814e+02,2.54943672e+05,4.61335200e-02,2.84956965e+00,3.63589562e-04,drag-important
PbLi,8.18584558e-01,9.17797219e-01,8.85279669e+02,2.54943672e+05,4.61335200e-02,3.07409118e+00,3.77641871e-04,drag-important
PbLi,8.50221890e-01,9.17797219e-01,9.19494688e+02,2.54943672e+05,4.61335200e-02,3.31630307e+00,3.92237286e-04,drag-important
PbLi,8.83081967e-01,9.17797219e-01,9.55032077e+02,2.54943672e+05,4.61335200e-02,3.57759917e+00,4.07396796e-04,drag-important
PbLi,9.17212047e-01,9.17797219e-01,9.91942945e+02,2.54943672e+05,4.61335200e-02,3.85948315e+00,4.23142203e-04,drag-important
PbLi,9.52661215e-01,9.17797219e-01,1.03028037e+03,2.54943672e+05,4.61335200e-02,4.16357716e+00,4.39496152e-04,drag-important
PbLi,9.89480451e-01,9.17797219e-01,1.07009950e+03,2.54943672e+05,4.61335200e-02,4.49163115e+00,4.56482162e-04,drag-important
PbLi,1.02772271e+00,9.17797219e-01,1.11145759e+03,2.54943672e+05,4.61335200e-02,4.84553298e+00,4.74124661e-04,drag-important
PbLi,1.06744298e+00,9.17797219e-01,1.15441412e+03,2.54943672e+05,4.61335200e-02,5.22731922e+00,4.92449022e-04,drag-important
PbLi,1.10869840e+00,9.17797219e-01,1.19903087e+03,2.54943672e+05,4.61335200e-02,5.63918692e+00,5.11481599e-04,drag-important
PbLi,1.15154829e+00,9.17797219e-01,1.24537200e+03,2.54943672e+05,4.61335200e-02,6.08350625e+00,5.31249761e-04,drag-important
PbLi,1.19605428e+00,9.17797219e-01,1.29350417e+03,2.54943672e+05,4.61335200e-02,6.56283411e+00,5.51781940e-04,drag-important
PbLi,1.24228037e+00,9.17797219e-01,1.34349658e+03,2.54943672e+05,4.61335200e-02,7.07992888e+00,5.73107664e-04,drag-important
PbLi,1.29029305e+00,9.17797219e-01,1.39542115e+03,2.54943672e+05,4.61335200e-02,7.63776626e+00,5.95257602e-04,drag-important
PbLi,1.34016136e+00,9.17797219e-01,1.44935253e+03,2.54943672e+05,4.61335200e-02,8.23955641e+00,6.18263609e-04,drag-important
PbLi,1.39195702e+00,9.17797219e-01,1.50536831e+03,2.54943672e+05,4.61335200e-02,8.88876245e+00,6.42158771e-04,drag-important
PbLi,1.44575452e+00,9.17797219e-01,1.56354902e+03,2.54943672e+05,4.61335200e-02,9.58912032e+00,6.66977453e-04,drag-important
PbLi,1.50163124e+00,9.17797219e-01,1.62397836e+03,2.54943672e+05,4.61335200e-02,1.03446604e+01,6.92755347e-04,drag-important
PbLi,1.55966752e+00,9.17797219e-01,1.68674321e+03,2.54943672e+05,4.61335200e-02,1.11597304e+01,7.19529528e-04,drag-important
PbLi,1.61994684e+00,9.17797219e-01,1.75193385e+03,2.54943672e+05,4.61335200e-02,1.20390210e+01,7.47338498e-04,drag-important
PbLi,1.68255588e+00,9.17797219e-01,1.81964404e+03,2.54943672e+05,4.61335200e-02,1.29875921e+01,7.76222253e-04,drag-important
PbLi,1.74758469e+00,9.17797219e-01,1.88997114e+03,2.54943672e+05,4.61335200e-02,1.40109024e+01,8.06222331e-04,drag-important
PbLi,1.81512678e+00,9.17797219e-01,1.96301631e+03,2.54943672e+05,4.61335200e-02,1.51148408e+01,8.37381877e-04,drag-important
PbLi,1.88527930e+00,9.17797219e-01,2.03888458e+03,2.54943672e+05,4.61335200e-02,1.63057600e+01,8.69745703e-04,drag-important
PbLi,1.95814313e+00,9.17797219e-01,2.11768507e+03,2.54943672e+05,4.61335200e-02,1.75905134e+01,9.03360352e-04,drag-important
PbLi,2.03382306e+00,9.17797219e-01,2.19953111e+03,2.54943672e+05,4.61335200e-02,1.89764942e+01,9.38274168e-04,drag-important
PbLi,2.11242793e+00,9.17797219e-01,2.28454041e+03,2.54943672e+05,4.61335200e-02,2.04716784e+01,9.74537362e-04,drag-important
PbLi,2.19407079e+00,9.17797219e-01,2.37283521e+03,2.54943672e+05,4.61335200e-02,2.20846702e+01,1.01220209e-03,two-way-candidate
PbLi,2.27886905e+00,9.17797219e-01,2.46454250e+03,2.54943672e+05,4.61335200e-02,2.38247519e+01,1.05132251e-03,two-way-candidate
PbLi,2.36694466e+00,9.17797219e-01,2.55979417e+03,2.54943672e+05,4.61335200e-02,2.57019370e+01,1.09195489e-03,two-way-candidate
PbLi,2.45842429e+00,9.17797219e-01,2.65872721e+03,2.54943672e+05,4.61335200e-02,2.77270282e+01,1.13415766e-03,two-way-candidate
PbLi,2.55343950e+00,9.17797219e-01,2.76148389e+03,2.54943672e+05,4.61335200e-02,2.99116790e+01,1.17799152e-03,two-way-candidate
PbLi,2.65212693e+00,9.17797219e-01,2.86821200e+03,2.54943672e+05,4.61335200e-02,3.22684615e+01,1.22351951e-03,two-way-candidate
PbLi,2.75462852e+00,9.17797219e-01,2.97906502e+03,2.54943672e+05,4.61335200e-02,3.48109382e+01,1.27080710e-03,two-way-candidate
PbLi,2.86109168e+00,9.17797219e-01,3.09420239e+03,2.54943672e+05,4.61335200e-02,3.75537401e+01,1.31992230e-03,two-way-candidate
PbLi,2.97166951e+00,9.17797219e-01,3.21378967e+03,2.54943672e+05,4.61335200e-02,4.05126512e+01,1.37093575e-03,two-way-candidate
PbLi,3.08652104e+00,9.17797219e-01,3.33799887e+03,2.54943672e+05,4.61335200e-02,4.37046989e+01,1.42392080e-03,two-way-candidate
PbLi,3.20581145e+00,9.17797219e-01,3.46700860e+03,2.54943672e+05,4.61335200e-02,4.71482525e+01,1.47895367e-03,two-way-candidate
PbLi,3.32971230e+00,9.17797219e-01,3.60100441e+03,2.54943672e+05,4.61335200e-02,5.08631285e+01,1.53611349e-03,two-way-candidate
PbLi,3.45840177e+00,9.17797219e-01,3.74017900e+03,2.54943672e+05,4.61335200e-02,5.48707047e+01,1.59548247e-03,two-way-candidate
PbLi,3.59206493e+00,9.17797219e-01,3.88473252e+03,2.54943672e+05,4.61335200e-02,5.91940433e+01,1.65714600e-03,two-way-candidate
PbLi,3.73089402e+00,9.17797219e-01,4.03487287e+03,2.54943672e+05,4.61335200e-02,6.38580238e+01,1.72119274e-03,two-way-candidate
PbLi,3.87508869e+00,9.17797219e-01,4.19081596e+03,2.54943672e+05,4.61335200e-02,6.88894857e+01,1.78771482e-03,two-way-candidate
PbLi,4.02485632e+00,9.17797219e-01,4.35278608e+03,2.54943672e+05,4.61335200e-02,7.43173834e+01,1.85680789e-03,two-way-candidate
PbLi,4.18041228e+00,9.17797219e-01,4.52101614e+03,2.54943672e+05,4.61335200e-02,8.01729527e+01,1.92857134e-03,two-way-candidate
PbLi,4.34198031e+00,9.17797219e-01,4.69574811e+03,2.54943672e+05,4.61335200e-02,8.64898905e+01,2.00310835e-03,two-way-candidate
PbLi,4.50979274e+00,9.17797219e-01,4.87723325e+03,2.54943672e+05,4.61335200e-02,9.33045484e+01,2.08052614e-03,two-way-candidate
PbLi,4.68409093e+00,9.17797219e-01,5.06573259e+03,2.54943672e+05,4.61335200e-02,1.00656143e+02,2.16093603e-03,two-way-candidate
PbLi,4.86512554e+00,9.17797219e-01,5.26151720e+03,2.54943672e+05,4.61335200e-02,1.08586979e+02,2.24445367e-03,two-way-candidate
PbLi,5.05315693e+00,9.17797219e-01,5.46486866e+03,2.54943672e+05,4.61335200e-02,1.17142697e+02,2.33119916e-03,two-way-candidate
PbLi,5.24845551e+00,9.17797219e-01,5.67607941e+03,2.54943672e+05,4.61335200e-02,1.26372532e+02,2.42129727e-03,two-way-candidate
PbLi,5.45130215e+00,9.17797219e-01,5.89545321e+03,2.54943672e+05,4.61335200e-02,1.36329599e+02,2.51487757e-03,two-way-candidate
PbLi,5.66198857e+00,9.17797219e-01,6.12330555e+03,2.54943672e+05,4.61335200e-02,1.47071196e+02,2.61207463e-03,two-way-candidate
PbLi,5.88081777e+00,9.17797219e-01,6.35996411e+03,2.54943672e+05,4.61335200e-02,1.58659139e+02,2.71302825e-03,two-way-candidate
PbLi,6.10810447e+00,9.17797219e-01,6.60576925e+03,2.54943672e+05,4.61335200e-02,1.71160112e+02,2.81788360e-03,two-way-candidate
PbLi,6.34417553e+00,9.17797219e-01,6.86107447e+03,2.54943672e+05,4.61335200e-02,1.84646053e+02,2.92679149e-03,two-way-candidate
PbLi,6.58937046e+00,9.17797219e-01,7.12624694e+03,2.54943672e+05,4.61335200e-02,1.99194571e+02,3.03990854e-03,two-way-candidate
PbLi,6.84404189e+00,9.17797219e-01,7.40166801e+03,2.54943672e+05,4.61335200e-02,2.14889387e+02,3.15739743e-03,two-way-candidate
PbLi,7.10855606e+00,9.17797219e-01,7.68773378e+03,2.54943672e+05,4.61335200e-02,2.31820818e+02,3.27942713e-03,two-way-candidate
PbLi,7.38329340e+00,9.17797219e-01,7.98485566e+03,2.54943672e+05,4.61335200e-02,2.50086301e+02,3.40617314e-03,two-way-candidate
PbLi,7.66864902e+00,9.17797219e-01,8.29346094e+03,2.54943672e+05,4.61335200e-02,2.69790946e+02,3.53781773e-03,two-way-candidate
PbLi,7.96503329e+00,9.17797219e-01,8.61399346e+03,2.54943672e+05,4.61335200e-02,2.91048147e+02,3.67455023e-03,two-way-candidate
PbLi,8.27287247e+00,9.17797219e-01,8.94691419e+03,2.54943672e+05,4.61335200e-02,3.13980233e+02,3.81656728e-03,two-way-candidate
PbLi,8.59260927e+00,9.17797219e-01,9.29270191e+03,2.54943672e+05,4.61335200e-02,3.38719169e+02,3.96407312e-03,two-way-candidate
PbLi,8.92470352e+00,9.17797219e-01,9.65185392e+03,2.54943672e+05,4.61335200e-02,3.65407321e+02,4.11727989e-03,two-way-candidate
PbLi,9.26963282e+00,9.17797219e-01,1.00248867e+04,2.54943672e+05,4.61335200e-02,3.94198268e+02,4.27640791e-03,two-way-candidate
PbLi,9.62789324e+00,9.17797219e-01,1.04123368e+04,2.54943672e+05,4.61335200e-02,4.25257694e+02,4.44168606e-03,two-way-candidate
PbLi,1.00000000e+01,9.17797219e-01,1.08147614e+04,2.54943672e+05,4.61335200e-02,4.58764336e+02,4.61335200e-03,two-way-candidate
PbLi,5.00000000e-01,1.02582415e+00,5.40738070e+02,2.84951152e+05,5.15635456e-02,1.02613258e+00,2.57817728e-04,drag-important
PbLi,5.19324412e-01,1.02582415e+00,5.61636961e+02,2.84951152e+05,5.15635456e-02,1.10698299e+00,2.67782080e-04,drag-important
PbLi,5.39395691e-01,1.02582415e+00,5.83343570e+02,2.84951152e+05,5.15635456e-02,1.19420370e+00,2.78131543e-04,drag-important
PbLi,5.60242700e-01,1.02582415e+00,6.05889114e+02,2.84951152e+05,5.15635456e-02,1.28829666e+00,2.88881000e-04,drag-important
PbLi,5.81895423e-01,1.02582415e+00,6.29306016e+02,2.84951152e+05,5.15635456e-02,1.38980334e+00,3.00045912e-04,drag-important
PbLi,6.04384997e-01,1.02582415e+00,6.53627954e+02,2.84951152e+05,5.15635456e-02,1.49930786e+00,3.11642334e-04,drag-important
PbLi,6.27743767e-01,1.02582415e+00,6.78889906e+02,2.84951152e+05,5.15635456e-02,1.61744040e+00,3.23686944e-04,drag-important
PbLi,6.52005326e-01,1.02582415e+00,7.05128204e+02,2.84951152e+05,5.15635456e-02,1.74488076e+00,3.36197064e-04,drag-important
PbLi,6.77204565e-01,1.02582415e+00,7.32380580e+02,2.84951152e+05,5.15635456e-02,1.88236233e+00,3.49190685e-04,drag-important
PbLi,7.03377726e-01,1.02582415e+00,7.60686229e+02,2.84951152e+05,5.15635456e-02,2.03067626e+00,3.62686495e-04,drag-important
PbLi,7.30562449e-01,1.02582415e+00,7.90085858e+02,2.84951152e+05,5.15635456e-02,2.19067605e+00,3.76703902e-04,drag-important
PbLi,7.58797829e-01,1.02582415e+00,8.20621748e+02,2.84951152e+05,5.15635456e-02,2.36328244e+00,3.91263065e-04,drag-important
PbLi,7.88124474e-01,1.02582415e+00,8.52337814e+02,2.84951152e+05,5.15635456e-02,2.54948873e+00,4.06384922e-04,drag-important
PbLi,8.18584558e-01,1.02582415e+00,8.85279669e+02,2.84951152e+05,5.15635456e-02,2.75036647e+00,4.22091222e-04,drag-important
PbLi,8.50221890e-01,1.02582415e+00,9.19494688e+02,2.84951152e+05,5.15635456e-02,2.96707164e+00,4.38404552e-04,drag-important
PbLi,8.83081967e-01,1.02582415e+00,9.55032077e+02,2.84951152e+05,5.15635456e-02,3.20085132e+00,4.55348373e-04,drag-important
PbLi,9.17212047e-01,1.02582415e+00,9.91942945e+02,2.84951152e+05,5.15635456e-02,3.45305081e+00,4.72947052e-04,drag-important
PbLi,9.52661215e-01,1.02582415e+00,1.03028037e+03,2.84951152e+05,5.15635456e-02,3.72512146e+00,4.91225900e-04,drag-important
PbLi,9.89480451e-01,1.02582415e+00,1.07009950e+03,2.84951152e+05,5.15635456e-02,4.01862892e+00,5.10211204e-04,drag-important
PbLi,1.02772271e+00,1.02582415e+00,1.11145759e+03,2.84951152e+05,5.15635456e-02,4.33526225e+00,5.29930267e-04,drag-important
PbLi,1.06744298e+00,1.02582415e+00,1.15441412e+03,2.84951152e+05,5.15635456e-02,4.67684355e+00,5.50411450e-04,drag-important
PbLi,1.10869840e+00,1.02582415e+00,1.19903087e+03,2.84951152e+05,5.15635456e-02,5.04533852e+00,5.71684205e-04,drag-important
PbLi,1.15154829e+00,1.02582415e+00,1.24537200e+03,2.84951152e+05,5.15635456e-02,5.44286771e+00,5.93779128e-04,drag-important
PbLi,1.19605428e+00,1.02582415e+00,1.29350417e+03,2.84951152e+05,5.15635456e-02,5.87171878e+00,6.16727994e-04,drag-important
PbLi,1.24228037e+00,1.02582415e+00,1.34349658e+03,2.84951152e+05,5.15635456e-02,6.33435961e+00,6.40563806e-04,drag-important
PbLi,1.29029305e+00,1.02582415e+00,1.39542115e+03,2.84951152e+05,5.15635456e-02,6.83345256e+00,6.65320844e-04,drag-important
PbLi,1.34016136e+00,1.02582415e+00,1.44935253e+03,2.84951152e+05,5.15635456e-02,7.37186972e+00,6.91034713e-04,drag-important
PbLi,1.39195702e+00,1.02582415e+00,1.50536831e+03,2.84951152e+05,5.15635456e-02,7.95270953e+00,7.17742393e-04,drag-important
PbLi,1.44575452e+00,1.02582415e+00,1.56354902e+03,2.84951152e+05,5.15635456e-02,8.57931450e+00,7.45482293e-04,drag-important
PbLi,1.50163124e+00,1.02582415e+00,1.62397836e+03,2.84951152e+05,5.15635456e-02,9.25529054e+00,7.74294308e-04,drag-important
PbLi,1.55966752e+00,1.02582415e+00,1.68674321e+03,2.84951152e+05,5.15635456e-02,9.98452767e+00,8.04219873e-04,drag-important
PbLi,1.61994684e+00,1.02582415e+00,1.75193385e+03,2.84951152e+05,5.15635456e-02,1.07712224e+01,8.35302026e-04,drag-important
PbLi,1.68255588e+00,1.02582415e+00,1.81964404e+03,2.84951152e+05,5.15635456e-02,1.16199019e+01,8.67585468e-04,drag-important
PbLi,1.74758469e+00,1.02582415e+00,1.88997114e+03,2.84951152e+05,5.15635456e-02,1.25354500e+01,9.01116627e-04,drag-important
PbLi,1.81512678e+00,1.02582415e+00,1.96301631e+03,2.84951152e+05,5.15635456e-02,1.35231354e+01,9.35943725e-04,drag-important
PbLi,1.88527930e+00,1.02582415e+00,2.03888458e+03,2.84951152e+05,5.15635456e-02,1.45886420e+01,9.72116851e-04,drag-important
PbLi,1.95814313e+00,1.02582415e+00,2.11768507e+03,2.84951152e+05,5.15635456e-02,1.57381012e+01,1.00968802e-03,two-way-candidate
PbLi,2.03382306e+00,1.02582415e+00,2.19953111e+03,2.84951152e+05,5.15635456e-02,1.69781280e+01,1.04871128e-03,two-way-candidate
PbLi,2.11242793e+00,1.02582415e+00,2.28454041e+03,2.84951152e+05,5.15635456e-02,1.83158581e+01,1.08924274e-03,two-way-candidate
PbLi,2.19407079e+00,1.02582415e+00,2.37283521e+03,2.84951152e+05,5.15635456e-02,1.97589899e+01,1.13134069e-03,two-way-candidate
PbLi,2.27886905e+00,1.02582415e+00,2.46454250e+03,2.84951152e+05,5.15635456e-02,2.13158280e+01,1.17506568e-03,two-way-candidate
PbLi,2.36694466e+00,1.02582415e+00,2.55979417e+03,2.84951152e+05,5.15635456e-02,2.29953315e+01,1.22048059e-03,two-way-candidate
PbLi,2.45842429e+00,1.02582415e+00,2.65872721e+03,2.84951152e+05,5.15635456e-02,2.48071655e+01,1.26765073e-03,two-way-candidate
PbLi,2.55343950e+00,1.02582415e+00,2.76148389e+03,2.84951152e+05,5.15635456e-02,2.67617563e+01,1.31664394e-03,two-way-candidate
PbLi,2.65212693e+00,1.02582415e+00,2.86821200e+03,2.84951152e+05,5.15635456e-02,2.88703521e+01,1.36753068e-03,two-way-candidate
PbLi,2.75462852e+00,1.02582415e+00,2.97906502e+03,2.84951152e+05,5.15635456e-02,3.11450870e+01,1.42038413e-03,two-way-candidate
PbLi,2.86109168e+00,1.02582415e+00,3.09420239e+03,2.84951152e+05,5.15635456e-02,3.35990514e+01,1.47528031e-03,two-way-candidate
PbLi,2.97166951e+00,1.02582415e+00,3.21378967e+03,2.84951152e+05,5.15635456e-02,3.62463671e+01,1.53229816e-03,two-way-candidate
PbLi,3.08652104e+00,1.02582415e+00,3.33799887e+03,2.84951152e+05,5.15635456e-02,3.91022685e+01,1.59151969e-03,two-way-candidate
PbLi,3.20581145e+00,1.02582415e+00,3.46700860e+03,2.84951152e+05,5.15635456e-02,4.21831902e+01,1.65303005e-03,two-way-candidate
PbLi,3.32971230e+00,1.02582415e+00,3.60100441e+03,2.84951152e+05,5.15635456e-02,4.55068621e+01,1.71691772e-03,two-way-candidate
PbLi,3.45840177e+00,1.02582415e+00,3.74017900e+03,2.84951152e+05,5.15635456e-02,4.90924106e+01,1.78327457e-03,two-way-candidate
PbLi,3.59206493e+00,1.02582415e+00,3.88473252e+03,2.84951152e+05,5.15635456e-02,5.29604695e+01,1.85219604e-03,two-way-candidate
PbLi,3.73089402e+00,1.02582415e+00,4.03487287e+03,2.84951152e+05,5.15635456e-02,5.71332980e+01,1.92378124e-03,two-way-candidate
PbLi,3.87508869e+00,1.02582415e+00,4.19081596e+03,2.84951152e+05,5.15635456e-02,6.16349095e+01,1.99813313e-03,two-way-candidate
PbLi,4.02485632e+00,1.02582415e+00,4.35278608e+03,2.84951152e+05,5.15635456e-02,6.64912092e+01,2.07535862e-03,two-way-candidate
PbLi,4.18041228e+00,1.02582415e+00,4.52101614e+03,2.84951152e+05,5.15635456e-02,7.17301434e+01,2.15556879e-03,two-way-candidate
PbLi,4.34198031e+00,1.02582415e+00,4.69574811e+03,2.84951152e+05,5.15635456e-02,7.73818605e+01,2.23887900e-03,two-way-candidate
PbLi,4.50979274e+00,1.02582415e+00,4.87723325e+03,2.84951152e+05,5.15635456e-02,8.34788842e+01,2.32540904e-03,two-way-candidate
PbLi,4.68409093e+00,1.02582415e+00,5.06573259e+03,2.84951152e+05,5.15635456e-02,9.00563008e+01,2.41528336e-03,two-way-candidate
PbLi,4.86512554e+00,1.02582415e+00,5.26151720e+03,2.84951152e+05,5.15635456e-02,9.71519612e+01,2.50863123e-03,two-way-candidate
