material,B_T,U_m_s,Ha,Re,Rm,N,feedback_sheet_upper,classification
PbLi,5.00000000e-01,1.00000000e-04,5.40738070e+02,2.77777778e+01,5.02654825e-06,1.05263158e+04,2.51327412e-08,drag-important
PbLi,5.19324412e-01,1.00000000e-04,5.61636961e+02,2.77777778e+01,5.02654825e-06,1.13556988e+04,2.61040921e-08,drag-important
PbLi,5.39395691e-01,1.00000000e-04,5.83343570e+02,2.77777778e+01,5.02654825e-06,1.22504299e+04,2.71129846e-08,drag-important
PbLi,5.60242700e-01,1.00000000e-04,6.05889114e+02,2.77777778e+01,5.02654825e-06,1.32156582e+04,2.81608696e-08,drag-important
PbLi,5.81895423e-01,1.00000000e-04,6.29306016e+02,2.77777778e+01,5.02654825e-06,1.42569382e+04,2.92492542e-08,drag-important
PbLi,6.04384997e-01,1.00000000e-04,6.53627954e+02,2.77777778e+01,5.02654825e-06,1.53802621e+04,3.03797035e-08,drag-important
PbLi,6.27743767e-01,1.00000000e-04,6.78889906e+02,2.77777778e+01,5.02654825e-06,1.65920942e+04,3.15538433e-08,drag-important
PbLi,6.52005326e-01,1.00000000e-04,7.05128204e+02,2.77777778e+01,5.02654825e-06,1.78994082e+04,3.27733623e-08,drag-important
PbLi,6.77204565e-01,1.00000000e-04,7.32380580e+02,2.77777778e+01,5.02654825e-06,1.93097273e+04,3.40400142e-08,drag-important
PbLi,7.03377726e-01,1.00000000e-04,7.60686229e+02,2.77777778e+01,5.02654825e-06,2.08311674e+04,3.53556208e-08,drag-important
PbLi,7.30562449e-01,1.00000000e-04,7.90085858e+02,2.77777778e+01,5.02654825e-06,2.24724839e+04,3.67220740e-08,drag-important
PbLi,7.58797829e-01,1.00000000e-04,8.20621748e+02,2.77777778e+01,5.02654825e-06,2.42431219e+04,3.81413390e-08,drag-important
PbLi,7.88124474e-01,1.00000000e-04,8.52337814e+02,2.77777778e+01,5.02654825e-06,2.61532710e+04,3.96154569e-08,drag-important
PbLi,8.18584558e-01,1.00000000e-04,8.85279669e+02,2.77777778e+01,5.02654825e-06,2.82139233e+04,4.11465478e-08,drag-important
PbLi,8.50221890e-01,1.00000000e-04,9.19494688e+02,2.77777778e+01,5.02654825e-06,3.04369373e+04,4.27368135e-08,drag-important
PbLi,8.83081967e-01,1.00000000e-04,9.55032077e+02,2.77777778e+01,5.02654825e-06,3.28351057e+04,4.43885411e-08,drag-important
PbLi,9.17212047e-01,1.00000000e-04,9.91942945e+02,2.77777778e+01,5.02654825e-06,3.54222290e+04,4.61041061e-08,drag-important
PbLi,9.52661215e-01,1.00000000e-04,1.03028037e+03,2.77777778e+01,5.02654825e-06,3.82131954e+04,4.78859756e-08,drag-important
PbLi,9.89480451e-01,1.00000000e-04,1.07009950e+03,2.77777778e+01,5.02654825e-06,4.12240658e+04,4.97367123e-08,drag-important
PbLi,1.02772271e+00,1.00000000e-04,1.11145759e+03,2.77777778e+01,5.02654825e-06,4.44721669e+04,5.16589778e-08,drag-important
PbLi,1.06744298e+00,1.00000000e-04,1.15441412e+03,2.77777778e+01,5.02654825e-06,4.79761904e+04,5.36555366e-08,drag-important
PbLi,1.10869840e+00,1.00000000e-04,1.19903087e+03,2.77777778e+01,5.02654825e-06,5.17563008e+04,5.57292600e-08,drag-important
PbLi,1.15154829e+00,1.00000000e-04,1.24537200e+03,2.77777778e+01,5.02654825e-06,5.58342512e+04,5.78831304e-08,drag-important
PbLi,1.19605428e+00,1.00000000e-04,1.29350417e+03,2.77777778e+01,5.02654825e-06,6.02335090e+04,6.01202454e-08,drag-important
PbLi,1.24228037e+00,1.00000000e-04,1.34349658e+03,2.77777778e+01,5.02654825e-06,6.49793904e+04,6.24438222e-08,drag-important
PbLi,1.29029305e+00,1.00000000e-04,1.39542115e+03,2.77777778e+01,5.02654825e-06,7.00992063e+04,6.48572026e-08,drag-important
PbLi,1.34016136e+00,1.00000000e-04,1.44935253e+03,2.77777778e+01,5.02654825e-06,7.56224196e+04,6.73638572e-08,drag-important
PbLi,1.39195702e+00,1.00000000e-04,1.50536831e+03,2.77777778e+01,5.02654825e-06,8.15808146e+04,6.99673912e-08,drag-important
PbLi,1.44575452e+00,1.00000000e-04,1.56354902e+03,2.77777778e+01,5.02654825e-06,8.80086797e+04,7.26715486e-08,drag-important
PbLi,1.50163124e+00,1.00000000e-04,1.62397836e+03,2.77777778e+01,5.02654825e-06,9.49430051e+04,7.54802186e-08,drag-important
PbLi,1.55966752e+00,1.00000000e-04,1.68674321e+03,2.77777778e+01,5.02654825e-06,1.02423696e+05,7.83974404e-08,drag-important
PbLi,1.61994684e+00,1.00000000e-04,1.75193385e+03,2.77777778e+01,5.02654825e-06,1.10493800e+05,8.14274093e-08,drag-important
PbLi,1.68255588e+00,1.00000000e-04,1.81964404e+03,2.77777778e+01,5.02654825e-06,1.19199759e+05,8.45744830e-08,drag-important
PbLi,1.74758469e+00,1.00000000e-04,1.88997114e+03,2.77777778e+01,5.02654825e-06,1.28591673e+05,8.78431874e-08,drag-important
PbLi,1.81512678e+00,1.00000000e-04,1.96301631e+03,2.77777778e+01,5.02654825e-06,1.38723589e+05,9.12382234e-08,drag-important
PbLi,1.88527930e+00,1.00000000e-04,2.03888458e+03,2.77777778e+01,5.02654825e-06,1.49653812e+05,9.47644735e-08,drag-important
PbLi,1.95814313e+00,1.00000000e-04,2.11768507e+03,2.77777778e+01,5.02654825e-06,1.61445242e+05,9.84270090e-08,drag-important
PbLi,2.03382306e+00,1.00000000e-04,2.19953111e+03,2.77777778e+01,5.02654825e-06,1.74165736e+05,1.02231097e-07,drag-important
PbLi,2.11242793e+00,1.00000000e-04,2.28454041e+03,2.77777778e+01,5.02654825e-06,1.87888495e+05,1.06182209e-07,drag-important
PbLi,2.19407079e+00,1.00000000e-04,2.37283521e+03,2.77777778e+01,5.02654825e-06,2.02692489e+05,1.10286027e-07,drag-important
PbLi,2.27886905e+00,1.00000000e-04,2.46454250e+03,2.77777778e+01,5.02654825e-06,2.18662911e+05,1.14548452e-07,drag-important
PbLi,2.36694466e+00,1.00000000e-04,2.55979417e+03,2.77777778e+01,5.02654825e-06,2.35891663e+05,1.18975615e-07,drag-important
PbLi,2.45842429e+00,1.00000000e-04,2.65872721e+03,2.77777778e+01,5.02654825e-06,2.54477893e+05,1.23573883e-07,drag-important
PbLi,2.55343950e+00,1.00000000e-04,2.76148389e+03,2.77777778e+01,5.02654825e-06,2.74528558e+05,1.28349868e-07,drag-important
PbLi,2.65212693e+00,1.00000000e-04,2.86821200e+03,2.77777778e+01,5.02654825e-06,2.96159043e+05,1.33310440e-07,drag-important
PbLi,2.75462852e+00,1.00000000e-04,2.97906502e+03,2.77777778e+01,5.02654825e-06,3.19493823e+05,1.38462732e-07,drag-important
PbLi,2.86109168e+00,1.00000000e-04,3.09420239e+03,2.77777778e+01,5.02654825e-06,3.44667182e+05,1.43814153e-07,drag-important
PbLi,2.97166951e+00,1.00000000e-04,3.21378967e+03,2.77777778e+01,5.02654825e-06,3.71823986e+05,1.49372402e-07,drag-important
PbLi,3.08652104e+00,1.00000000e-04,3.33799887e+03,2.77777778e+01,5.02654825e-06,4.01120512e+05,1.55145469e-07,drag-important
PbLi,3.20581145e+00,1.00000000e-04,3.46700860e+03,2.77777778e+01,5.02654825e-06,4.32725351e+05,1.61141659e-07,drag-important
PbLi,3.32971230e+00,1.00000000e-04,3.60100441e+03,2.77777778e+01,5.02654825e-06,4.66820379e+05,1.67369595e-07,drag-important
PbLi,3.45840177e+00,1.00000000e-04,3.74017900e+03,2.77777778e+01,5.02654825e-06,5.03601802e+05,1.73838233e-07,drag-important
PbLi,3.59206493e+00,1.00000000e-04,3.88473252e+03,2.77777778e+01,5.02654825e-06,5.43281283e+05,1.80556877e-07,drag-important
PbLi,3.73089402e+00,1.00000000e-04,4.03487287e+03,2.77777778e+01,5.02654825e-06,5.86087166e+05,1.87535188e-07,drag-important
PbLi,3.87508869e+00,1.00000000e-04,4.19081596e+03,2.77777778e+01,5.02654825e-06,6.32265784e+05,1.94783203e-07,drag-important
PbLi,4.02485632e+00,1.00000000e-04,4.35278608e+03,2.77777778e+01,5.02654825e-06,6.82082879e+05,2.02311345e-07,drag-important
PbLi,4.18041228e+00,1.00000000e-04,4.52101614e+03,2.77777778e+01,5.02654825e-06,7.35825131e+05,2.10130440e-07,drag-important
PbLi,4.34198031e+00,1.00000000e-04,4.69574811e+03,2.77777778e+01,5.02654825e-06,7.93801810e+05,2.18251735e-07,drag-important
PbLi,4.50979274e+00,1.00000000e-04,4.87723325e+03,2.77777778e+01,5.02654825e-06,8.56346551e+05,2.26686908e-07,drag-important
PbLi,4.68409093e+00,1.00000000e-04,5.06573259e+03,2.77777778e+01,5.02654825e-06,9.23819279e+05,2.35448091e-07,drag-important
PbLi,4.86512554e+00,1.00000000e-04,5.26151720e+03,2.77777778e+01,5.02654825e-06,9.96608276e+05,2.44547883e-07,drag-important
PbLi,5.05315693e+00,1.00000000e-04,5.46486866e+03,2.77777778e+01,5.02654825e-06,1.07513242e+06,2.53999371e-07,drag-important
PbLi,5.24845551e+00,1.00000000e-04,5.67607941e+03,2.77777778e+01,5.02654825e-06,1.15984359e+06,2.63816148e-07,drag-important
PbLi,5.45130215e+00,1.00000000e-04,5.89545321e+03,2.77777778e+01,5.02654825e-06,1.25122927e+06,2.74012332e-07,drag-important
PbLi,5.66198857e+00,1.00000000e-04,6.12330555e+03,2.77777778e+01,5.02654825e-06,1.34981535e+06,2.84602587e-07,drag-important
PbLi,5.88081777e+00,1.00000000e-04,6.35996411e+03,2.77777778e+01,5.02654825e-06,1.45616917e+06,2.95602143e-07,drag-important
PbLi,6.10810447e+00,1.00000000e-04,6.60576925e+03,2.77777778e+01,5.02654825e-06,1.57090275e+06,3.07026818e-07,drag-important
PbLi,6.34417553e+00,1.00000000e-04,6.86107447e+03,2.77777778e+01,5.02654825e-06,1.69467634e+06,3.18893044e-07,drag-important
PbLi,6.58937046e+00,1.00000000e-04,7.12624694e+03,2.77777778e+01,5.02654825e-06,1.82820223e+06,3.31217885e-07,drag-important
PbLi,6.84404189e+00,1.00000000e-04,7.40166801e+03,2.77777778e+01,5.02654825e-06,1.97224881e+06,3.44019067e-07,drag-important
PbLi,7.10855606e+00,1.00000000e-04,7.68773378e+03,2.77777778e+01,5.02654825e-06,2.12764502e+06,3.57315000e-07,drag-important
PbLi,7.38329340e+00,1.00000000e-04,7.98485566e+03,2.77777778e+01,5.02654825e-06,2.29528511e+06,3.71124805e-07,drag-important
PbLi,7.66864902e+00,1.00000000e-04,8.29346094e+03,2.77777778e+01,5.02654825e-06,2.47613380e+06,3.85468343e-07,drag-important
PbLi,7.96503329e+00,1.00000000e-04,8.61399346e+03,2.77777778e+01,5.02654825e-06,2.67123180e+06,4.00366241e-07,drag-important
PbLi,8.27287247e+00,1.00000000e-04,8.94691419e+03,2.77777778e+01,5.02654825e-06,2.88170185e+06,4.15839926e-07,drag-important
PbLi,8.59260927e+00,1.00000000e-04,9.29270191e+03,2.77777778e+01,5.02654825e-06,3.10875512e+06,4.31911650e-07,drag-important
PbLi,8.92470352e+00,1.00000000e-04,9.65185392e+03,2.77777778e+01,5.02654825e-06,3.35369823e+06,4.48604528e-07,drag-important
PbLi,9.26963282e+00,1.00000000e-04,1.00248867e+04,2.77777778e+01,5.02654825e-06,3.61794074e+06,4.65942566e-07,drag-important
PbLi,9.62789324e+00,1.00000000e-04,1.04123368e+04,2.77777778e+01,5.02654825e-06,3.90300329e+06,4.83950699e-07,drag-important
PbLi,1.00000000e+01,1.00000000e-04,1.08147614e+04,2.77777778e+01,5.02654825e-06,4.21052632e+06,5.02654825e-07,drag-important
PbLi,5.00000000e-01,1.11770239e-04,5.40738070e+02,3.10472886e+01,5.61818499e-06,9.41781630e+03,2.80909249e-08,drag-important
PbLi,5.19324412e-01,1.11770239e-04,5.61636961e+02,3.10472886e+01,5.61818499e-06,1.01598591e+04,2.91766062e-08,drag-important
PbLi,5.39395691e-01,1.11770239e-04,5.83343570e+02,3.10472886e+01,5.61818499e-06,1.09603684e+04,3.03042477e-08,drag-important
PbLi,5.60242700e-01,1.11770239e-04,6.05889114e+02,3.10472886e+01,5.61818499e-06,1.18239510e+04,3.14754713e-08,drag-important
PbLi,5.81895423e-01,1.11770239e-04,6.29306016e+02,3.10472886e+01,5.61818499e-06,1.27555764e+04,3.26919613e-08,drag-important
PbLi,6.04384997e-01,1.11770239e-04,6.53627954e+02,3.10472886e+01,5.61818499e-06,1.37606059e+04,3.39554672e-08,drag-important
PbLi,6.27743767e-01,1.11770239e-04,6.78889906e+02,3.10472886e+01,5.61818499e-06,1.48448230e+04,3.52678061e-08,drag-important
PbLi,6.52005326e-01,1.11770239e-04,7.05128204e+02,3.10472886e+01,5.61818499e-06,1.60144671e+04,3.66308653e-08,drag-important
PbLi,6.77204565e-01,1.11770239e-04,7.32380580e+02,3.10472886e+01,5.61818499e-06,1.72762691e+04,3.80466052e-08,drag-important
PbLi,7.03377726e-01,1.11770239e-04,7.60686229e+02,3.10472886e+01,5.61818499e-06,1.86374902e+04,3.95170618e-08,drag-important
PbLi,7.30562449e-01,1.11770239e-04,7.90085858e+02,3.10472886e+01,5.61818499e-06,2.01059639e+04,4.10443498e-08,drag-important
PbLi,7.58797829e-01,1.11770239e-04,8.20621748e+02,3.10472886e+01,5.61818499e-06,2.16901405e+04,4.26306657e-08,drag-important
PbLi,7.88124474e-01,1.11770239e-04,8.52337814e+02,3.10472886e+01,5.61818499e-06,2.33991367e+04,4.42782909e-08,drag-important
PbLi,8.18584558e-01,1.11770239e-04,8.85279669e+02,3.10472886e+01,5.61818499e-06,2.52427870e+04,4.59895948e-08,drag-important
PbLi,8.50221890e-01,1.11770239e-04,9.19494688e+02,3.10472886e+01,5.61818499e-06,2.72317010e+04,4.77670386e-08,drag-important
PbLi,8.83081967e-01,1.11770239e-04,9.55032077e+02,3.10472886e+01,5.61818499e-06,2.93773244e+04,4.96131785e-08,drag-important
PbLi,9.17212047e-01,1.11770239e-04,9.91942945e+02,3.10472886e+01,5.61818499e-06,3.16920044e+04,5.15306695e-08,drag-important
PbLi,9.52661215e-01,1.11770239e-04,1.03028037e+03,3.10472886e+01,5.61818499e-06,3.41890612e+04,5.35222694e-08,drag-important
PbLi,9.89480451e-01,1.11770239e-04,1.07009950e+03,3.10472886e+01,5.61818499e-06,3.68828645e+04,5.55908422e-08,drag-important
PbLi,1.02772271e+00,1.11770239e-04,1.11145759e+03,3.10472886e+01,5.61818499e-06,3.97889164e+04,5.77393629e-08,drag-important
PbLi,1.06744298e+00,1.11770239e-04,1.15441412e+03,3.10472886e+01,5.61818499e-06,4.29239401e+04,5.99709215e-08,drag-important
PbLi,1.10869840e+00,1.11770239e-04,1.19903087e+03,3.10472886e+01,5.61818499e-06,4.63059766e+04,6.22887271e-08,drag-important
PbLi,1.15154829e+00,1.11770239e-04,1.24537200e+03,3.10472886e+01,5.61818499e-06,4.99544885e+04,6.46961132e-08,drag-important
PbLi,1.19605428e+00,1.11770239e-04,1.29350417e+03,3.10472886e+01,5.61818499e-06,5.38904717e+04,6.71965420e-08,drag-important
PbLi,1.24228037e+00,1.11770239e-04,1.34349658e+03,3.10472886e+01,5.61818499e-06,5.81365764e+04,6.97936094e-08,drag-important
PbLi,1.29029305e+00,1.11770239e-04,1.39542115e+03,3.10472886e+01,5.61818499e-06,6.27172375e+04,7.24910504e-08,drag-important
PbLi,1.34016136e+00,1.11770239e-04,1.44935253e+03,3.10472886e+01,5.61818499e-06,6.76588153e+04,7.52927443e-08,drag-important
PbLi,1.39195702e+00,1.11770239e-04,1.50536831e+03,3.10472886e+01,5.61818499e-06,7.29897469e+04,7.82027204e-08,drag-important
PbLi,1.44575452e+00,1.11770239e-04,1.56354902e+03,3.10472886e+01,5.61818499e-06,7.87407099e+04,8.12251636e-08,drag-important
PbLi,1.50163124e+00,1.11770239e-04,1.62397836e+03,3.10472886e+01,5.61818499e-06,8.49447992e+04,8.43644207e-08,drag-important
PbLi,1.55966752e+00,1.11770239e-04,1.68674321e+03,3.10472886e+01,5.61818499e-06,9.16377173e+04,8.76250065e-08,drag-important
PbLi,1.61994684e+00,1.11770239e-04,1.75193385e+03,3.10472886e+01,5.61818499e-06,9.88579796e+04,9.10116100e-08,drag-important
PbLi,1.68255588e+00,1.11770239e-04,1.81964404e+03,3.10472886e+01,5.61818499e-06,1.06647136e+05,9.45291018e-08,drag-important
PbLi,1.74758469e+00,1.11770239e-04,1.88997114e+03,3.10472886e+01,5.61818499e-06,1.15050012e+05,9.81825405e-08,drag-important
PbLi,1.81512678e+00,1.11770239e-04,1.96301631e+03,3.10472886e+01,5.61818499e-06,1.24114961e+05,1.01977180e-07,drag-important
PbLi,1.88527930e+00,1.11770239e-04,2.03888458e+03,3.10472886e+01,5.61818499e-06,1.33894150e+05,1.05918479e-07,drag-important
PbLi,1.95814313e+00,1.11770239e-04,2.11768507e+03,3.10472886e+01,5.61818499e-06,1.44443855e+05,1.10012103e-07,drag-important
PbLi,2.03382306e+00,1.11770239e-04,2.19953111e+03,3.10472886e+01,5.61818499e-06,1.55824786e+05,1.14263942e-07,drag-important
PbLi,2.11242793e+00,1.11770239e-04,2.28454041e+03,3.10472886e+01,5.61818499e-06,1.68102437e+05,1.18680109e-07,drag-important
PbLi,2.19407079e+00,1.11770239e-04,2.37283521e+03,3.10472886e+01,5.61818499e-06,1.81347460e+05,1.23266956e-07,drag-important
PbLi,2.27886905e+00,1.11770239e-04,2.46454250e+03,3.10472886e+01,5.61818499e-06,1.95636077e+05,1.28031079e-07,drag-important
PbLi,2.36694466e+00,1.11770239e-04,2.55979417e+03,3.10472886e+01,5.61818499e-06,2.11050513e+05,1.32979329e-07,drag-important
PbLi,2.45842429e+00,1.11770239e-04,2.65872721e+03,3.10472886e+01,5.61818499e-06,2.27679475e+05,1.38118824e-07,drag-important
PbLi,2.55343950e+00,1.11770239e-04,2.76148389e+03,3.10472886e+01,5.61818499e-06,2.45618655e+05,1.43456954e-07,drag-important
PbLi,2.65212693e+00,1.11770239e-04,2.86821200e+03,3.10472886e+01,5.61818499e-06,2.64971289e+05,1.49001397e-07,drag-important
PbLi,2.75462852e+00,1.11770239e-04,2.97906502e+03,3.10472886e+01,5.61818499e-06,2.85848742e+05,1.54760126e-07,drag-important
PbLi,2.86109168e+00,1.11770239e-04,3.09420239e+03,3.10472886e+01,5.61818499e-06,3.08371160e+05,1.60741423e-07,drag-important
PbLi,2.97166951e+00,1.11770239e-04,3.21378967e+03,3.10472886e+01,5.61818499e-06,3.32668150e+05,1.66953890e-07,drag-important
PbLi,3.08652104e+00,1.11770239e-04,3.33799887e+03,3.10472886e+01,5.61818499e-06,3.58879533e+05,1.73406462e-07,drag-important
PbLi,3.20581145e+00,1.11770239e-04,3.46700860e+03,3.10472886e+01,5.61818499e-06,3.87156147e+05,1.80108418e-07,drag-important
PbLi,3.32971230e+00,1.11770239e-04,3.60100441e+03,3.10472886e+01,5.61818499e-06,4.17660715e+05,1.87069397e-07,drag-important
PbLi,3.45840177e+00,1.11770239e-04,3.74017900e+03,3.10472886e+01,5.61818499e-06,4.50568779e+05,1.94299409e-07,drag-important
PbLi,3.59206493e+00,1.11770239e-04,3.88473252e+03,3.10472886e+01,5.61818499e-06,4.86069716e+05,2.01808853e-07,drag-important
PbLi,3.73089402e+00,1.11770239e-04,4.03487287e+03,3.10472886e+01,5.61818499e-06,5.24367820e+05,2.09608528e-07,drag-important
PbLi,3.87508869e+00,1.11770239e-04,4.19081596e+03,3.10472886e+01,5.61818499e-06,5.65683486e+05,2.17709651e-07,drag-important
PbLi,4.02485632e+00,1.11770239e-04,4.35278608e+03,3.10472886e+01,5.61818499e-06,6.10254469e+05,2.26123873e-07,drag-important
PbLi,4.18041228e+00,1.11770239e-04,4.52101614e+03,3.10472886e+01,5.61818499e-06,6.58337262e+05,2.34863295e-07,drag-important
PbLi,4.34198031e+00,1.11770239e-04,4.69574811e+03,3.10472886e+01,5.61818499e-06,7.10208564e+05,2.43940486e-07,drag-important
PbLi,4.50979274e+00,1.11770239e-04,4.87723325e+03,3.10472886e+01,5.61818499e-06,7.66166878e+05,2.53368499e-07,drag-important
PbLi,4.68409093e+00,1.11770239e-04,5.06573259e+03,3.10472886e+01,5.61818499e-06,8.26534225e+05,2.63160894e-07,drag-important
PbLi,4.86512554e+00,1.11770239e-04,5.26151720e+03,3.10472886e+01,5.61818499e-06,8.91657998e+05,2.73331753e-07,drag-important
PbLi,5.05315693e+00,1.11770239e-04,5.46486866e+03,3.10472886e+01,5.61818499e-06,9.61912964e+05,2.83895704e-07,drag-important
PbLi,5.24845551e+00,1.11770239e-04,5.67607941e+03,3.10472886e+01,5.61818499e-06,1.03770342e+06,2.94867939e-07,drag-important
PbLi,5.45130215e+00,1.11770239e-04,5.89545321e+03,3.10472886e+01,5.61818499e-06,1.11946550e+06,3.06264239e-07,drag-important
PbLi,5.66198857e+00,1.11770239e-04,6.12330555e+03,3.10472886e+01,5.61818499e-06,1.20766973e+06,3.18100992e-07,drag-important
PbLi,5.88081777e+00,1.11770239e-04,6.35996411e+03,3.10472886e+01,5.61818499e-06,1.30282370e+06,3.30395221e-07,drag-important
PbLi,6.10810447e+00,1.11770239e-04,6.60576925e+03,3.10472886e+01,5.61818499e-06,1.40547498e+06,3.43164608e-07,drag-important
PbLi,6.34417553e+00,1.11770239e-04,6.86107447e+03,3.10472886e+01,5.61818499e-06,1.51621430e+06,3.56427517e-07,drag-important
PbLi,6.58937046e+00,1.11770239e-04,7.12624694e+03,3.10472886e+01,5.61818499e-06,1.63567892e+06,3.70203022e-07,drag-important
PbLi,6.84404189e+00,1.11770239e-04,7.40166801e+03,3.10472886e+01,5.61818499e-06,1.76455632e+06,3.84510934e-07,drag-important
PbLi,7.10855606e+00,1.11770239e-04,7.68773378e+03,3.10472886e+01,5.61818499e-06,1.90358815e+06,3.99371830e-07,drag-important
PbLi,7.38329340e+00,1.11770239e-04,7.98485566e+03,3.10472886e+01,5.61818499e-06,2.05357449e+06,4.14807082e-07,drag-important
PbLi,7.66864902e+00,1.11770239e-04,8.29346094e+03,3.10472886e+01,5.61818499e-06,2.21537846e+06,4.30838888e-07,drag-important
PbLi,7.96503329e+00,1.11770239e-04,8.61399346e+03,3.10472886e+01,5.61818499e-06,2.38993119e+06,4.47490305e-07,drag-important
PbLi,8.27287247e+00,1.11770239e-04,8.94691419e+03,3.10472886e+01,5.61818499e-06,2.57823717e+06,4.64785279e-07,drag-important
PbLi,8.59260927e+00,1.11770239e-04,9.29270191e+03,3.10472886e+01,5.61818499e-06,2.78138004e+06,4.82748684e-07,drag-important
PbLi,8.92470352e+00,1.11770239e-04,9.65185392e+03,3.10472886e+01,5.61818499e-06,3.00052881e+06,5.01406353e-07,drag-important
PbLi,9.26963282e+00,1.11770239e-04,1.00248867e+04,3.10472886e+01,5.61818499e-06,3.23694462e+06,5.20785120e-07,drag-important
PbLi,9.62789324e+00,1.11770239e-04,1.04123368e+04,3.10472886e+01,5.61818499e-06,3.49198796e+06,5.40912853e-07,drag-important
PbLi,1.00000000e+01,1.11770239e-04,1.08147614e+04,3.10472886e+01,5.61818499e-06,3.76712652e+06,5.61818499e-07,drag-important
PbLi,5.00000000e-01,1.24925863e-04,5.40738070e+02,3.47016287e+01,6.27945879e-06,8.42605007e+03,3.13972940e-08,drag-important
PbLi,5.19324412e-01,1.24925863e-04,5.61636961e+02,3.47016287e+01,6.27945879e-06,9.08995019e+03,3.26107625e-08,drag-important
PbLi,5.39395691e-01,1.24925863e-04,5.83343570e+02,3.47016287e+01,6.27945879e-06,9.80615993e+03,3.38711301e-08,drag-important
PbLi,5.60242700e-01,1.24925863e-04,6.05889114e+02,3.47016287e+01,6.27945879e-06,1.05788008e+04,3.51802095e-08,drag-important
PbLi,5.81895423e-01,1.24925863e-04,6.29306016e+02,3.47016287e+01,6.27945879e-06,1.14123191e+04,3.65398833e-08,drag-important
PbLi,6.04384997e-01,1.24925863e-04,6.53627954e+02,3.47016287e+01,6.27945879e-06,1.23115115e+04,3.79521068e-08,drag-important
PbLi,6.27743767e-01,1.24925863e-04,6.78889906e+02,3.47016287e+01,6.27945879e-06,1.32815525e+04,3.94189112e-08,drag-important
PbLi,6.52005326e-01,1.24925863e-04,7.05128204e+02,3.47016287e+01,6.27945879e-06,1.43280244e+04,4.09424058e-08,drag-important
PbLi,6.77204565e-01,1.24925863e-04,7.32380580e+02,3.47016287e+01,6.27945879e-06,1.54569493e+04,4.25247816e-08,drag-important
PbLi,7.03377726e-01,1.24925863e-04,7.60686229e+02,3.47016287e+01,6.27945879e-06,1.66748236e+04,4.41683145e-08,drag-important
PbLi,7.30562449e-01,1.24925863e-04,7.90085858e+02,3.47016287e+01,6.27945879e-06,1.79886560e+04,4.58753679e-08,drag-important
PbLi,7.58797829e-01,1.24925863e-04,8.20621748e+02,3.47016287e+01,6.27945879e-06,1.94060071e+04,4.76483970e-08,drag-important
PbLi,7.88124474e-01,1.24925863e-04,8.52337814e+02,3.47016287e+01,6.27945879e-06,2.09350332e+04,4.94899515e-08,drag-important
PbLi,8.18584558e-01,1.24925863e-04,8.85279669e+02,3.47016287e+01,6.27945879e-06,2.25845334e+04,5.14026800e-08,drag-important
PbLi,8.50221890e-01,1.24925863e-04,9.19494688e+02,3.47016287e+01,6.27945879e-06,2.43640000e+04,5.33893332e-08,drag-important
PbLi,8.83081967e-01,1.24925863e-04,9.55032077e+02,3.47016287e+01,6.27945879e-06,2.62836732e+04,5.54527682e-08,drag-important
PbLi,9.17212047e-01,1.24925863e-04,9.91942945e+02,3.47016287e+01,6.27945879e-06,2.83546001e+04,5.75959525e-08,drag-important
PbLi,9.52661215e-01,1.24925863e-04,1.03028037e+03,3.47016287e+01,6.27945879e-06,3.05886983e+04,5.98219684e-08,drag-important
PbLi,9.89480451e-01,1.24925863e-04,1.07009950e+03,3.47016287e+01,6.27945879e-06,3.29988241e+04,6.21340172e-08,drag-important
PbLi,1.02772271e+00,1.24925863e-04,1.11145759e+03,3.47016287e+01,6.27945879e-06,3.55988470e+04,6.45354240e-08,drag-important
PbLi,1.06744298e+00,1.24925863e-04,1.15441412e+03,3.47016287e+01,6.27945879e-06,3.84037293e+04,6.70296423e-08,drag-important
PbLi,1.10869840e+00,1.24925863e-04,1.19903087e+03,3.47016287e+01,6.27945879e-06,4.14296122e+04,6.96202592e-08,drag-important
PbLi,1.15154829e+00,1.24925863e-04,1.24537200e+03,3.47016287e+01,6.27945879e-06,4.46939086e+04,7.23110004e-08,drag-important
PbLi,1.19605428e+00,1.24925863e-04,1.29350417e+03,3.47016287e+01,6.27945879e-06,4.82154034e+04,7.51057356e-08,drag-important
PbLi,1.24228037e+00,1.24925863e-04,1.34349658e+03,3.47016287e+01,6.27945879e-06,5.20143617e+04,7.80084840e-08,drag-important
PbLi,1.29029305e+00,1.24925863e-04,1.39542115e+03,3.47016287e+01,6.27945879e-06,5.61126451e+04,8.10234203e-08,drag-important
PbLi,1.34016136e+00,1.24925863e-04,1.44935253e+03,3.47016287e+01,6.27945879e-06,6.05338379e+04,8.41548802e-08,drag-important
PbLi,1.39195702e+00,1.24925863e-04,1.50536831e+03,3.47016287e+01,6.27945879e-06,6.53033826e+04,8.74073675e-08,drag-important
PbLi,1.44575452e+00,1.24925863e-04,1.56354902e+03,3.47016287e+01,6.27945879e-06,7.04487264e+04,9.07855595e-08,drag-important
PbLi,1.50163124e+00,1.24925863e-04,1.62397836e+03,3.47016287e+01,6.27945879e-06,7.59994789e+04,9.42943147e-08,drag-important
PbLi,1.55966752e+00,1.24925863e-04,1.68674321e+03,3.47016287e+01,6.27945879e-06,8.19875828e+04,9.79386792e-08,drag-important
