material,electron_density,electron_temperature_ev,heat_flux,surface_delta_t,surface_temperature_gradient,marangoni_shear,surface_velocity,mean_velocity
Li,4.294487988789272e+18,2.0,93959.25581607537,1.0346655238245277,51.73327619122638,-0.005173327619122639,-0.022992567196100617,-0.011496283598050308
Li,4.5522682755073096e+18,2.0,99599.23989969831,1.0967722001233127,54.83861000616563,-0.005483861000616564,-0.02437271555829584,-0.01218635777914792
Li,4.825522042741279e+18,2.0,105577.768815198,1.1626068823835063,58.13034411917531,-0.005813034411917531,-0.02583570849741125,-0.012917854248705625
Li,5.115178099293145e+18,2.0,111915.16400346707,1.2323933473272997,61.61966736636498,-0.006161966736636498,-0.027386518829495547,-0.013693259414747774
Li,5.422221006501592e+18,2.0,118632.96671713663,1.3063688040645758,65.31844020322879,-0.006531844020322879,-0.029030417868101687,-0.014515208934050844
Li,5.747694424835359e+18,2.0,125754.01124081141,1.384784700383384,69.2392350191692,-0.006923923501916921,-0.030772993341852982,-0.015386496670926491
Li,6.092704661368687e+18,2.0,133302.50250641134,1.4679075774386812,73.39537887193406,-0.007339537887193406,-0.03262016838752625,-0.016310084193763126
Li,6.458424430196991e+18,2.0,141304.09836744022,1.556019975744492,77.8009987872246,-0.007780099878722461,-0.03457822168321094,-0.01728911084160547
Li,6.846096838574672e+18,2.0,149785.99681183707,1.6494213955490202,82.471069777451,-0.0082471069777451,-0.036653808789978225,-0.018326904394989112
Li,7.257039612324231e+18,2.0,158777.0284098526,1.7484293148570829,87.42146574285414,-0.008742146574285414,-0.03885398477460184,-0.01942699238730092
Li,7.692649574879161e+18,2.0,168307.75431118844,1.8533802685602148,92.66901342801074,-0.009266901342801075,-0.041186228190227,-0.0205931140951135
Li,8.154407395185187e+18,2.0,178410.57012449775,1.9646309923424692,98.23154961712346,-0.009823154961712348,-0.04365846649649932,-0.02182923324824966
Li,8.643882620598297e+18,2.0,189119.81603234058,2.082559635250134,104.1279817625067,-0.010412798176250671,-0.046279103005558535,-0.023139551502779267
Li,9.162739011886769e+18,2.0,200471.89351588325,2.2075670450469747,110.37835225234873,-0.011037835225234873,-0.04905704544548833,-0.024528522722744164
Li,9.712740198471207e+18,2.0,212505.38908609707,2.34007813072402,117.003906536201,-0.0117003906536201,-0.05200173623831156,-0.02600086811915578
Li,1.0295755673125085e+19,2.0,225261.20544202506,2.480543306795133,124.02716533975664,-0.012402716533975663,-0.05512318459544739,-0.027561592297723696
Li,1.0913767146512693e+19,2.0,238782.7005019441,2.6294400242877414,131.47200121438706,-0.013147200121438708,-0.05843200053972759,-0.029216000269863793
Li,1.1568875283162786e+19,2.0,253115.8347799729,2.7872743936324027,139.36371968162013,-0.013936371968162014,-0.06193943096960895,-0.030969715484804476
Li,1.2263306841775593e+19,2.0,268309.32760910335,2.954582904967875,147.72914524839376,-0.014772914524839377,-0.06565739788817501,-0.032828698944087506
Li,1.2999422244132422e+19,2.0,284414.8227416437,3.1319342517088766,156.59671258544384,-0.015659671258544384,-0.06959853892686393,-0.03479926946343197
Li,1.377972359833554e+19,2.0,301487.0638899699,3.3199312635750506,165.99656317875252,-0.016599656317875255,-0.0737762503016678,-0.0368881251508339
Li,1.460686320364986e+19,2.0,319584.08080426016,3.5192129556516494,175.96064778258247,-0.017596064778258248,-0.07820473234781443,-0.039102366173907215
Li,1.548365256585496e+19,2.0,338767.38651970314,3.7304567004468163,186.52283502234081,-0.018652283502234083,-0.08289903778770703,-0.04144951889385352
Li,1.6413071953751267e+19,2.0,359102.1864436376,3.954380530328459,197.71902651642293,-0.019771902651642293,-0.08787512289618797,-0.043937561448093986
Li,1.7398280529303622e+19,2.0,380657.5999933242,4.191745578166834,209.5872789083417,-0.02095872789083417,-0.09314990173704076,-0.04657495086852038
Li,1.8442627085855328e+19,2.0,403506.89553771424,4.443358664478795,222.1679332239397,-0.02221679332239397,-0.09874130365508432,-0.04937065182754216
Li,1.9549661430912594e+19,2.0,427727.73944179557,4.71007503986755,235.5037519933775,-0.023550375199337753,-0.10466833421927892,-0.05233416710963946
Li,2.0723146452190294e+19,2.0,453402.4600600384,4.99280129207971,249.64006460398548,-0.02496400646039855,-0.11095113982399356,-0.05547556991199678
Li,2.1967070907932353e+19,2.0,480618.3275762709,5.292498427560895,264.62492137804475,-0.026462492137804477,-0.11761107616801991,-0.058805538084009956
Li,2.3285662984981967e+19,2.0,509467.8506411809,5.610185137984328,280.50925689921644,-0.028050925689921645,-0.1246707808440962,-0.0623353904220481
Li,2.468340467068651e+19,2.0,540049.0908157356,5.946941262855594,297.3470631427797,-0.02973470631427797,-0.1321542502856799,-0.06607712514283995
Li,2.6165046987488236e+19,2.0,572465.9958893353,6.303911459963174,315.1955729981587,-0.03151955729981587,-0.14008692133251496,-0.07004346066625748
Li,2.773562614198418e+19,2.0,606828.7532056699,6.682309096150897,334.11545480754484,-0.033411545480754486,-0.14849575769224216,-0.07424787884612108
Li,2.9400480643347137e+19,2.0,643254.1641972625,7.083420371637306,354.17101858186527,-0.03541710185818653,-0.15740934159194012,-0.07870467079597006
Li,3.1165269449294365e+19,2.0,681866.0414017648,7.508608691900797,375.43043459503986,-0.03754304345950399,-0.16685797093112886,-0.08342898546556443
Li,3.303599120128346e+19,2.0,722795.6293094946,7.9593193019908774,397.96596509954384,-0.03979659650995439,-0.17687376226646395,-0.08843688113323198
Li,3.50190046143172e+19,2.0,766182.0504727019,8.437084199017885,421.85420995089424,-0.04218542099508943,-0.18749075997817524,-0.09374537998908762
Li,3.712105009066372e+19,2.0,812172.7783929234,8.943527339519068,447.1763669759534,-0.04471763669759534,-0.19874505198931264,-0.09937252599465632
Li,3.934927263095861e+19,2.0,860924.1387938025,9.480370159401257,474.01850797006284,-0.04740185079700629,-0.21067489243113907,-0.10533744621556954
Li,4.171124612056533e+19,2.0,912601.8409832348,10.049437425222758,502.4718712611379,-0.05024718712611379,-0.22332083167161687,-0.11166041583580844
Li,4.421499907374468e+19,2.0,967381.5411109691,10.65266343670332,532.633171835166,-0.0532633171835166,-0.2367258541489627,-0.11836292707448134
Li,4.6869041923142115e+19,2.0,1025449.4392362734,11.292098601545568,564.6049300772784,-0.05646049300772784,-0.2509355244787904,-0.1254677622393952
Li,4.9682395947343675e+19,2.0,1087002.9122349636,11.969916404914255,598.4958202457127,-0.059849582024571274,-0.2659981423314279,-0.13299907116571394
Li,5.266462393484259e+19,2.0,1152251.1846974203,12.688420797266659,634.4210398633329,-0.06344210398633329,-0.28196490660592577,-0.14098245330296288
Li,5.582586268862678e+19,2.0,1221416.040097619,13.45005402564149,672.5027012820746,-0.06725027012820746,-0.2988900894586998,-0.1494450447293499
Li,5.917685748188806e+19,2.0,1294732.5746508196,14.257404935029047,712.8702467514523,-0.07128702467514524,-0.3168312207784233,-0.15841561038921165
Li,6.272899858196231e+19,2.0,1372449.9964221553,15.1132177680376,755.66088840188,-0.075566088840188,-0.3358492837341689,-0.16792464186708445
Li,6.649435996665032e+19,2.0,1454832.4724023978,16.020401492767313,801.0200746383656,-0.08010200746383657,-0.35600892206149587,-0.17800446103074793
Li,7.048574036451889e+19,2.0,1542160.0264301673,16.98203969059772,849.101984529886,-0.0849101984529886,-0.3773786597910605,-0.18868932989553025
Li,7.471670675868067e+19,2.0,1634729.4910126824,18.001401037498013,900.0700518749006,-0.09000700518749007,-0.4000311341666225,-0.20001556708331125
Li,7.920164050192541e+19,2.0,1732855.5162803617,19.08195041448693,954.0975207243464,-0.09540975207243464,-0.424043342544154,-0.212021671272077
Li,8.395578619995103e+19,2.0,1836871.6395047787,20.227360685007344,1011.3680342503671,-0.10113680342503673,-0.4494969041112744,-0.2247484520556372
Li,8.899530352885224e+19,2.0,1947131.4188153427,21.441525179247876,1072.0762589623937,-0.10720762589623938,-0.4764783373166195,-0.23823916865830974
Li,9.433732216299774e+19,2.0,2064009.634968283,22.728570927846366,1136.4285463923184,-0.11364285463923184,-0.5050793539521415,-0.25253967697607077
Li,1e+20,2.0,2187903.5652528377,24.09287268995778,1204.643634497889,-0.1204643634497889,-0.5353971708879507,-0.26769858544397535
Li,1e+18,2.101531698522466,23566.066567780435,0.25950606353849576,12.975303176924788,-0.001297530317692479,-0.005766801411966573,-0.0028834007059832865
Li,1.0600258488068824e+18,2.101531698522466,24980.639716550955,0.27508313527292677,13.754156763646339,-0.001375415676364634,-0.0061129585616205954,-0.0030564792808102977
Li,1.1236548001387516e+18,2.101531698522466,26480.12381927585,0.2915952339601427,14.579761698007134,-0.0014579761698007136,-0.006479894088003172,-0.003239947044001586
Li,1.191103133283008e+18,2.101531698522466,28069.615728039225,0.30909848538664175,15.454924269332087,-0.0015454924269332087,-0.006868855230814261,-0.0034344276154071305
Li,1.2626001098748577e+18,2.101531698522466,29754.518237797794,0.3276523843368966,16.38261921684483,-0.001638261921684483,-0.007281164096375481,-0.0036405820481877405
Li,1.3383887531737592e+18,2.101531698522466,31540.558450861477,0.3473199968203178,17.36599984101589,-0.001736599984101589,-0.007718222151562619,-0.0038591110757813093
Li,1.418726674116599e+18,2.101531698522466,33433.807243717514,0.3681681744370609,18.408408721853046,-0.0018408408721853047,-0.008181514987490243,-0.004090757493745122
Li,1.5038869469554132e+18,2.101531698522466,35440.69990236736,0.39026778161132597,19.5133890805663,-0.00195133890805663,-0.008672617369140578,-0.004336308684570289
Li,1.5941590374560028e+18,2.101531698522466,37568.05799631696,0.41369393646452485,20.684696823226243,-0.0020684696823226245,-0.009193198588100552,-0.004596599294050276
Li,1.689849786812462e+18,2.101531698522466,39823.11256557207,0.4385262661470684,21.92631330735342,-0.0021926313307353423,-0.009745028136601521,-0.0048725140683007605
Li,1.7912844546220096e+18,2.101531698522466,42213.52869945257,0.4648491774966591,23.242458874832955,-0.0023242458874832956,-0.01032998172214798,-0.00516499086107399
Li,1.898807824465269e+18,2.101531698522466,44747.43159077089,0.4927521439430771,24.637607197153855,-0.0024637607197153855,-0.010950047643179493,-0.005475023821589747
Li,2.0127853758499466e+18,2.101531698522466,47433.434153934824,0.5223300096346716,26.116500481733578,-0.0026116500481733577,-0.011607333547437147,-0.0058036667737185734
Li,2.133604526501402e+18,2.101531698522466,50280.66630084971,0.5536833118202952,27.684165591014757,-0.0027684165591014757,-0.01230407359600656,-0.00615203679800328
Li,2.2616759492228552e+18,2.101531698522466,53298.80597413382,0.5869186225825141,29.345931129125706,-0.002934593112912571,-0.013042636057389206,-0.006521318028694603
Li,2.3974349678010685e+18,2.101531698522466,56498.11204312454,0.6221489110835958,31.10744555417979,-0.0031107445554179793,-0.013825531357413243,-0.006912765678706622
Li,2.541343036702629e+18,2.101531698522466,59889.45917449945,0.6594939275556664,32.97469637778332,-0.003297469637778332,-0.014655420612348142,-0.007327710306174071
Li,2.693889309590164e+18,2.101531698522466,63484.3747960339,0.6990806103401798,34.95403051700899,-0.003495403051700899,-0.015535124674226219,-0.0077675623371131096
Li,2.8555923019901005e+18,2.101531698522466,67295.0782791401,0.7410435173602826,37.05217586801413,-0.0037052175868014132,-0.016467633719117393,-0.008233816859558696
Li,3.0270016537634555e+18,2.101531698522466,71334.52247337108,0.7855252834926713,39.27626417463356,-0.0039276264174633565,-0.01745611741094825,-0.008728058705474126
Li,3.208699997370444e+18,2.101531698522466,75616.43773406881,0.8326771053935857,41.63385526967929,-0.004163385526967929,-0.01850393567541302,-0.00925196783770651
Li,3.401304938279246e+18,2.101531698522466,80155.37859280905,0.8826592554268936,44.13296277134468,-0.004413296277134468,-0.019614650120597637,-0.009807325060298818
Li,3.6054711542504986e+18,2.101531698522466,84966.77322927944,0.9356416264411439,46.782081322057195,-0.00467820813220572,-0.020792036143136537,-0.010396018071568269
Li,3.821892620633115e+18,2.101531698522466,90066.97591274884,0.9918043092473257,49.59021546236628,-0.004959021546236628,-0.022040095761051683,-0.011020047880525841
Li,4.051304969235378e+18,2.101531698522466,95473.32259138064,1.0513382047602202,52.56691023801101,-0.005256691023801102,-0.023363071216893787,-0.011681535608446893
Li,4.294487988789272e+18,2.101531698522466,101204.18981834153,1.1144456728840562,55.722283644202804,-0.005572228364420281,-0.02476545939742347,-0.012382729698711735
Li,4.5522682755073096e+18,2.101531698522466,107279.05721500034,1.1813412203480789,59.067061017403944,-0.005906706101740395,-0.026252027118846204,-0.013126013559423102
Li,4.825522042741279e+18,2.101531698522466,113718.57368353283,1.2522522298300305,62.612611491501525,-0.006261261149150153,-0.027827827329556236,-0.013913913664778118
Li,5.115178099293145e+18,2.101531698522466,120544.62759399488,1.327419732845889,66.37098664229445,-0.006637098664229446,-0.029498216285464205,-0.014749108142732103
Li,5.422221006501592e+18,2.101531698522466,127780.42118443397,1.407099229032969,70.35496145164845,-0.007035496145164845,-0.0312688717562882,-0.0156344358781441
Li,5.747694424835359e+18,2.101531698522466,135450.5494269306,1.4915615546111831,74.57807773055916,-0.0074578077730559165,-0.033145812324692964,-0.016572906162346482
Li,6.092704661368687e+18,2.101531698522466,143581.08362764068,1.5810938029744324,79.05469014872162,-0.007905469014872163,-0.035135417843876283,-0.017567708921938142
Li,6.458424430196991e+18,2.101531698522466,152199.66004500174,1.6760003005412738,83.8000150270637,-0.00838000150270637,-0.03724445112313942,-0.01862222556156971
Li,6.846096838574672e+18,2.101531698522466,161335.57382732196,1.7766036411818544,88.83018205909272,-0.008883018205909272,-0.039480080915152316,-0.019740040457576158
Li,7.257039612324231e+18,2.101531698522466,171019.8785890524,1.883245782737193,94.16228913685964,-0.009416228913685964,-0.04184990628304873,-0.020924953141524365
