material,electron_density,electron_temperature_ev,heat_flux,surface_delta_t,surface_temperature_gradient,marangoni_shear,surface_velocity,mean_velocity
Li,3.303599120128346e+19,2.828600681137559,1215704.394790594,13.387158226476574,669.3579113238287,-0.06693579113238288,-0.2974924050328128,-0.1487462025164064
Li,3.50190046143172e+19,2.828600681137559,1288678.0829861567,14.19073376213287,709.5366881066435,-0.07095366881066435,-0.3153496391585083,-0.15767481957925414
Li,3.712105009066372e+19,2.828600681137559,1366032.078756227,15.042544601397381,752.127230069869,-0.0752127230069869,-0.3342787689199418,-0.1671393844599709
Li,3.934927263095861e+19,2.828600681137559,1448029.3137809993,15.945486109311641,797.2743054655821,-0.07972743054655822,-0.35434413576248097,-0.17717206788124049
Li,4.171124612056533e+19,2.828600681137559,1534948.5024379515,16.90262744766143,845.1313723830715,-0.08451313723830715,-0.37561394328136516,-0.18780697164068258
Li,4.421499907374468e+19,2.828600681137559,1627085.089171629,17.917222007273665,895.8611003636832,-0.08958611003636834,-0.398160489050526,-0.199080244525263
Li,4.6869041923142115e+19,2.828600681137559,1724752.2527301924,18.99271846652178,949.6359233260889,-0.0949635923326089,-0.4220604103671507,-0.21103020518357535
Li,4.9682395947343675e+19,2.828600681137559,1828281.9706818897,20.132772513624733,1006.6386256812366,-0.10066386256812367,-0.4473949447472163,-0.22369747237360815
Li,5.266462393484259e+19,2.828600681137559,1938026.1478303904,21.341259272590936,1067.0629636295469,-0.10670629636295469,-0.4742502060575764,-0.2371251030287882
Li,5.582586268862678e+19,2.828600681137559,2054357.8123638416,22.62228647503595,1131.1143237517974,-0.11311143237517975,-0.5027174772230211,-0.25135873861151053
Li,5.917685748188806e+19,2.828600681137559,2177672.3838040316,23.980208422652446,1199.0104211326222,-0.11990104211326223,-0.5328935205033877,-0.26644676025169384
Li,6.272899858196231e+19,2.828600681137559,2308389.017065176,25.419640787788108,1270.9820393894054,-0.12709820393894056,-0.5648809063952914,-0.2824404531976457
Li,6.649435996665032e+19,2.828600681137559,2446952.0271909973,26.945476302441133,1347.2738151220567,-0.13472738151220567,-0.5987883622764697,-0.29939418113823485
Li,7.048574036451889e+19,2.828600681137559,2593832.399612859,28.5629013890009,1428.145069450045,-0.1428145069450045,-0.6347311419777978,-0.3173655709888989
Li,7.471670675868067e+19,2.828600681137559,2749529.391062414,30.277413789262965,1513.8706894631482,-0.15138706894631482,-0.672831417539177,-0.3364157087695885
Li,7.920164050192541e+19,2.828600681137559,2914572.226580406,32.09484125164069,1604.7420625820344,-0.16047420625820344,-0.7132186944809041,-0.35660934724045207
Li,8.395578619995103e+19,2.828600681137559,3089521.89838986,34.02136134009256,1701.0680670046281,-0.17010680670046283,-0.7560302520020571,-0.37801512600102855
Li,8.899530352885224e+19,2.828600681137559,3274973.0727481614,36.06352243209726,1803.1761216048628,-0.18031761216048628,-0.8014116096021612,-0.4007058048010806
Li,9.433732216299774e+19,2.828600681137559,3471556.111259554,38.22826597704995,1911.4132988524975,-0.19114132988524976,-0.8495170217122212,-0.4247585108561106
Li,1e+20,2.828600681137559,3679939.2135186293,40.522950090737645,2026.1475045368823,-0.20261475045368824,-0.9005100020163922,-0.4502550010081961
Li,1e+18,2.9721969969364097,39636.88978272856,0.4364756082157625,21.823780410788125,-0.0021823780410788127,-0.009699457960350278,-0.004849728980175139
Li,1.0600258488068824e+18,2.9721969969364097,42016.12773600168,0.46267542708241377,23.13377135412069,-0.002313377135412069,-0.010281676157386973,-0.005140838078693487
Li,1.1236548001387516e+18,2.9721969969364097,44538.18146693358,0.4904479123151226,24.52239561575613,-0.002452239561575613,-0.010898842495891613,-0.0054494212479458065
Li,1.191103133283008e+18,2.9721969969364097,47211.623613801225,0.5198874645474012,25.99437322737006,-0.002599437322737006,-0.011553054767720027,-0.005776527383860013
Li,1.2626001098748577e+18,2.9721969969364097,50045.5413947707,0.551094150890917,27.55470754454585,-0.002755470754454585,-0.012246536686464823,-0.0061232683432324115
Li,1.3383887531737592e+18,2.9721969969364097,53049.567495991796,0.5841740450706525,29.208702253532625,-0.0029208702253532624,-0.0129816454460145,-0.00649082272300725
Li,1.418726674116599e+18,2.9721969969364097,56233.91281377669,0.6192395879769683,30.961979398848417,-0.003096197939884842,-0.01376087973282152,-0.00688043986641076
Li,1.5038869469554132e+18,2.9721969969364097,59609.40116215586,0.65640996986011,32.8204984930055,-0.0032820498493005505,-0.014586888219113558,-0.007293444109556779
Li,1.5941590374560028e+18,2.9721969969364097,63187.506063784225,0.6958115354662633,34.79057677331316,-0.0034790576773313163,-0.015462478565916963,-0.007731239282958481
Li,1.689849786812462e+18,2.9721969969364097,66980.38974925289,0.7375782134922457,36.878910674612285,-0.003687891067461229,-0.01639062696649435,-0.008195313483247176
Li,1.7912844546220096e+18,2.9721969969364097,71000.94449736763,0.781851971818582,39.0925985909291,-0.0039092598590929105,-0.017374488262635157,-0.008687244131317579
Li,1.898807824465269e+18,2.9721969969364097,75262.83645691245,0.8287833000683268,41.43916500341634,-0.0041439165003416345,-0.018417406668185046,-0.009208703334092523
Li,2.0127853758499466e+18,2.9721969969364097,79780.55209885222,0.8785317211318976,43.92658605659488,-0.004392658605659488,-0.01952292713626439,-0.009761463568132196
Li,2.133604526501402e+18,2.9721969969364097,84569.44745686682,0.9312663333966033,46.563316669830165,-0.004656331666983017,-0.020694807408813413,-0.010347403704406706
Li,2.2616759492228552e+18,2.9721969969364097,89645.8003235943,0.9871663855240075,49.358319276200376,-0.004935831927620038,-0.021937030789422392,-0.010968515394711196
Li,2.3974349678010685e+18,2.9721969969364097,95026.86557999034,1.0464218857287082,52.32109428643541,-0.005232109428643541,-0.023253819682860184,-0.011626909841430092
Li,2.541343036702629e+18,2.9721969969364097,100730.93384588679,1.1092342476296724,55.461712381483615,-0.005546171238148362,-0.024649649947326057,-0.012324824973663029
Li,2.693889309590164e+18,2.9721969969364097,106777.39365109605,1.175816974869307,58.790848743465354,-0.005879084874346536,-0.026129266108206827,-0.013064633054103414
Li,2.8555923019901005e+18,2.9721969969364097,113186.79733838972,1.2463963868273782,62.319819341368905,-0.006231981934136891,-0.027697697485052852,-0.013848848742526426
Li,3.0270016537634555e+18,2.9721969969364097,119980.93092235914,1.3212123878965227,66.06061939482613,-0.006606061939482614,-0.029360275286589396,-0.014680137643294698
Li,3.208699997370444e+18,2.9721969969364097,127182.88814161367,1.4005192829341795,70.02596414670897,-0.007002596414670897,-0.031122650731870656,-0.015561325365935328
Li,3.401304938279246e+18,2.9721969969364097,134817.14895602482,1.48458664166271,74.2293320831355,-0.007422933208313551,-0.03299081425917134,-0.01649540712958567
Li,3.6054711542504986e+18,2.9721969969364097,142909.6627558341,1.5737002149558734,78.68501074779367,-0.007868501074779367,-0.0349711158879083,-0.01748555794395415
Li,3.821892620633115e+18,2.9721969969364097,151487.93656545837,1.668162906126173,83.40814530630864,-0.008340814530630864,-0.03707028680280384,-0.01853514340140192
Li,4.051304969235378e+18,2.9721969969364097,160581.1285418032,1.7682958005145522,88.41479002572761,-0.008841479002572762,-0.03929546223365673,-0.019647731116828365
Li,4.294487988789272e+18,2.9721969969364097,170220.147084892,1.8744392568820836,93.72196284410418,-0.009372196284410418,-0.04165420570849075,-0.020827102854245376
Li,4.5522682755073096e+18,2.9721969969364097,180437.75589769502,1.986954064313373,99.34770321566864,-0.009934770321566864,-0.0441545347625194,-0.0220772673812597
Li,4.825522042741279e+18,2.9721969969364097,191268.68535226324,2.106222668564068,105.31113342820339,-0.01053111334282034,-0.046804948190312626,-0.023402474095156313
Li,5.115178099293145e+18,2.9721969969364097,202749.75054070933,2.232650472020923,111.63252360104615,-0.011163252360104615,-0.04961445493379829,-0.024807227466899145
Li,5.422221006501592e+18,2.9721969969364097,214919.9764122991,2.366667211693066,118.33336058465329,-0.01183333605846533,-0.052592604704290356,-0.026296302352145178
Li,5.747694424835359e+18,2.9721969969364097,227820.73042200253,2.50872841991836,125.436420995918,-0.0125436420995918,-0.05574952044263023,-0.027874760221315114
Li,6.092704661368687e+18,2.9721969969364097,241495.86314138712,2.659316972749908,132.9658486374954,-0.013296584863749543,-0.059095932727775746,-0.029547966363887873
Li,6.458424430196991e+18,2.9721969969364097,255991.8573097996,2.8189447312857703,140.94723656428852,-0.014094723656428852,-0.0626432162507949,-0.03132160812539745
Li,6.846096838574672e+18,2.9721969969364097,271357.98583247064,2.9881542815208877,149.40771407604439,-0.01494077140760444,-0.06640342847824196,-0.03320171423912098
Li,7.257039612324231e+18,2.9721969969364097,287646.4792625907,3.1675207786350996,158.37603893175498,-0.015837603893175498,-0.07038935063633554,-0.03519467531816777
Li,7.692649574879161e+18,2.9721969969364097,304912.70333663904,3.357653901986109,167.88269509930544,-0.016788269509930544,-0.07461453115524685,-0.03730726557762343
Li,8.154407395185187e+18,2.9721969969364097,323215.34716642194,3.559199927452566,177.9599963726283,-0.01779599963726283,-0.07909333172116814,-0.03954666586058407
Li,8.643882620598297e+18,2.9721969969364097,342616.6227274976,3.7728439241713003,188.64219620856503,-0.018864219620856503,-0.08384097609269557,-0.041920488046347786
Li,9.162739011886769e+18,2.9721969969364097,363182.476322063,3.9993120831355715,199.96560415677857,-0.019996560415677857,-0.08887360184745714,-0.04443680092372857
Li,9.712740198471207e+18,2.9721969969364097,384982.81273508025,4.239374185569404,211.9687092784702,-0.02119687092784702,-0.09420831523487565,-0.047104157617437824
Li,1.0295755673125085e+19,2.9721969969364097,408091.73284556123,4.493846219468157,224.69231097340784,-0.022469231097340784,-0.09986324932151461,-0.049931624660757304
Li,1.0913767146512693e+19,2.9721969969364097,432587.78550068755,4.763593153199333,238.17965765996667,-0.02381796576599667,-0.10585762562665187,-0.05292881281332593
Li,1.1568875283162786e+19,2.9721969969364097,458554.23450885597,5.049531875590778,252.4765937795389,-0.02524765937795389,-0.11221181945757285,-0.05610590972878642
Li,1.2263306841775593e+19,2.9721969969364097,486079.34165924025,5.352634312500523,267.6317156250262,-0.02676317156250262,-0.1189474291666783,-0.05947371458333915
Li,1.2999422244132422e+19,2.9721969969364097,515256.6667298268,5.673930730461211,283.69653652306056,-0.028369653652306058,-0.1260873495658047,-0.06304367478290235
Li,1.377972359833554e+19,2.9721969969364097,546185.3855036895,6.014513238628599,300.72566193142995,-0.030072566193142997,-0.1336558497473022,-0.0668279248736511
Li,1.460686320364986e+19,2.9721969969364097,578970.6268744629,6.3755395009375135,318.7769750468757,-0.03187769750468757,-0.14167865557638923,-0.07083932778819461
Li,1.548365256585496e+19,2.9721969969364097,613723.8301868553,6.758236671083094,337.9118335541547,-0.03379118335541548,-0.1501830371351799,-0.07509151856758994
Li,1.6413071953751267e+19,2.9721969969364097,650563.1240268322,7.163905563702656,358.1952781851328,-0.03581952781851328,-0.1591979014156146,-0.0795989507078073
Li,1.7398280529303622e+19,2.9721969969364097,689613.727749,7.593925075936256,379.6962537968128,-0.037969625379681286,-0.16875389057636128,-0.08437694528818064
Li,1.8442627085855328e+19,2.9721969969364097,731008.3771060121,8.049756874395198,402.4878437197599,-0.040248784371975994,-0.17888348609767107,-0.08944174304883554
Li,1.9549661430912594e+19,2.9721969969364097,774887.7754267419,8.532950363469807,426.6475181734903,-0.042664751817349036,-0.18962111918821795,-0.09481055959410897
Li,2.0723146452190294e+19,2.9721969969364097,821401.071876809,9.045147951864077,452.25739759320385,-0.045225739759320385,-0.2010032878192017,-0.10050164390960085
Li,2.1967070907932353e+19,2.9721969969364097,870706.3684270976,9.588090635258554,479.4045317629277,-0.04794045317629277,-0.21306868078352345,-0.10653434039176173
Li,2.3285662984981967e+19,2.9721969969364097,922971.2572534923,10.16362391407727,508.1811957038635,-0.05081811957038636,-0.22585830920171718,-0.11292915460085859
Li,2.468340467068651e+19,2.9721969969364097,978373.3903944887,10.773704066473687,538.6852033236844,-0.05386852033236844,-0.23941564592163753,-0.11970782296081876
Li,2.6165046987488236e+19,2.9721969969364097,1037101.0836029851,11.420404797857932,571.0202398928966,-0.057102023989289666,-0.25378677328573185,-0.12689338664286592
Li,2.773562614198418e+19,2.9721969969364097,1099353.9564447918,12.105924289567545,605.2962144783772,-0.060529621447837724,-0.2690205397681677,-0.13451026988408385
Li,2.9400480643347137e+19,2.9721969969364097,1165343.6108195947,12.83259267064069,641.6296335320345,-0.06416296335320346,-0.2851687260142376,-0.1425843630071188
Li,3.1165269449294365e+19,2.9721969969364097,1235294.3502107183,13.60287993808888,680.143996904444,-0.0680143996904444,-0.30228622084641954,-0.15114311042320977
Li,3.303599120128346e+19,2.9721969969364097,1309443.9421084628,14.419404352590773,720.9702176295386,-0.07209702176295386,-0.3204312078353505,-0.16021560391767525
Li,3.50190046143172e+19,2.9721969969364097,1388044.4261985535,15.28494133814469,764.2470669072345,-0.07642470669072346,-0.33966536306988204,-0.16983268153494102
Li,3.712105009066372e+19,2.9721969969364097,1471362.9710627839,16.20243291593023,810.1216457965115,-0.08101216457965116,-0.36005406479844965,-0.18002703239922482
Li,3.934927263095861e+19,2.9721969969364097,1559682.7823038436,17.174997704445513,858.7498852222757,-0.08587498852222757,-0.3816666156543448,-0.1908333078271724
Li,4.171124612056533e+19,2.9721969969364097,1653304.0651811124,18.205941519911118,910.2970759955559,-0.0910297075995556,-0.40457647822024717,-0.20228823911012359
Li,4.421499907374468e+19,2.9721969969364097,1752545.0450294632,19.298768612972083,964.9384306486041,-0.09649384306486042,-0.428861524732713,-0.2144307623663565
Li,4.6869041923142115e+19,2.9721969969364097,1857743.0489296678,20.45719357989352,1022.859678994676,-0.1022859678994676,-0.4546043017754116,-0.2273021508877058
Li,4.9682395947343675e+19,2.9721969969364097,1969255.6523067413,21.685153988733163,1084.2576994366582,-0.10842576994366582,-0.481892310860737,-0.2409461554303685
Li,5.266462393484259e+19,2.9721969969364097,2087461.8943542042,22.98682376341482,1149.341188170741,-0.11493411881707409,-0.5108183058536626,-0.2554091529268313
Li,5.582586268862678e+19,2.9721969969364097,2212763.5664148377,24.366627371188006,1218.3313685594003,-0.12183313685594004,-0.5414806082486224,-0.2707403041243112
Li,5.917685748188806e+19,2.9721969969364097,2345586.577697833,25.829254861704584,1291.4627430852292,-0.12914627430852293,-0.573983441371213,-0.2869917206856065
Li,6.272899858196231e+19,2.9721969969364097,2486382.402974176,27.3796778088277,1368.983890441385,-0.1368983890441385,-0.6084372846406155,-0.30421864232030776
Li,6.649435996665032e+19,2.9721969969364097,2635629.6171711967,29.023166209361545,1451.1583104680772,-0.14511583104680773,-0.6449592490969233,-0.32247962454846163
Li,7.048574036451889e+19,2.9721969969364097,2793835.522082457,30.7653063961417,1538.265319807085,-0.1538265319807085,-0.6836734754698156,-0.3418367377349078
Li,7.471670675868067e+19,2.9721969969364097,2961537.8707222757,32.61202002637392,1630.601001318696,-0.1630601001318696,-0.7247115561416427,-0.36235577807082137
Li,7.920164050192541e+19,2.9721969969364097,3139306.695186108,34.56958420976406,1728.4792104882029,-0.1728479210488203,-0.7682129824392014,-0.3841064912196007
Li,8.395578619995103e+19,2.9721969969364097,3327746.244229782,36.64465284485614,1832.2326422428068,-0.1832232642242807,-0.814325618774581,-0.4071628093872905
Li,8.899530352885224e+19,2.9721969969364097,3527497.03715359,38.84427923610217,1942.2139618051083,-0.19422139618051085,-0.8632062052467149,-0.43160310262335744
Li,9.433732216299774e+19,2.9721969969364097,3739238.0409724973,41.17594006854077,2058.7970034270384,-0.20587970034270384,-0.9150208904120171,-0.45751044520600853
Li,1e+20,2.9721969969364097,3963688.9782728557,43.64756082157624,2182.378041078812,-0.21823780410788124,-0.9699457960350278,-0.4849728980175139
Li,1e+18,3.123083101657573,42693.178894820856,0.47013101499454996,23.5065507497275,-0.00235065507497275,-0.010447355888767778,-0.005223677944383889
Li,1.0600258488068824e+18,3.123083101657573,45255.87319624655,0.498351028220039,24.917551411001952,-0.0024917551411001953,-0.011074467293778647,-0.005537233646889323
Li,1.1236548001387516e+18,3.123083101657573,47972.39539834789,0.5282649716927295,26.413248584636474,-0.0026413248584636474,-0.011739221593171766,-0.005869610796585883
Li,1.191103133283008e+18,3.123083101657573,50851.9791514331,0.5599745250135293,27.998726250676462,-0.002799872625067646,-0.012443878333633984,-0.006221939166816992
Li,1.2626001098748577e+18,3.123083101657573,53904.41236350777,0.5935874711876972,29.679373559384857,-0.0029679373559384856,-0.013190832693059937,-0.0065954163465299686
Li,1.3383887531737592e+18,3.123083101657573,57140.07047006354,0.6292180629868698,31.460903149343487,-0.003146090314934349,-0.01398262362193044,-0.00699131181096522
Li,1.418726674116599e+18,3.123083101657573,60569.95170091417,0.6669874113022789,33.349370565113944,-0.0033349370565113946,-0.014821942473383977,-0.007410971236691989
Li,1.5038869469554132e+18,3.123083101657573,64205.71446395342,0.7070238968092035,35.351194840460174,-0.0035351194840460174,-0.015711642151315635,-0.007855821075657817
Li,1.5941590374560028e+18,3.123083101657573,68059.71697290456,0.7494636063419255,37.47318031709628,-0.003747318031709628,-0.016654746807598347,-0.008327373403799174
Li,1.689849786812462e+18,3.123083101657573,72145.05925375932,0.7944507954624666,39.72253977312333,-0.003972253977312333,-0.017654462121388145,-0.008827231060694073
Li,1.7912844546220096e+18,3.123083101657573,76475.62767268906,0.8421383787954043,42.10691893977022,-0.004210691893977022,-0.01871418619545343,-0.009357093097726714
Li,1.898807824465269e+18,3.123083101657573,81066.14213678133,0.8926884497954504,44.63442248977252,-0.004463442248977252,-0.019837521106565566,-0.009918760553282783
Li,2.0127853758499466e+18,3.123083101657573,85932.206128041,0.9462728317145221,47.3136415857261,-0.004731364158572611,-0.021028285149211606,-0.010514142574605803
Li,2.133604526501402e+18,3.123083101657573,91090.35974072391,1.0030736616410705,50.153683082053526,-0.005015368308205353,-0.022290525814246013,-0.011145262907123006
Li,2.2616759492228552e+18,3.123083101657573,96558.13590228512,1.0632840095969032,53.16420047984516,-0.005316420047984516,-0.02362853354659785,-0.011814266773298925
Li,2.3974349678010685e+18,3.123083101657573,102354.11996903009,1.1271085347957426,56.35542673978713,-0.005635542673978713,-0.02504685632879428,-0.01252342816439714
Li,2.541343036702629e+18,3.123083101657573,108498.01289905261,1.1947641812943388,59.73820906471694,-0.005973820906471694,-0.0265503151398742,-0.0132751575699371
Li,2.693889309590164e+18,3.123083101657573,115010.69821717832,1.2664809154005914,63.32404577002957,-0.006332404577002957,-0.028144020342235367,-0.014072010171117684
Li,2.8555923019901005e+18,3.123083101657573,121914.31299953666,1.3425025073452295,67.12512536726148,-0.006712512536726148,-0.029833389052116216,-0.014916694526058108
Li,3.0270016537634555e+18,3.123083101657573,129232.32311904176,1.4230873598739944,71.15436799369972,-0.007115436799369972,-0.031624163552755435,-0.015812081776377718
Li,3.208699997370444e+18,3.123083101657573,136989.60300754756,1.5085093865767767,75.42546932883883,-0.007542546932883884,-0.033522430812817264,-0.016761215406408632
Li,3.401304938279246e+18,3.123083101657573,145212.52020579347,1.5990589429391973,79.95294714695986,-0.007995294714695986,-0.03553464317642661,-0.017767321588213304
Li,3.6054711542504986e+18,3.123083101657573,153929.0249885328,1.6950438132813588,84.75219066406794,-0.008475219066406794,-0.0376676402951413,-0.01883382014757065
Li,3.821892620633115e+18,3.123083101657573,163168.74536948526,1.7967902569384266,89.83951284692132,-0.008983951284692133,-0.039928672376409485,-0.019964336188204743
Li,4.051304969235378e+18,3.123083101657573,172963.08780904268,1.9046441172390922,95.23220586195461,-0.009523220586195461,-0.04232542482753539,-0.021162712413767694
Li,4.294487988789272e+18,3.123083101657573,183345.3439670398,2.0189719970514037,100.94859985257018,-0.01009485998525702,-0.04486604437892009,-0.022433022189460045
Li,4.5522682755073096e+18,3.123083101657573,194350.80386345118,2.140162504891741,107.00812524458705,-0.010700812524458706,-0.04755916677537203,-0.023779583387686015
Li,4.825522042741279e+18,3.123083101657573,206016.87583165476,2.2686275758325314,113.43137879162657,-0.011343137879162657,-0.050413946129611815,-0.025206973064805908
Li,5.115178099293145e+18,3.123083101657573,218383.21367199195,2.4048038716985793,120.24019358492896,-0.012024019358492897,-0.053440086037746214,-0.026720043018873107
Li,5.422221006501592e+18,3.123083101657573,231491.85143782807,2.549154265311364,127.4577132655682,-0.012745771326556821,-0.05664787256247476,-0.02832393628123738
Li,5.747694424835359e+18,3.123083101657573,245387.34631226037,2.7021694138263626,135.10847069131813,-0.013510847069131814,-0.0600482091961414,-0.0300241045980707
Li,6.092704661368687e+18,3.123083101657573,260116.93006112226,2.8643694265112867,143.21847132556434,-0.014321847132556435,-0.06365265392247305,-0.03182632696123652
Li,6.458424430196991e+18,3.123083101657573,275730.6695770816,3.036305632634109,151.81528163170546,-0.015181528163170546,-0.06747345850298021,-0.03373672925149011
Li,6.846096838574672e+18,3.123083101657573,292281.63706053596,3.2185624554700905,160.92812277350453,-0.016092812277350453,-0.07152361012155758,-0.03576180506077879
Li,7.257039612324231e+18,3.123083101657573,309826.0904157598,3.4117593987976473,170.58796993988236,-0.017058796993988237,-0.0758168755288366,-0.0379084377644183
Li,7.692649574879161e+18,3.123083101657573,328423.6644754836,3.6165531526353334,180.82765763176667,-0.01808276576317667,-0.08036784783634075,-0.040183923918170376
Li,8.154407395185187e+18,3.123083101657573,348137.5737038913,3.8336398253774764,191.68199126887382,-0.019168199126887383,-0.08519199611949949,-0.04259599805974974
Li,8.643882620598297e+18,3.123083101657573,369034.827067036,4.063757309915628,203.1878654957814,-0.020318786549578142,-0.09030571799812508,-0.04515285899906254
Li,9.162739011886769e+18,3.123083101657573,391186.4558010359,4.307687791788487,215.38438958942433,-0.021538438958942432,-0.09572639537307748,-0.04786319768653874
Li,9.712740198471207e+18,3.123083101657573,414667.75485224905,4.566260407885635,228.31302039428175,-0.022831302039428177,-0.10147245350856969,-0.050736226754284845
Li,1.0295755673125085e+19,3.123083101657573,439558.5388100959,4.840354064742192,242.01770323710957,-0.02420177032371096,-0.10756342366093759,-0.053781711830468794
Li,1.0913767146512693e+19,3.123083101657573,465943.4132024849,5.130900426004185,256.54502130020927,-0.025654502130020927,-0.11402000946675968,-0.05701000473337984
Li,1.1568875283162786e+19,3.123083101657573,493912.0620759401,5.4388870792186825,271.9443539609341,-0.02719443539609341,-0.12086415731597071,-0.060432078657985354
Li,1.2263306841775593e+19,3.123083101657573,523559.5528380059,5.765360892713568,288.2680446356784,-0.02882680446356784,-0.12811913094919042,-0.06405956547459521
Li,1.2999422244132422e+19,3.123083101657573,554986.659398059,6.111431573976706,305.5715786988353,-0.03055715786988353,-0.13580959053281572,-0.06790479526640786
Li,1.377972359833554e+19,3.123083101657573,588300.2047049238,6.47827544162984,323.913772081492,-0.032391377208149205,-0.14396167648066313,-0.07198083824033157
Li,1.460686320364986e+19,3.123083101657573,623613.4238455994,6.867139423818452,343.3569711909226,-0.03433569711909226,-0.15260309830707675,-0.07630154915353837
Li,1.548365256585496e+19,3.123083101657573,661046.3489392977,7.27934529660836,363.967264830418,-0.036396726483041805,-0.16176322881351912,-0.08088161440675956
Li,1.6413071953751267e+19,3.123083101657573,700726.2171350697,7.716294176795665,385.81470883978324,-0.03858147088397833,-0.1714732039287926,-0.0857366019643963
Li,1.7398280529303622e+19,3.123083101657573,742787.9030998381,8.17947128440143,408.97356422007147,-0.04089735642200715,-0.181766028542254,-0.090883014271127
Li,1.8442627085855328e+19,3.123083101657573,787374.3774668901,8.670450991039145,433.52254955195724,-0.04335225495519573,-0.19267668868975882,-0.09633834434487941
Li,1.9549661430912594e+19,3.123083101657573,834637.1928031307,9.190902171314743,459.54510856573717,-0.04595451085657372,-0.20424227047366098,-0.10212113523683049
Li,2.0723146452190294e+19,3.123083101657573,884736.9987469323,9.74259387544893,487.1296937724465,-0.048712969377244654,-0.21650208612108737,-0.10825104306054369
Li,2.1967070907932353e+19,3.123083101657573,937844.0880675707,10.327401342403489,516.3700671201744,-0.051637006712017444,-0.22949780760896643,-0.11474890380448322
Li,2.3285662984981967e+19,3.123083101657573,994138.9755023434,10.947312373950597,547.3656186975298,-0.05473656186975299,-0.2432736083100133,-0.12163680415500665
Li,2.468340467068651e+19,3.123083101657573,1053813.0113388759,11.604434091351065,580.2217045675533,-0.05802217045675533,-0.25787631314113485,-0.12893815657056742
Li,2.6165046987488236e+19,3.123083101657573,1117069.0318282286,12.301000097607934,615.0500048803967,-0.061505000488039675,-0.2733555577246208,-0.1366777788623104
Li,2.773562614198418e+19,3.123083101657573,1184122.0486396004,13.039378069640396,651.9689034820198,-0.06519689034820197,-0.2897639571031199,-0.14488197855155996
Li,2.9400480643347137e+19,3.123083101657573,1255199.9797001372,13.822077806184412,691.1038903092206,-0.06911038903092206,-0.30715728458187586,-0.15357864229093793
Li,3.1165269449294365e+19,3.123083101657573,1330544.4239040192,14.651759758775396,732.5879879387699,-0.07325879879387699,-0.32559466130612,-0.16279733065306
Li,3.303599120128346e+19,3.123083101657573,1410411.4823241225,15.531244074810415,776.5622037405208,-0.07765622037405208,-0.3451387572180093,-0.17256937860900465
Li,3.50190046143172e+19,3.123083101657573,1495072.6287176008,16.46352018342777,823.1760091713886,-0.08231760091713887,-0.3658560040761728,-0.1829280020380864
Li,3.712105009066372e+19,3.123083101657573,1584815.6322843123,17.451756956787268,872.5878478393633,-0.08725878478393634,-0.38781682126193934,-0.19390841063096967
Li,3.934927263095861e+19,3.123083101657573,1679945.5358145942,18.499313481289843,924.9656740644921,-0.09249656740644921,-0.41109585513977426,-0.20554792756988713
Li,4.171124612056533e+19,3.123083101657573,1780785.6925511982,19.609750475348868,980.4875237674433,-0.09804875237674433,-0.4357722327855304,-0.2178861163927652
Li,4.421499907374468e+19,3.123083101657573,1887678.8652897198,20.786842392522672,1039.3421196261336,-0.10393421196261336,-0.4619298309449483,-0.23096491547247416
Li,4.6869041923142115e+19,3.123083101657573,2000988.3914535646,22.034590251148916,1101.7295125574458,-0.11017295125574458,-0.4896575611366426,-0.2448287805683213
Li,4.9682395947343675e+19,3.123083101657573,2121099.4181032656,23.357235234085792,1167.8617617042896,-0.11678617617042897,-0.5190496718685732,-0.2595248359342866
Li,5.266462393484259e+19,3.123083101657573,2248420.2110786987,24.759273104793817,1237.9636552396908,-0.12379636552396908,-0.5502060689954181,-0.27510303449770906
Li,5.582586268862678e+19,3.123083101657573,2383383.542723248,26.245469488750487,1312.2734744375243,-0.13122734744375245,-0.5832326553055666,-0.2916163276527833
Li,5.917685748188806e+19,3.123083101657573,2526448.162907565,27.82087607214787,1391.0438036073933,-0.13910438036073933,-0.6182416904921748,-0.3091208452460874
Li,6.272899858196231e+19,3.123083101657573,2678100.3583526807,29.490847772929627,1474.5423886464812,-0.14745423886464812,-0.6553521727317695,-0.32767608636588474
Li,6.649435996665032e+19,3.123083101657573,2838855.6055528163,31.261060942534286,1563.0530471267143,-0.15630530471267143,-0.6946902431674287,-0.34734512158371433
Li,7.048574036451889e+19,3.123083101657573,3009260.3229163,33.13753266021358,1656.876633010679,-0.1656876633010679,-0.736389614671413,-0.3681948073357065
Li,7.471670675868067e+19,3.123083101657573,3189893.7280802247,35.1266411855087,1756.332059275435,-0.17563320592754353,-0.780592026344638,-0.390296013172319
Li,7.920164050192541e+19,3.123083101657573,3381369.806711991,37.23514763840365,1861.7573819201825,-0.18617573819201827,-0.827447725297859,-0.4137238626489295
Li,8.395578619995103e+19,3.123083101657573,3584339.399489841,39.47021898084841,1973.5109490424204,-0.19735109490424205,-0.8771159773521869,-0.43855798867609347
Li,8.899530352885224e+19,3.123083101657573,3799492.4143561698,41.83945237776736,2091.972618888368,-0.2091972618888368,-0.9297656083948302,-0.4648828041974151
Li,9.433732216299774e+19,3.123083101657573,4027560.1715632104,44.35090102035798,2217.545051017899,-0.2217545051017899,-0.9855755782301774,-0.4927877891150887
Li,1e+20,3.123083101657573,4269317.889482086,47.013101499455,2350.65507497275,-0.235065507497275,-1.0447355888767778,-0.5223677944383889
