e_phi,total_toroidal_current,absolute_toroidal_current,max_delta_b,max_feedback,rms_feedback,classification,max_abs_j_phi,max_abs_j_poloidal,max_abs_force,max_joule_heating,integrated_joule_power,integrated_mechanical_power,integrated_electric_power,integrated_power_balance_residual,max_abs_power_balance_residual,net_axisymmetric_torque,max_abs_axisym_divJ,max_wall_normal_current,max_abs_boundary_current,net_boundary_current
0.0,-5.735533364260931,306.1823613645069,0.00011192098066318911,2.238419613263782e-05,1.4089443982271044e-05,weak-feedback,661.4399999999969,200.24671052631578,1030.0984987892348,0.5159231999999951,1.6022119224981133,-1.6022119224981137,-3.2612801348363973e-16,3.9876349039935094e-18,5.551115123125783e-16,9.3112040432664,1.858211362559814e-10,0.0,0.0,0.0
0.002,1594.2644666357392,1594.2644666357392,0.0008408821344971147,0.00016817642689942293,0.00010748473866780649,weak-feedback,2268.479999999998,200.24671052631578,1302.6032216545727,6.3063743999999895,30.98139203262093,-1.1451156531009081,29.83627637952002,-5.0907893135973463e-17,2.6645352591003757e-15,9.3112040432664,1.858211362559814e-10,0.0,0.0,0.0
0.005,3994.264466635739,3994.264466635739,0.0020803595864552255,0.0004160719172910451,0.0002718757020872207,weak-feedback,4716.479999999999,200.24671052631578,1726.8223524693774,27.261254399999984,188.65030963124477,-0.45947124900509984,188.19083838223966,5.945725830199286e-17,1.4210854715202004e-14,9.3112040432664,1.858211362559814e-10,0.0,0.0,0.0
0.01,7994.264466635739,7994.264466635739,0.004147035995903513,0.0008294071991807025,0.0005465712156054617,weak-feedback,8796.479999999998,200.24671052631578,2450.8384755063134,94.82605439999996,754.3655654514566,0.6832694244879107,755.0488348759446,1.0304471493804408e-15,4.263256414560601e-14,9.3112040432664,1.858211362559814e-10,0.0,0.0,0.0
0.02,15994.26446663574,15994.26446663574,0.008280724070977075,0.0016561448141954149,0.0010962230250192817,two-way-candidate,16956.479999999996,200.24671052631578,3917.4166377649317,352.3556543999998,3021.7975514262766,2.9687507714739354,3024.7663021977505,-2.6594997297315723e-15,1.7053025658242404e-13,9.3112040432664,1.858211362559814e-10,0.0,0.0,0.0
0.05,39994.26446663574,39994.26446663574,0.02068205806813209,0.004136411613626418,0.002745385013889339,two-way-candidate,41738.560000000005,200.24671052631578,8710.23913538529,2104.1444543999996,18912.105304025907,9.825194812432017,18921.930498838337,2.1364938484551903e-13,9.094947017729282e-13,9.3112040432664,1.858211362559814e-10,0.0,0.0,0.0
