material,electron_density,electron_temperature_ev,ion_current_density,net_current_density,ohmic_heat_flux,plasma_heat_flux,retained_heat_flux,delta_b,feedback,classification,semi_infinite_delta_t
Li,2.0127853758499466e+18,2.828600681137559,3740.833955905139,74.81667911810278,3.498459671413223e-05,74069.2783298705,74069.2783648551,9.401741179336664e-07,1.8803482358673326e-07,weak-feedback,0.815640013674585
Li,2.133604526501402e+18,2.828600681137559,3965.380689353921,79.30761378707842,3.931061002875245e-05,78515.34963213357,78515.34967144419,9.966088673888887e-07,1.9932177347777774e-07,weak-feedback,0.8645994978407652
Li,2.2616759492228552e+18,2.828600681137559,4203.40603107481,84.0681206214962,4.417155565519023e-05,83228.30013817151,83228.30018234307,1.0564311605823723e-06,2.1128623211647447e-07,weak-feedback,0.9164978166042048
Li,2.3974349678010685e+18,2.828600681137559,4455.719045970044,89.11438091940089,4.9633580541550505e-05,88224.14949871924,88224.14954835283,1.119844337702369e-06,2.239688675404738e-07,weak-feedback,0.9715113760064769
Li,2.541343036702629e+18,2.828600681137559,4723.177363749389,94.46354727498777,5.577101102358656e-05,93519.87895764517,93519.87901341618,1.187063944604535e-06,2.37412788920907e-07,weak-feedback,1.029827171011585
Li,2.693889309590164e+18,2.828600681137559,5006.690094073899,100.13380188147798,6.266736424524427e-05,99133.48907239469,99133.48913506205,1.2583184654674682e-06,2.5166369309349366e-07,weak-feedback,1.0916434211150225
Li,2.8555923019901005e+18,2.828600681137559,5307.220916683696,106.14441833367391,7.041648464621232e-05,105084.06089915303,105084.06096956952,1.3338500994265268e-06,2.6677001988530535e-07,weak-feedback,1.1571702441058107
Li,3.0270016537634555e+18,2.828600681137559,5625.791357013275,112.5158271402655,7.912382098161316e-05,111391.82085069879,111391.82092982261,1.4139155838257487e-06,2.8278311676514977e-07,weak-feedback,1.2266303702716679
Li,3.208699997370444e+18,2.828600681137559,5963.48425842842,119.2696851685684,8.890786125130891e-05,118078.20944740617,118078.20953631404,1.498787066886168e-06,2.997574133772336e-07,weak-feedback,1.3002598994749652
Li,3.401304938279246e+18,2.828600681137559,6321.447462887067,126.42894925774134,9.990174506510334e-05,125165.95419508356,125165.9542949853,1.5887530327567878e-06,3.1775060655135754e-07,weak-feedback,1.3783091036727968
Li,3.6054711542504986e+18,2.828600681137559,6700.897712534977,134.01795425069955,0.00011225507538464124,132679.14683736683,132679.1469496219,1.6841192820925228e-06,3.3682385641850456e-07,weak-feedback,1.461043277609008
Li,3.821892620633115e+18,2.828600681137559,7103.1247854979865,142.06249570995973,0.00012613595429588955,140643.32524525278,140643.32537138872,1.7852099714921642e-06,3.5704199429843285e-07,weak-feedback,1.5487436405697326
Li,4.051304969235378e+18,2.828600681137559,7529.495879928707,150.58991759857415,0.00014173327051465845,149085.5602221215,149085.56036385478,1.8923687153294916e-06,3.784737430658983e-07,weak-feedback,1.641708292267572
Li,4.294487988789272e+18,2.828600681137559,7981.460261209351,159.62920522418702,0.0001592592697531601,158034.5475193039,158034.54767856316,2.0059597537227334e-06,4.0119195074454666e-07,weak-feedback,1.7402532261035386
Li,4.5522682755073096e+18,2.828600681137559,8460.554188106844,169.2110837621369,0.00017895244292473066,167520.70537496172,167520.70555391416,2.1263691906123857e-06,4.2527383812247715e-07,weak-feedback,1.8447134032509078
Li,4.825522042741279e+18,2.828600681137559,8968.406134624582,179.36812269249162,0.00020108077148892956,177576.27790782147,177576.27810890225,2.2540063061556975e-06,4.508012612311395e-07,weak-feedback,1.9554438912118635
Li,5.115178099293145e+18,2.828600681137559,9506.742325300273,190.13484650600546,0.0002259453740991391,188235.44471720528,188235.44494315065,2.389304947898759e-06,4.778609895797519e-07,weak-feedback,2.07282107071698
Li,5.422221006501592e+18,2.828600681137559,10077.392602764738,201.54785205529475,0.00025388460417564366,199534.43706189655,199534.43731578116,2.532725005454866e-06,5.065450010909732e-07,weak-feedback,2.197243915069872
Li,5.747694424835359e+18,2.828600681137559,10682.29664750589,213.64593295011778,0.00028527865416328894,211511.66101274037,211511.66129801903,2.68475397370171e-06,5.36950794740342e-07,weak-feedback,2.3291353462855886
Li,6.092704661368687e+18,2.828600681137559,11323.510570979344,226.4702114195869,0.0003205547291277024,224207.82799758366,224207.8283181384,2.8459086098108057e-06,5.691817219621611e-07,weak-feedback,2.46894367263238
Li,6.458424430196991e+18,2.828600681137559,12003.213904476086,240.06427808952174,0.0003601928600915202,237666.09318228613,237666.09354247898,3.0167366897415145e-06,6.033473379483029e-07,weak-feedback,2.6171441124631243
Li,6.846096838574672e+18,2.828600681137559,12723.717007502837,254.47434015005675,0.00040473243621754243,251932.20215816848,251932.20256290093,3.197818870170114e-06,6.395637740340228e-07,weak-feedback,2.7742404095160356
Li,7.257039612324231e+18,2.828600681137559,13487.468920856762,269.74937841713523,0.00045477954472769263,267054.64643449965,267054.6468892792,3.3897706621827404e-06,6.77954132436548e-07,weak-feedback,2.940766545175174
Li,7.692649574879161e+18,2.828600681137559,14297.065691087633,285.94131382175266,0.0005110152184381878,283084.8282645523,283084.8287755675,3.593244523440927e-06,7.186489046881854e-07,weak-feedback,3.1172885535108477
Li,8.154407395185187e+18,2.828600681137559,15155.259194642927,303.1051838928586,0.0005742047031420225,300077.2353654827,300077.2359396874,3.808932075931152e-06,7.617864151862304e-07,weak-feedback,3.3044064452693704
Li,8.643882620598297e+18,2.828600681137559,16064.966491689678,321.2993298337936,0.0006452078709477805,318089.6261259184,318089.6267711263,4.037566456836679e-06,8.075132913673359e-07,weak-feedback,3.502756247351927
Li,9.162739011886769e+18,2.828600681137559,17029.279741407478,340.58559482814957,0.0007249909212777778,337183.2259307906,337183.2266557815,4.2799248105224985e-06,8.559849621044997e-07,weak-feedback,3.7130121647149164
Li,9.712740198471207e+18,2.828600681137559,18051.476712455304,361.02953424910606,0.0008146395287507903,357422.935270729,357422.93608536856,4.536830930103745e-06,9.073661860207491e-07,weak-feedback,3.9358888720401897
Li,1.0295755673125085e+19,2.828600681137559,19135.03192433795,382.700638486759,0.0009153736168635811,378877.5503433989,378877.5512587725,4.809158057576501e-06,9.618316115153002e-07,weak-feedback,4.172143942964727
Li,1.0913767146512693e+19,2.828600681137559,20283.628457543127,405.67256915086256,0.0010285639585091335,401619.99689663376,401619.9979251977,5.097831852028989e-06,1.019566370405798e-06,weak-feedback,4.422580425127055
Li,1.1568875283162786e+19,2.828600681137559,21501.17047259059,430.02340945181186,0.0011557508292285039,425727.5781081717,425727.5792639225,5.403833536021791e-06,1.0807667072043583e-06,weak-feedback,4.688049569782697
Li,1.2263306841775593e+19,2.828600681137559,22791.796480549317,455.83592961098634,0.0012986649670269506,451282.2373446129,451282.23864327784,5.728203230832595e-06,1.145640646166519e-06,weak-feedback,4.969453725267445
Li,1.2999422244132422e+19,2.828600681137559,24159.893410128007,483.19786820256013,0.0014592511239718666,478370.83669269236,478370.83815194346,6.072043491901648e-06,1.2144086983803296e-06,weak-feedback,5.267749404143087
Li,1.377972359833554e+19,2.828600681137559,25610.111519154747,512.202230383095,0.0016396945300588568,507085.45220962976,507085.4538493243,6.4365230564953515e-06,1.2873046112990702e-06,weak-feedback,5.583950534451183
Li,1.460686320364986e+19,2.828600681137559,27147.380201130927,542.9476040226185,0.0018424506294618885,537523.6868961345,537523.6887385851,6.8228808163265534e-06,1.3645761632653107e-06,weak-feedback,5.919131906126147
Li,1.548365256585496e+19,2.828600681137559,28776.924740586965,575.5384948117393,0.0020702784938135153,569789.0024558799,569789.0045261584,7.23243002863475e-06,1.44648600572695e-06,weak-feedback,6.274432824282226
Li,1.6413071953751267e+19,2.828600681137559,30504.284074192474,610.0856814838495,0.0023262783671975816,603991.0709691211,603991.0732953994,7.666562780039937e-06,1.5333125560079875e-06,weak-feedback,6.651060981792119
Li,1.7398280529303622e+19,2.828600681137559,32335.32961799214,646.7065923598428,0.0026139338537604995,640246.1476758204,640246.1502897543,8.126754718343085e-06,1.625350943668617e-06,weak-feedback,7.050296564320487
Li,1.8442627085855328e+19,2.828600681137559,34276.28522476245,685.525704495249,0.0029371593220231715,678677.4661353981,678677.4690725574,8.614570068356967e-06,1.7229140136713934e-06,weak-feedback,7.473496601765582
Li,1.9549661430912594e+19,2.828600681137559,36333.74833932561,726.6749667865123,0.0033003531709636168,719415.6571062796,719415.6604066328,9.131666948816456e-06,1.8263333897632911e-06,weak-feedback,7.922099580899901
Li,2.0723146452190294e+19,2.828600681137559,38514.71242372929,770.2942484745857,0.0037084576827064175,762599.1925690451,762599.1962775028,9.679803008440917e-06,1.9359606016881832e-06,weak-feedback,8.39763033488853
Li,2.1967070907932353e+19,2.828600681137559,40826.59072851662,816.5318145703324,0.004167026276284498,808374.8564024454,808374.8605694716,1.0260841400305998e-05,2.0521682800611996e-06,weak-feedback,8.901705226305056
Li,2.3285662984981967e+19,2.828600681137559,43277.241490887034,865.5448298177407,0.004682299077651386,856898.2433121437,856898.2479944428,1.0876757114832167e-05,2.1753514229664334e-06,weak-feedback,9.436037641262399
Li,2.468340467068651e+19,2.828600681137559,45874.99464539795,917.4998929079591,0.005261287834288228,908334.2877080817,908334.2929693694,1.1529643692916265e-05,2.305928738583253e-06,weak-feedback,10.002443813333626
Li,2.6165046987488236e+19,2.828600681137559,48628.68013799916,972.5736027599833,0.005911871329909587,962857.8243281543,962857.8302400257,1.2221720342024486e-05,2.4443440684048972e-06,weak-feedback,10.60284899705857
Li,2.773562614198418e+19,2.828600681137559,51547.657939640936,1030.9531587928188,0.00664290259765557,1020654.1825137996,1020654.1891567023,1.2955339479434846e-05,2.591067895886969e-06,weak-feedback,11.239294012020496
Li,2.9400480643347137e+19,2.828600681137559,54641.849861474715,1092.8369972294943,0.007464329390709861,1081919.8161574854,1081919.8236218148,1.3732994728269234e-05,2.7465989456538467e-06,weak-feedback,11.913942179736642
Li,3.1165269449294365e+19,2.828600681137559,57921.773279787965,1158.4354655957593,0.008387329549687897,1146862.9714633243,1146862.9798506538,1.4557329393494036e-05,2.9114658786988074e-06,weak-feedback,12.629086676941498
Li,3.303599120128346e+19,2.828600681137559,61398.57688530704,1227.971537706141,0.0094244631088524,1215704.394790594,1215704.4042150571,1.5431145446699896e-05,3.0862290893399793e-06,weak-feedback,13.387158330257378
Li,3.50190046143172e+19,2.828600681137559,65084.07857838223,1301.6815715676446,0.010589843210992583,1288678.0829861567,1288678.0935759998,1.6357413050200515e-05,3.271482610040103e-06,weak-feedback,14.190733878746666
Li,3.712105009066372e+19,2.828600681137559,68990.80563886346,1379.8161127772692,0.011899328156748584,1366032.078756227,1366032.090655555,1.7339280652823577e-05,3.4678561305647154e-06,weak-feedback,15.042544732431033
Li,3.934927263095861e+19,2.828600681137559,73132.03730720688,1462.6407461441374,0.013370737201756744,1448029.3137809993,1448029.3271517365,1.8380085691710062e-05,3.6760171383420126e-06,weak-feedback,15.945486256548236
Li,4.171124612056533e+19,2.828600681137559,77521.84992154858,1550.4369984309717,0.015024093038147755,1534948.5024379515,1534948.5174620445,1.94833659364982e-05,3.89667318729964e-06,weak-feedback,16.902627613104535
Li,4.421499907374468e+19,2.828600681137559,82175.1647641686,1643.503295283372,0.01688189426004564,1627085.089171629,1627085.1060535233,2.065287151445143e-05,4.130574302890286e-06,weak-feedback,17.917222193174606
Li,4.6869041923142115e+19,2.828600681137559,87107.79877998396,1742.1559755996793,0.01896942152073544,1724752.2527301924,1724752.271699614,2.1892577657406046e-05,4.378515531481209e-06,weak-feedback,18.992718675410263
Li,4.9682395947343675e+19,2.828600681137559,92336.51833945086,1846.7303667890174,0.021315081547629365,1828281.9706818897,1828281.9919969712,2.3206698213862243e-05,4.641339642772449e-06,weak-feedback,20.132772748343278
Li,5.266462393484259e+19,2.828600681137559,97879.09622864866,1957.5819245729733,0.023950793696342666,1938026.1478303904,1938026.1717811842,2.459969997215449e-05,4.9199399944308985e-06,weak-feedback,21.34125953633356
Li,5.582586268862678e+19,2.828600681137559,103754.37206022382,2075.0874412044764,0.026912424304028383,2054357.8123638416,2054357.8392762658,2.60763178433777e-05,5.21526356867554e-06,weak-feedback,22.622286771391614
Li,5.917685748188806e+19,2.828600681137559,109982.31631056384,2199.646326211277,0.0302402747525923,2177672.3838040316,2177672.4140443066,2.7641570955684504e-05,5.5283141911369e-06,weak-feedback,23.980208755653912
Li,6.272899858196231e+19,2.828600681137559,116584.09820085247,2331.6819640170497,0.03397962988326504,2308389.017065176,2308389.051044806,2.9300779714655137e-05,5.860155942931027e-06,weak-feedback,25.419641161966805
Li,6.649435996665032e+19,2.828600681137559,123582.15765274357,2471.6431530548716,0.03818137422526892,2446952.0271909973,2446952.0653723716,3.105958388773079e-05,6.211916777546158e-06,weak-feedback,26.945476722888817
Li,7.048574036451889e+19,2.828600681137559,131000.28156323546,2620.0056312647093,0.042902684424117425,2593832.399612859,2593832.442515543,3.29239617741804e-05,6.58479235483608e-06,weak-feedback,28.56290186143896
Li,7.471670675868067e+19,2.828600681137559,138863.68465800927,2777.2736931601853,0.0482078072919976,2749529.391062414,2749529.439270221,3.4900250525760925e-05,6.980050105152185e-06,weak-feedback,30.27741432012026
Li,7.920164050192541e+19,2.828600681137559,147199.09519805756,2943.981903961151,0.05416893406781704,2914572.226580406,2914572.28074934,3.699516768714258e-05,7.399033537428516e-06,weak-feedback,32.09484184814103
Li,8.395578619995103e+19,2.828600681137559,156034.84583092603,3120.696916618521,0.060867182783702144,3089521.89838986,3089521.959257043,3.9215834029316255e-05,7.843166805863251e-06,weak-feedback,34.02136201035304
Li,8.899530352885224e+19,2.828600681137559,165400.9698953784,3308.019397907568,0.06839370210582968,3274973.0727481614,3274973.1411418635,4.156979775359579e-05,8.313959550719158e-06,weak-feedback,36.063523185238665
Li,9.433732216299774e+19,2.828600681137559,175329.3035068301,3506.586070136602,0.07685091167047536,3471556.111259554,3471556.1881104656,4.406506014848581e-05,8.813012029697161e-06,weak-feedback,38.2282668233209
Li,1e+20,2.828600681137559,185853.5937705471,3717.071875410942,0.08635389579356886,3679939.2135186293,3679939.299872525,4.6710102786625e-05,9.342020557325e-06,weak-feedback,40.52295104165406
Li,1e+18,2.9721969969364097,1905.1270262168384,38.10254052433677,9.073772465054535e-06,39636.88978272856,39636.889791802336,4.788106455774551e-07,9.576212911549102e-08,weak-feedback,0.43647560831568155
Li,1.0600258488068824e+18,2.9721969969364097,2019.4838930504357,40.389677861008714,1.0195787985725359e-05,42016.12773600168,42016.12774619747,5.075516609960131e-07,1.0151033219920263e-07,weak-feedback,0.4626754271946883
Li,1.1236548001387516e+18,2.9721969969364097,2140.7051278826157,42.81410255765231,1.1456546111357313e-05,44538.18146693358,44538.18147839013,5.380178802606419e-07,1.0760357605212838e-07,weak-feedback,0.49044791244128033
Li,1.191103133283008e+18,2.9721969969364097,2269.202770229015,45.3840554045803,1.287320303103759e-05,47211.623613801225,47211.62362667443,5.703128601965665e-07,1.140625720393133e-07,weak-feedback,0.519887464689159
Li,1.2626001098748577e+18,2.9721969969364097,2405.413592626941,48.10827185253882,1.4465036378986118e-05,50045.5413947707,50045.54140923573,6.045463737153464e-07,1.209092747430693e-07,weak-feedback,0.5510941510502038
Li,1.3383887531737592e+18,2.9721969969364097,2549.800585255986,50.99601170511972,1.625370756142942e-05,53049.567495991796,53049.56751224551,6.408347829407328e-07,1.2816695658814658e-07,weak-feedback,0.584174045249636
Li,1.418726674116599e+18,2.9721969969364097,2702.854529674262,54.057090593485235,1.8263556521451685e-05,56233.91281377669,56233.912832040245,6.793014347317246e-07,1.3586028694634492e-07,weak-feedback,0.6192395881780839
Li,1.5038869469554132e+18,2.9721969969364097,2865.0956670194864,57.30191334038973,2.0521932952934588e-05,59609.40116215586,59609.40118267779,7.200770799472294e-07,1.4401541598944587e-07,weak-feedback,0.6564099700860946
Li,1.5941590374560028e+18,2.9721969969364097,3037.0754663452517,60.74150932690503,2.305956847069057e-05,63187.506063784225,63187.506086843794,7.633003178774431e-07,1.5266006357548862e-07,weak-feedback,0.6958115357201917
Li,1.689849786812462e+18,2.9721969969364097,3219.378499103184,64.38756998206368,2.5910994801219676e-05,66980.38974925289,66980.38977516389,8.091180673525999e-07,1.6182361347051998e-07,weak-feedback,0.7375782137775738
Li,1.7912844546220096e+18,2.9721969969364097,3412.6244261424804,68.2524885228496,2.911501368476073e-05,71000.94449736763,71000.94452648265,8.57686066130424e-07,1.715372132260848e-07,weak-feedback,0.7818519721391922
Li,1.898807824465269e+18,2.9721969969364097,3617.4701039807824,72.34940207961564,3.2715224882986826e-05,75262.83645691245,75262.83648962768,9.091694002597385e-07,1.818338800519477e-07,weak-feedback,0.8287833004285821
Li,2.0127853758499466e+18,2.9721969969364097,3834.6118175057504,76.69223635011501,3.676061947738689e-05,79780.55209885222,79780.55213561284,9.637430652195736e-07,1.9274861304391471e-07,weak-feedback,0.8785317215367001
Li,2.133604526501402e+18,2.9721969969364097,4064.7876466964017,81.29575293392803,4.1306246531839174e-05,84569.44745686682,84569.44749817307,1.0215925607411168e-06,2.0431851214822335e-07,weak-feedback,0.9312663338514616
Li,2.2616759492228552e+18,2.9721969969364097,4308.779975409083,86.17559950818166,4.6413962191215746e-05,89645.8003235943,89645.80037000826,1.082914521334399e-06,2.165829042668798e-07,weak-feedback,0.9871663860351113
Li,2.3974349678010685e+18,2.9721969969364097,4567.418150755111,91.34836301510222,5.2153271409618094e-05,95026.86557999034,95026.86563214361,1.147917384662795e-06,2.29583476932559e-07,weak-feedback,1.0464218863030124
Li,2.541343036702629e+18,2.9721969969364097,4841.5813021101485,96.83162604220297,5.8602273762356506e-05,100730.93384588679,100730.93390448907,1.216822100037356e-06,2.4336442000747117e-07,weak-feedback,1.1092342482749922
Li,2.693889309590164e+18,2.9721969969364097,5132.201329336841,102.64402658673681,6.584872621211709e-05,106777.39365109605,106777.39371694477,1.2898628794390712e-06,2.5797257588781425e-07,weak-feedback,1.1758169755944237
Li,2.8555923019901005e+18,2.9721969969364097,5440.266070378096,108.80532140756192,7.399123729126783e-05,113186.79733838972,113186.79741238095,1.3672879936218911e-06,2.734575987243782e-07,weak-feedback,1.2463963876421587
Li,3.0270016537634555e+18,2.9721969969364097,5766.822658987823,115.33645317975646,8.314060895053848e-05,119980.93092235914,119980.93100549975,1.4493606160025042e-06,2.898721232005008e-07,weak-feedback,1.321212388812055
Li,3.208699997370444e+18,2.9721969969364097,6112.98108401233,122.2596216802466,9.34213443337314e-05,127182.88814161367,127182.88823503502,1.5363597172053207e-06,3.072719434410641e-07,weak-feedback,1.4005192839629217
Li,3.401304938279246e+18,2.9721969969364097,6479.917962320586,129.59835924641172,0.00010497334199601244,134817.14895602482,134817.14906099817,1.6285810133032715e-06,3.257162026606543e-07,weak-feedback,1.4845866428186612
Li,3.6054711542504986e+18,2.9721969969364097,6868.880538207844,137.37761076415688,0.0001179537996204262,142909.6627558341,142909.66287378792,1.7263379709775734e-06,3.4526759419551466e-07,weak-feedback,1.573700216254763
Li,3.821892620633115e+18,2.9721969969364097,7281.1909228668455,145.6238184573369,0.00013253935313809636,151487.93656545837,151487.9366979977,1.8299628730130536e-06,3.659925746026107e-07,weak-feedback,1.6681629075856765
Li,4.051304969235378e+18,2.9721969969364097,7718.250588336895,154.3650117667379,0.00014892848036090705,160581.1285418032,160581.12869073168,1.939807947750743e-06,3.8796158955014857e-07,weak-feedback,1.768295802154531
Li,4.294487988789272e+18,2.9721969969364097,8181.545131206037,163.63090262412075,0.00016734420183490303,170220.147084892,170220.1472522362,2.056246566336818e-06,4.112493132673636e-07,weak-feedback,1.8744392587248535
Li,4.5522682755073096e+18,2.9721969969364097,8672.649322258496,173.45298644516993,0.00018803711566717688,180437.75589769502,180437.75608573214,2.1796745118374234e-06,4.3593490236748467e-07,weak-feedback,1.9869540663840097
Li,4.825522042741279e+18,2.9721969969364097,9193.232459231496,183.86464918462994,0.00021128880762366896,191268.68535226324,191268.68556355205,2.310511324533192e-06,4.6210226490663844e-07,weak-feedback,2.1062226708907494
Li,5.115178099293145e+18,2.9721969969364097,9745.064040875848,194.90128081751698,0.00023741568290192882,202749.75054070933,202749.75077812502,2.4492017279662107e-06,4.898403455932422e-07,weak-feedback,2.2326504746353097
Li,5.422221006501592e+18,2.9721969969364097,10330.01978160685,206.600395632137,0.0002667732717209721,214919.9764122991,214919.97667907237,2.5962171405866658e-06,5.192434281173332e-07,weak-feedback,2.366667214630734
Li,5.747694424835359e+18,2.9721969969364097,10950.087987189689,219.00175974379377,0.00029976106731798984,227820.73042200253,227820.7307217636,2.7520572781373575e-06,5.504114556274715e-07,weak-feedback,2.508728423219285
Li,6.092704661368687e+18,2.9721969969364097,11607.376313130795,232.1475262626159,0.00033682796218657466,241495.86314138712,241495.8634782151,2.917251852222711e-06,5.834503704445422e-07,weak-feedback,2.6593169764590083
Li,6.458424430196991e+18,2.9721969969364097,12304.118928747372,246.08237857494743,0.0003784783565318984,255991.8573097996,255991.85768827796,3.0923623708358287e-06,6.184724741671657e-07,weak-feedback,2.8189447354535186
Li,6.846096838574672e+18,2.9721969969364097,13042.68411126626,260.8536822253252,0.00042527902206569343,271357.98583247064,271357.98625774967,3.2779840469637123e-06,6.555968093927425e-07,weak-feedback,2.988154286203998
Li,7.257039612324231e+18,2.9721969969364097,13825.58229576506,276.5116459153012,0.00047786681454243065,287646.4792625907,287646.4797404575,3.4747478217581297e-06,6.94949564351626e-07,weak-feedback,3.1675207838972983
Li,7.692649574879161e+18,2.9721969969364097,14655.474608317762,293.1094921663552,0.0005369573399876165,304912.70333663904,304912.7038735964,3.6833225091490267e-06,7.366645018298053e-07,weak-feedback,3.357653907899004
Li,8.154407395185187e+18,2.9721969969364097,15535.18191134975,310.703638226995,0.0006033546925468213,323215.34716642194,323215.34776977665,3.904417069190193e-06,7.808834138380386e-07,weak-feedback,3.559199934096619
Li,8.643882620598297e+18,2.9721969969364097,16467.694391947844,329.3538878389569,0.0006779623964664763,342616.6227274976,342616.62340546,4.138783017864415e-06,8.27756603572883e-07,weak-feedback,3.772843931636922
Li,9.162739011886769e+18,2.9721969969364097,17456.18172571685,349.123634514337,0.0007617957011031274,363182.476322063,363182.4770838587,4.387216981539237e-06,8.774433963078474e-07,weak-feedback,3.999312091524353
Li,9.712740198471207e+18,2.9721969969364097,18504.003850730194,370.0800770146039,0.0008559953962695947,384982.81273508025,384982.81359107565,4.650563404756098e-06,9.301126809512195e-07,weak-feedback,4.2393741949955
Li,1.0295755673125085e+19,2.9721969969364097,19614.722388195936,392.29444776391875,0.0009618433359149874,408091.73284556123,408091.7338074046,4.929717420556768e-06,9.859434841113536e-07,weak-feedback,4.493846230059836
Li,1.0913767146512693e+19,2.9721969969364097,20792.112748658754,415.8422549731751,0.001080779881382345,432587.78550068755,432587.78658146743,5.225627893103762e-06,1.0451255786207525e-06,weak-feedback,4.763593165100723
Li,1.1568875283162786e+19,2.9721969969364097,22040.176964885402,440.8035392977081,0.0012144235016086629,458554.23450885597,458554.2357232795,5.539300642936238e-06,1.1078601285872477e-06,weak-feedback,5.0495318889638305
Li,1.2263306841775593e+19,2.9721969969364097,23363.157295056542,467.2631459011309,0.0013645927969838845,486079.34165924025,486079.34302383306,5.8718018658249946e-06,1.174360373164999e-06,weak-feedback,5.352634327527219
Li,1.2999422244132422e+19,2.9721969969364097,24765.55064250102,495.3110128500204,0.0015333312465657068,515256.6667298268,515256.668263158,6.224261756846975e-06,1.244852351369395e-06,weak-feedback,5.673930747346029
Li,1.377972359833554e+19,2.9721969969364097,26252.123840986977,525.0424768197396,0.0017229350154062924,546185.3855036895,546185.3872266245,6.597878351997933e-06,1.3195756703995866e-06,weak-feedback,6.0145132576013065
Li,1.460686320364986e+19,2.9721969969364097,27827.929857525618,556.5585971505124,0.0019359842003884142,578970.6268744629,578970.6288104472,6.993921600401163e-06,1.3987843200802326e-06,weak-feedback,6.375539522256288
Li,1.548365256585496e+19,2.9721969969364097,29498.32496776198,589.9664993552395,0.002175377939759224,613723.8301868553,613723.8323622332,7.413737680954032e-06,1.4827475361908063e-06,weak-feedback,6.758236695038037
Li,1.6413071953751267e+19,2.9721969969364097,31268.986962333143,625.3797392466629,0.0024443738641264003,650563.1240268322,650563.1264712061,7.858753578084867e-06,1.5717507156169733e-06,weak-feedback,7.163905590619743
Li,1.7398280529303622e+19,2.9721969969364097,33145.93444607853,662.9186889215706,0.002746632425759338,689613.727749,689613.7304956324,8.330481932173535e-06,1.666096386434707e-06,weak-feedback,7.593925106181769
Li,1.8442627085855328e+19,2.9721969969364097,35135.547295701675,702.7109459140336,0.0030862667094212243,731008.3771060121,731008.3801922788,8.83052618112265e-06,1.76610523622453e-06,weak-feedback,8.049756908380715
Li,1.9549661430912594e+19,2.9721969969364097,37244.588345420525,744.8917669084105,0.003467898402549586,774887.7754267419,774887.7788946403,9.360586010555933e-06,1.8721172021111866e-06,weak-feedback,8.532950401657793
Li,2.0723146452190294e+19,2.9721969969364097,39480.22637431732,789.6045274863463,0.0038967206864183516,821401.071876809,821401.0757735297,9.922463131169382e-06,1.9844926262338763e-06,weak-feedback,9.045147994774194
Li,2.1967070907932353e+19,2.9721969969364097,41850.06047352358,837.0012094704716,0.004378568904093952,870706.3684270976,870706.3728056664,1.0518067402872822e-05,2.1036134805745643e-06,weak-feedback,9.58809068347471
Li,2.3285662984981967e+19,2.9721969969364097,44362.145876066206,887.2429175213241,0.004919999966823445,922971.2572534923,922971.2621734922,1.1149423326538267e-05,2.2298846653076536e-06,weak-feedback,10.163623968255587
Li,2.468340467068651e+19,2.9721969969364097,47025.02133717181,940.5004267434363,0.00552838157940366,978373.3903944887,978373.3959228703,1.181867692542098e-05,2.3637353850841958e-06,weak-feedback,10.773704127351413
Li,2.6165046987488236e+19,2.9721969969364097,49847.7381580973,996.9547631619461,0.006211992498695574,1037101.0836029851,1037101.0898149776,1.2528103039643688e-05,2.5056206079287374e-06,weak-feedback,11.42040486626348
Li,2.773562614198418e+19,2.9721969969364097,52839.89095214032,1056.7978190428064,0.006980135189585202,1099353.9564447918,1099353.9634249269,1.3280113058538387e-05,2.6560226117076774e-06,weak-feedback,12.105924366431768
Li,2.9400480643347137e+19,2.9721969969364097,56011.65025740564,1120.2330051481129,0.007843262411394825,1165343.6108195947,1165343.6186628572,1.4077263117128512e-05,2.8154526234257024e-06,weak-feedback,12.832592757009545
Li,3.1165269449294365e+19,2.9721969969364097,59373.79710718065,1187.475942143613,0.008813119457311634,1235294.3502107183,1235294.3590238378,1.4922262784611974e-05,2.984452556922395e-06,weak-feedback,13.602880035137655
Li,3.303599120128346e+19,2.9721969969364097,62937.759675426794,1258.755193508536,0.009902903982404449,1309443.9421084628,1309443.9520113668,1.581798427437766e-05,3.163596854875532e-06,weak-feedback,14.419404461640097
Li,3.50190046143172e+19,2.9721969969364097,66715.65212194786,1334.3130424389572,0.011127445595141915,1388044.4261985535,1388044.4373259991,1.6767472206861094e-05,3.3534944413722187e-06,weak-feedback,15.284941460678487
Li,3.712105009066372e+19,2.9721969969364097,70720.31576927246,1414.4063153854493,0.012503407656264018,1471362.9710627839,1471362.9835661915,1.7773953958423744e-05,3.5547907916847486e-06,weak-feedback,16.20243305361592
Li,3.934927263095861e+19,2.9721969969364097,74965.3627512138,1499.3072550242762,0.014049514031052687,1559682.7823038436,1559682.7963533576,1.884085063143258e-05,3.768170126286516e-06,weak-feedback,17.174997859156697
Li,4.171124612056533e+19,2.9721969969364097,79465.22228147127,1589.3044456294256,0.015786803880609098,1653304.0651811124,1653304.0809679162,1.997178868282801e-05,3.994357736565601e-06,weak-feedback,18.205941693753083
Li,4.421499907374468e+19,2.9721969969364097,84235.18969954347,1684.7037939908694,0.017738917959295185,1752545.0450294632,1752545.0627683813,2.1170612250706272e-05,4.234122450141254e-06,weak-feedback,19.298768808310445
