material,electron_density,electron_temperature_ev,wavelength,wavenumber,normal_stress,heat_flux,surface_stiffness,magnetic_stiffness,angular_frequency,period,magnetic_damping_rate,magnetic_damping_ratio,explicit_timestep,static_displacement,displacement_fraction,thermal_penetration_fraction,cells_per_wavelength,cells_across_layer,gate_score,linear_ok,surface_resolved,normal_resolved,timestep_ok
Li,1.7912844546220096e+18,20.0,0.001,6283.185307179586,5.739908196085634,1239346.4666353173,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,4.5913753456553106e-11,2.295687672827655e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.898807824465269e+18,20.0,0.001,6283.185307179586,6.084451057629255,1313739.2902609126,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,4.8669765479692634e-11,2.4334882739846316e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.0127853758499466e+18,20.0,0.001,6283.185307179586,6.449675396887384,1392597.6062697752,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,5.1591209463843086e-11,2.579560473192154e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.133604526501402e+18,20.0,0.001,6283.185307179586,6.83682263711436,1476189.4596325394,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,5.4688015602883486e-11,2.7344007801441742e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.2616759492228552e+18,20.0,0.001,6283.185307179586,7.247208719049257,1564798.9849467552,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,5.7970710159010594e-11,2.8985355079505297e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.3974349678010685e+18,20.0,0.001,6283.185307179586,7.682228573890829,1658727.3722303323,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,6.145045124224298e-11,3.072522562112149e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.541343036702629e+18,20.0,0.001,6283.185307179586,8.143360864767113,1758293.8906876682,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,6.513906673762456e-11,3.256953336881228e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.693889309590164e+18,20.0,0.001,6283.185307179586,8.632173012815505,1863836.9739281505,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,6.904909450903862e-11,3.452454725451931e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.8555923019901005e+18,20.0,0.001,6283.185307179586,9.15032652495762,1975715.3703258394,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,7.319382501629031e-11,3.6596912508145155e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.0270016537634555e+18,20.0,0.001,6283.185307179586,9.699582641478331,2094309.362430452,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,7.758734649031555e-11,3.879367324515777e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.208699997370444e+18,20.0,0.001,6283.185307179586,10.281808322605572,2220022.0595745407,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,8.224459282007046e-11,4.112229641003523e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.401304938279246e+18,20.0,0.001,6283.185307179586,10.898982594439639,2353280.7680705055,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,8.718139431387161e-11,4.3590697156935805e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.6054711542504986e+18,20.0,0.001,6283.185307179586,11.553203275802316,2494538.4436548497,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,9.241453150772926e-11,4.620726575386463e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.821892620633115e+18,20.0,0.001,6283.185307179586,12.246694108870805,2644275.231116632,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,9.796179220357109e-11,4.898089610178555e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.051304969235378e+18,20.0,0.001,6283.185307179586,12.981812317834022,2803000.096343423,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.0384203193123389e-10,5.1921015965616945e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.294487988789272e+18,20.0,0.001,6283.185307179586,13.76105662126365,2971252.55633221,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.1007523803973759e-10,5.503761901986879e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.5522682755073096e+18,20.0,0.001,6283.185307179586,14.58707572543457,3149604.51304567,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.1668259763569246e-10,5.834129881784623e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.825522042741279e+18,20.0,0.001,6283.185307179586,15.46267732746405,3338662.1973472238,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.2368656959976684e-10,6.184328479988342e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,5.115178099293145e+18,20.0,0.001,6283.185307179586,16.39083765887202,3539068.2296224427,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.311109609260044e-10,6.55554804630022e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,5.422221006501592e+18,20.0,0.001,6283.185307179586,17.374711602001625,3751503.8040910005,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.3898100764347382e-10,6.949050382173691e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,5.747694424835359e+18,20.0,0.001,6283.185307179586,18.41764341368656,3976691.0042338115,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.473234605953091e-10,7.366173029765455e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,6.092704661368687e+18,20.0,0.001,6283.185307179586,19.52317809261558,4215395.257205639,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.5616667636670983e-10,7.808333818335491e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,6.458424430196991e+18,20.0,0.001,6283.185307179586,20.695073429032764,4468427.935575914,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.655407136709713e-10,8.277035683548565e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,6.846096838574672e+18,20.0,0.001,6283.185307179586,21.937312777731215,4736649.1152412435,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.7547743552116845e-10,8.773871776058423e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,7.257039612324231e+18,20.0,0.001,6283.185307179586,23.2541185977566,5020970.498883968,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.860106175347816e-10,9.300530876739079e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,7.692649574879161e+18,20.0,0.001,6283.185307179586,24.649966804842848,5322358.514913794,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.971760627393992e-10,9.85880313696996e-08,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,8.154407395185187e+18,20.0,0.001,6283.185307179586,26.12960198536502,5641837.602426033,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.0901172326973078e-10,1.0450586163486539e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,8.643882620598297e+18,20.0,0.001,6283.185307179586,27.69805352352255,5980493.693342241,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.2155782936958553e-10,1.1077891468479277e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,9.162739011886769e+18,20.0,0.001,6283.185307179586,29.360652696570458,6339477.903569317,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.348570261373054e-10,1.174285130686527e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,9.712740198471207e+18,20.0,0.001,6283.185307179586,31.12305079620618,6720010.445723541,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.489545184794573e-10,1.2447725923972864e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.0295755673125085e+19,20.0,0.001,6283.185307179586,32.991238337707905,7123384.776719156,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.6389822476549325e-10,1.3194911238274663e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.0913767146512693e+19,20.0,0.001,6283.185307179586,34.97156542211898,7550971.994319748,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.797389397056714e-10,1.398694698528357e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.1568875283162786e+19,20.0,0.001,6283.185307179586,37.07076332068709,8004225.497595788,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.965305070058417e-10,1.4826525350292084e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.2263306841775593e+19,20.0,0.001,6283.185307179586,39.295967354930376,8484685.927130666,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,3.1433000238600247e-10,1.5716500119300122e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.2999422244132422e+19,20.0,0.001,6283.185307179586,41.654741150097614,8993986.401766494,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,3.331979275846917e-10,1.6659896379234585e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.377972359833554e+19,20.0,0.001,6283.185307179586,44.155102344463195,9533858.069690086,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,3.531984160086569e-10,1.7659920800432844e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.460686320364986e+19,20.0,0.001,6283.185307179586,46.805549841844375,10106135.992727581,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,3.74399450726823e-10,1.8719972536341148e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.548365256585496e+19,20.0,0.001,6283.185307179586,49.615092699973914,10712765.383848837,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,3.96873095549531e-10,1.984365477747655e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.6413071953751267e+19,20.0,0.001,6283.185307179586,52.593280752922006,11355808.219083352,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,4.206957399785066e-10,2.103478699892533e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.7398280529303622e+19,20.0,0.001,6283.185307179586,55.75023707165483,12037450.246322002,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,4.45948358860156e-10,2.22974179430078e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.8442627085855328e+19,20.0,0.001,6283.185307179586,59.09669237306583,12760008.414828096,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,4.727167876247731e-10,2.3635839381238652e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1.9549661430912594e+19,20.0,0.001,6283.185307179586,62.64402149443832,13525938.750711117,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,5.010920140472128e-10,2.505460070236064e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.0723146452190294e+19,20.0,0.001,6283.185307179586,66.40428205731857,14337844.70513245,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,5.31170487520747e-10,2.655852437603735e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.1967070907932353e+19,20.0,0.001,6283.185307179586,70.39025545222076,15198486.003619293,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,5.630544468953455e-10,2.8152722344767273e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.3285662984981967e+19,20.0,0.001,6283.185307179586,74.61549028347359,16110788.026566062,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,5.968522679947283e-10,2.9842613399736415e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.468340467068651e+19,20.0,0.001,6283.185307179586,79.09434842188078,17077851.75280845,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,6.326788319934247e-10,3.1633941599671233e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.6165046987488236e+19,20.0,0.001,6283.185307179586,83.84205382173147,18102964.30006888,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,6.706559159059769e-10,3.353279579529885e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.773562614198418e+19,20.0,0.001,6283.185307179586,88.87474426809322,19189610.098101206,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,7.109126065155904e-10,3.554563032577952e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,2.9400480643347137e+19,20.0,0.001,6283.185307179586,94.20952623028013,20341482.732512854,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,7.53585739149202e-10,3.7679286957460095e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.1165269449294365e+19,20.0,0.001,6283.185307179586,99.86453300794695,21562497.499522477,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,7.988203627903946e-10,3.994101813951973e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.303599120128346e+19,20.0,0.001,6283.185307179586,105.8589863674519,22856804.7143276,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,8.4677023311111e-10,4.23385116555555e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.50190046143172e+19,20.0,0.001,6283.185307179586,112.21326187799437,24228803.818318263,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,8.975983350980058e-10,4.487991675490029e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.712105009066372e+19,20.0,0.001,6283.185307179586,118.94895816960998,25683158.33308825,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,9.514774370499082e-10,4.757387185249541e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,3.934927263095861e+19,20.0,0.001,6283.185307179586,126.0889703484352,27224811.712073427,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.0085906778294262e-09,5.042953389147131e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.171124612056533e+19,20.0,0.001,6283.185307179586,133.65756781878585,28859004.143698197,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.0691321893648463e-09,5.345660946824232e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.421499907374468e+19,20.0,0.001,6283.185307179586,141.6804767765707,30591290.36314476,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.133307756518222e-09,5.666538782591111e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.6869041923142115e+19,20.0,0.001,6283.185307179586,150.18496765444945,32427558.533290595,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.2013355165626623e-09,6.006677582813312e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,4.9682395947343675e+19,20.0,0.001,6283.185307179586,159.19994781594065,34374050.258985944,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.2734467006461802e-09,6.367233503230901e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,5.266462393484259e+19,20.0,0.001,6283.185307179586,168.75605981360385,36437381.802712016,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.349886419762791e-09,6.749432098813955e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,5.582586268862678e+19,20.0,0.001,6283.185307179586,178.88578554522044,38624566.573720254,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.4309144979019362e-09,7.15457248950968e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,5.917685748188806e+19,20.0,0.001,6283.185307179586,189.62355666205826,40943038.96710575,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.516806355208574e-09,7.58403177604287e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,6.272899858196231e+19,20.0,0.001,6283.185307179586,201.00587160447827,43400679.63383954,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.6078539441556422e-09,8.039269720778211e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,6.649435996665032e+19,20.0,0.001,6283.185307179586,213.07141966270427,46005842.267656334,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.7043667419110781e-09,8.52183370955539e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,7.048574036451889e+19,20.0,0.001,6283.185307179586,225.86121248444562,48767381.999847956,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.8066728022725118e-09,9.03336401136256e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,7.471670675868067e+19,20.0,0.001,6283.185307179586,239.41872347637607,51694685.49847831,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,1.915119870745228e-09,9.57559935372614e-07,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,7.920164050192541e+19,20.0,0.001,6283.185307179586,253.79003557330583,54797702.874329306,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.0300765665536375e-09,1.0150382832768187e-06,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,8.395578619995103e+19,20.0,0.001,6283.185307179586,269.02399787732236,58086981.50202826,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.1519336356039806e-09,1.0759668178019902e-06,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,8.899530352885224e+19,20.0,0.001,6283.185307179586,285.1723916993296,61573701.871317185,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.28110527865719e-09,1.140552639328595e-06,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,9.433732216299774e+19,20.0,0.001,6283.185307179586,302.2901065673706,65269715.590324916,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.4180305592264478e-09,1.209015279613224e-06,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1e+20,20.0,0.001,6283.185307179586,320.4353268,69187585.67001799,125015006702.01463,124999999999.99998,1253389.3675048116,5.012955646566442e-06,160000.0,0.0638269336521182,3.989183353257387e-08,2.5631748959849963e-09,1.2815874479924982e-06,0.4879500364742666,10.0,100.0,2,True,False,True,False
Li,1e+18,20.0,0.0010693674532045025,5875.609256996911,3.2043532679999998,691875.8567001799,116904655677.24315,116891532115.94461,1172080.267800159,5.3607124697801635e-06,160000.0,0.06825471104479006,4.2659194402993786e-08,2.7409971394524748e-11,1.3704985697262374e-08,0.4879500364742666,10.693674532045025,100.0,2,True,False,True,False
Li,1.0600258488068824e+18,20.0,0.0010693674532045025,5875.609256996911,3.3966972927888075,733406.292267597,116904655677.24315,116891532115.94461,1172080.267800159,5.3607124697801635e-06,160000.0,0.06825471104479006,4.2659194402993786e-08,2.9055278193253462e-11,1.4527639096626731e-08,0.4879500364742666,10.693674532045025,100.0,2,True,False,True,False
Li,1.1236548001387516e+18,20.0,0.0010693674532045025,5875.609256996911,3.6005869309284955,777429.6274812681,116904655677.24315,116891532115.94461,1172080.267800159,5.3607124697801635e-06,160000.0,0.06825471104479006,4.2659194402993786e-08,3.079934592912361e-11,1.5399672964561803e-08,0.4879500364742666,10.693674532045025,100.0,2,True,False,True,False
Li,1.191103133283008e+18,20.0,0.0010693674532045025,5875.609256996911,3.8167152176604464,824095.5007584497,116904655677.24315,116891532115.94461,1172080.267800159,5.3607124697801635e-06,160000.0,0.06825471104479006,4.2659194402993786e-08,3.264810281121605e-11,1.6324051405608024e-08,0.4879500364742666,10.693674532045025,100.0,2,True,False,True,False
Li,1.2626001098748577e+18,20.0,0.0010693674532045025,5875.609256996911,4.045816788254659,873562.5326894084,116904655677.24315,116891532115.94461,1172080.267800159,5.3607124697801635e-06,160000.0,0.06825471104479006,4.2659194402993786e-08,3.460783289439365e-11,1.7303916447196825e-08,0.4879500364742666,10.693674532045025,100.0,2,True,False,True,False
Li,1.3383887531737592e+18,20.0,0.0010693674532045025,5875.609256996911,4.28867037508678,925998.8651999801,116904655677.24315,116891532115.94461,1172080.267800159,5.3607124697801635e-06,160000.0,0.06825471104479006,4.2659194402993786e-08,3.668519743924638e-11,1.834259871962319e-08,0.4879500364742666,10.693674532045025,100.0,2,True,False,True,False
