material,electron_density,electron_temperature_ev,heat_flux,retained_heat_flux,semi_infinite_delta_t,lumped_delta_t,thermal_regime
Li,6.272899858196231e+19,2.5618856600662827,1989716.26940255,1989716.26940255,21.910463298830805,4.737419689053691,transient-slab
Li,6.649435996665032e+19,2.5618856600662827,2109150.677358302,2109150.677358302,23.225657456095174,5.021787327043576,transient-slab
Li,7.048574036451889e+19,2.5618856600662827,2235754.2370283445,2235754.2370283445,24.61979725899518,5.323224373877011,transient-slab
Li,7.471670675868067e+19,2.5618856600662827,2369957.2828295548,2369957.2828295548,26.097621486919724,5.642755435308464,transient-slab
Li,7.920164050192541e+19,2.5618856600662827,2512215.9803674514,2512215.9803674514,27.66415336851281,5.981466619922504,transient-slab
Li,8.395578619995103e+19,2.5618856600662827,2663013.8769752216,2663013.8769752216,29.324717655981562,6.340509230893384,transient-slab
Li,8.899530352885224e+19,2.5618856600662827,2822863.545325166,2822863.545325166,31.08495872430403,6.721103679345633,transient-slab
Li,9.433732216299774e+19,2.5618856600662827,2992308.3256993154,2992308.3256993154,32.95085975685729,7.124543632617418,transient-slab
Li,1e+20,2.5618856600662827,3171924.172841318,3171924.172841318,34.9287630826792,7.552200411526948,transient-slab
Li,1e+18,2.6919419613097215,34165.02326348747,34165.02326348747,0.37622021784197185,0.08134529348449399,transient-slab
Li,1.0600258488068824e+18,2.6919419613097215,36215.807784385186,36215.807784385186,0.39880315575624636,0.08622811377234568,transient-slab
Li,1.1236548001387516e+18,2.6919419613097215,38389.69238686981,38389.69238686981,0.4227416536873784,0.09140402949254717,transient-slab
Li,1.191103133283008e+18,2.6919419613097215,40694.06625782678,40694.06625782678,0.44811708027598846,0.09689063394720662,transient-slab
Li,1.2626001098748577e+18,2.6919419613097215,43136.76212635634,43136.76212635634,0.4750156883844165,0.10270657649132463,transient-slab
Li,1.3383887531737592e+18,2.6919419613097215,45726.082887771474,45726.082887771474,0.5035289082762768,0.10887162592326541,transient-slab
Li,1.418726674116599e+18,2.6919419613097215,48470.829825723806,48470.829825723806,0.533753658394363,0.11540673768029479,transient-slab
Li,1.5038869469554132e+18,2.6919419613097215,51380.33252838683,51380.33252838683,0.5657926747932635,0.12233412506758772,transient-slab
Li,1.5941590374560028e+18,2.6919419613097215,54464.48060038312,54464.48060038312,0.5997548603464454,0.12967733476281695,transient-slab
Li,1.689849786812462e+18,2.6919419613097215,57733.757278247096,57733.757278247096,0.635755654914794,0.13746132685296927,transient-slab
Li,1.7912844546220096e+18,2.6919419613097215,61199.275063684414,61199.275063684414,0.67391742773483,0.14571255967543909,transient-slab
Li,1.898807824465269e+18,2.6919419613097215,64872.81349574794,64872.81349574794,0.714369893360364,0.15445907975178083,transient-slab
Li,2.0127853758499466e+18,2.6919419613097215,68766.85919032079,68766.85919032079,0.757250552571402,0.16373061711981138,transient-slab
Li,2.133604526501402e+18,2.6919419613097215,72894.64828300256,72894.64828300256,0.8027051597489746,0.17355868638810135,transient-slab
Li,2.2616759492228552e+18,2.6919419613097215,77270.21141966894,77270.21141966894,0.850888218304571,0.18397669385635462,transient-slab
Li,2.3974349678010685e+18,2.6919419613097215,81908.42144762183,81908.42144762183,0.9019635058480787,0.19502005106576628,transient-slab
Li,2.541343036702629e+18,2.6919419613097215,86825.0439694472,86825.0439694472,0.9561046308794413,0.2067262951653505,transient-slab
Li,2.693889309590164e+18,2.6919419613097215,92036.79093140815,92036.79093140815,1.0134956228961705,0.21913521650335274,transient-slab
Li,2.8555923019901005e+18,2.6919419613097215,97561.37742852751,97561.37742852751,1.0743315579225734,0.23228899387744648,transient-slab
Li,3.0270016537634555e+18,2.6919419613097215,103417.5819194435,103417.5819194435,1.1388192215868964,0.2462323379034369,transient-slab
Li,3.208699997370444e+18,2.6919419613097215,109625.31005571339,109625.31005571339,1.2071778120002428,0.26101264298979376,transient-slab
Li,3.401304938279246e+18,2.6919419613097215,116205.66234252523,116205.66234252523,1.2796396848263922,0.2766801484345839,transient-slab
Li,3.6054711542504986e+18,2.6919419613097215,123181.00586080129,123181.00586080129,1.356451143075068,0.293288109192384,transient-slab
Li,3.821892620633115e+18,2.6919419613097215,130575.05029448147,130575.05029448147,1.4378732743032152,0.31089297689162254,transient-slab
Li,4.051304969235378e+18,2.6919419613097215,138412.92852140908,138412.92852140908,1.524182838069997,0.3295545917176406,transient-slab
Li,4.294487988789272e+18,2.6919419613097215,146721.28204175297,146721.28204175297,1.6156732066620314,0.3493363858136975,transient-slab
Li,4.5522682755073096e+18,2.6919419613097215,155528.35153434318,155528.35153434318,1.712655362286457,0.37030559889129333,transient-slab
Li,4.825522042741279e+18,2.6919419613097215,164864.07284872734,164864.07284872734,1.8154589541213608,0.39253350678268417,transient-slab
Li,5.115178099293145e+18,2.6919419613097215,174760.17875923187,174760.17875923187,1.9244334188165502,0.4160956637124568,transient-slab
Li,5.422221006501592e+18,2.6919419613097215,185250.30682689734,185250.30682689734,2.039949168253345,0.44107215911166037,transient-slab
Li,5.747694424835359e+18,2.6919419613097215,196370.11373591723,196370.11373591723,2.1623988486006454,0.46754788984742196,transient-slab
Li,6.092704661368687e+18,2.6919419613097215,208157.3964932197,208157.3964932197,2.2921986749469245,0.4956128487933803,transient-slab
Li,6.458424430196991e+18,2.6919419613097215,220652.22090315598,220652.22090315598,2.4297898460446246,0.5253624307217999,transient-slab
Li,6.846096838574672e+18,2.6919419613097215,233897.05775399168,233897.05775399168,2.5756400439757976,0.5568977565571231,transient-slab
Li,7.257039612324231e+18,2.6919419613097215,247936.92717910744,247936.92717910744,2.7302450238364413,0.5903260170931129,transient-slab
Li,7.692649574879161e+18,2.6919419613097215,262819.5516836035,262819.5516836035,2.8941302988429896,0.6257608373419131,transient-slab
Li,8.154407395185187e+18,2.6919419613097215,278595.51835645613,278595.51835645613,3.0678529265887566,0.663322662753467,transient-slab
Li,8.643882620598297e+18,2.6919419613097215,295318.45081959583,295318.45081959583,3.2520034025219258,0.7031391686180852,transient-slab
Li,9.162739011886769e+18,2.6919419613097215,313045.1914983756,313045.1914983756,3.4472076670811735,0.7453456940437514,transient-slab
Li,9.712740198471207e+18,2.6919419613097215,331835.99483297864,331835.99483297864,3.6541292333113136,0.7900857019832825,transient-slab
Li,1.0295755673125085e+19,2.6919419613097215,351754.7320875016,351754.7320875016,3.873471442190837,0.8375112668750039,transient-slab
Li,1.0913767146512693e+19,2.6919419613097215,372869.1084528914,372869.1084528914,4.105979853337561,0.8877835915545034,transient-slab
Li,1.1568875283162786e+19,2.6919419613097215,395250.89318164164,395250.89318164164,4.352444779218106,0.9410735551943848,transient-slab
Li,1.2263306841775593e+19,2.6919419613097215,418976.1635365481,418976.1635365481,4.613703971475757,0.9975622941346384,transient-slab
Li,1.2999422244132422e+19,2.6919419613097215,444125.5633826806,444125.5633826806,4.890645468507273,1.0574418175778109,transient-slab
Li,1.377972359833554e+19,2.6919419613097215,470784.57730156096,470784.57730156096,5.184210613967958,1.1209156602418118,transient-slab
Li,1.460686320364986e+19,2.6919419613097215,499043.82115927653,499043.82115927653,5.495397256465033,1.1881995741887537,transient-slab
Li,1.548365256585496e+19,2.6919419613097215,528999.3501161921,528999.3501161921,5.825263141315358,1.25952226218141,transient-slab
Li,1.6413071953751267e+19,2.6919419613097215,560752.9851252057,560752.9851252057,6.17492950589626,1.3351261550600138,transient-slab
Li,1.7398280529303622e+19,2.6919419613097215,594412.6590283393,594412.6590283393,6.545584890810346,1.4152682357817603,transient-slab
Li,1.8442627085855328e+19,2.6919419613097215,630092.7834280713,630092.7834280713,6.938489179818742,1.5002209129239792,transient-slab
Li,1.9549661430912594e+19,2.6919419613097215,667914.6375804325,667914.6375804325,7.3549778822747305,1.5902729466200773,transient-slab
Li,2.0723146452190294e+19,2.6919419613097215,708006.7806317391,708006.7806317391,7.796466672614117,1.6857304300755693,transient-slab
