electron_density,electron_temperature_ev,heat_flux,ion_current_density,normal_stress,surface_displacement
1.7398280529303622e+19,2.101531698522466,410009.0371184874,27871.44235299251,5.858044520311247,0.0001381359447890884
1.8442627085855328e+19,2.101531698522466,434620.17759001727,29544.44933770298,6.209678614991437,0.00014642767212579412
1.9549661430912594e+19,2.101531698522466,460708.62265845604,31317.87998673054,6.582419844674243,0.00015521711743396078
2.0723146452190294e+19,2.101531698522466,488363.0487861795,33197.76231576611,6.977535183054083,0.00016453415665729183
2.1967070907932353e+19,2.101531698522466,517677.455315487,35190.48617725912,7.39636765499679,0.00017441045906837035
2.3285662984981967e+19,2.101531698522466,548751.483978986,37302.82497997596,7.840340901575744,0.00018487959491474734
2.468340467068651e+19,2.101531698522466,581690.7575888609,39541.958712293585,8.310964019128145,0.0001959771495265776
2.6165046987488236e+19,2.101531698522466,616607.2390562509,41915.498347485714,8.809836688779772,0.00020774084427366377
2.773562614198418e+19,2.101531698522466,653619.6119610706,44431.511713957014,9.338654613873791,0.0002202106647830488
2.9400480643347137e+19,2.101531698522466,692853.6839658589,47098.550918360226,9.899215283785873,0.0002334289968529791
3.1165269449294365e+19,2.101531698522466,734442.8144448852,49925.681414808976,10.493424083717183,0.00024744077052521826
3.303599120128346e+19,2.101531698522466,778528.3677820549,52922.512818994874,11.123300771232891,0.00026229361280542357
3.50190046143172e+19,2.101531698522466,825260.1938784096,56099.231571948156,11.790986341560394,0.00027803800955069285
3.712105009066372e+19,2.101531698522466,874797.1375024935,59466.6355644682,12.498750304982913,0.00029472747707454924
3.934927263095861e+19,2.101531698522466,927307.5782149116,63036.17083991494,13.248998401064796,0.0003124187440526601
4.171124612056533e+19,2.101531698522466,982970.0027023163,66819.9705001165,14.044280775929737,0.00033117194434760115
4.421499907374468e+19,2.101531698522466,1041973.6114662178,70830.89594663624,14.88730065038698,0.0003510508214080887
4.6869041923142115e+19,2.101531698522466,1104518.9619288594,75082.58059758568,15.780923508369842,0.0003721229449374656
4.9682395947343675e+19,2.101531698522466,1170818.6501419262,79589.47622856627,16.728186836916088,0.00039445994056785044
5.266462393484259e+19,2.101531698522466,1241098.033415624,84366.90209528116,17.732310450802096,0.0004181377333207481
5.582586268862678e+19,2.101531698522466,1315595.9963239492,89431.09700475755,18.796707436918645,0.00044323680568151186
5.917685748188806e+19,2.101531698522466,1394565.76269023,94799.27451219875,19.924995755594324,0.0004698424711649958
