material,velocity,magnetic_field,re,ha,interaction,rm,feedback,classification
PbLi,0.10913767146512733,0.8830819666690685,30316.019851424262,955.0320773866998,30.085950375662694,0.005485857710475848,4.844462015833684e-05,drag-important
PbLi,0.10913767146512733,0.9172120470309147,30316.019851424262,991.9429449840719,32.45646397270872,0.005485857710475848,5.031694780345879e-05,drag-important
PbLi,0.10913767146512733,0.9526612148947965,30316.019851424262,1030.2803742426179,35.01375361118322,0.005485857710475848,5.2261638712019065e-05,drag-important
PbLi,0.10913767146512733,0.989480451442697,30316.019851424262,1070.0995000942853,37.77253563344139,0.005485857710475848,5.428148963912042e-05,drag-important
PbLi,0.10913767146512733,1.0277227082193783,30316.019851424262,1111.4575883713571,40.74868590278471,0.005485857710475848,5.637940543116395e-05,drag-important
PbLi,0.10913767146512733,1.067442983284588,30316.019851424262,1154.4141181632444,43.95933116371845,0.005485857710475848,5.855840320345098e-05,drag-important
PbLi,0.10913767146512733,1.1086984003084581,30316.019851424262,1199.0308673562743,47.42294760060981,0.005485857710475848,6.082161667924392e-05,drag-important
PbLi,0.10913767146512733,1.1515482907238497,30316.019851424262,1245.3720014794894,51.15946716191918,0.005485857710475848,6.317230069652712e-05,drag-important
PbLi,0.10913767146512733,1.1960542790537871,30316.019851424262,1293.5041659842332,55.1903922618642,0.005485857710475848,6.561383588894848e-05,drag-important
PbLi,0.10913767146512733,1.2422803715366988,30316.019851424262,1343.4965820902332,59.5389195195866,0.005485857710475848,6.814973354767399e-05,drag-important
PbLi,0.10913767146512733,1.290293048176919,30316.019851424262,1395.4211463360216,64.2300732478989,0.005485857710475848,7.078364067114735e-05,drag-important
PbLi,0.10913767146512733,1.3401613583528338,30316.019851424262,1449.3525339768655,69.29084945979389,0.005485857710475848,7.351934521001678e-05,drag-important
PbLi,0.10913767146512733,1.3919570201201679,30316.019851424262,1505.3683063789003,74.75037122142587,0.005485857710475848,7.636078151477207e-05,drag-important
PbLi,0.10913767146512733,1.4457545233532292,30316.019851424262,1563.549022563927,80.64005624556812,0.005485857710475848,7.931203599392646e-05,drag-important
PbLi,0.10913767146512733,1.5016312368724398,30316.019851424262,1623.9783550652794,86.99379768999027,0.005485857710475848,8.237735299088057e-05,drag-important
PbLi,0.10913767146512733,1.5596675197122196,30316.019851424262,1686.743210261386,93.84815920118952,0.005485857710475848,8.55611408879202e-05,drag-important
PbLi,0.10913767146512733,1.6199468366892449,30316.019851424262,1751.9338533600842,101.24258532588728,0.005485857710475848,8.886797844612652e-05,drag-important
PbLi,0.10913767146512733,1.682555878437282,30316.019851424262,1819.6440382134297,109.21962850113783,0.005485857710475848,9.230262139031625e-05,drag-important
PbLi,0.10913767146512733,1.747584686081229,30316.019851424262,1889.9711421496968,117.82519392930188,0.005485857710475848,9.587000924848223e-05,drag-important
PbLi,0.10913767146512733,1.8151267807296594,30316.019851424262,1963.0163060164757,127.108803747057,0.005485857710475848,9.957527245557004e-05,drag-important
PbLi,0.10913767146512733,1.8852792979721031,30316.019851424262,2038.884579636273,137.12388200864967,0.005485857710475848,0.00010342373973180755,drag-important
PbLi,0.10913767146512733,1.958143127574487,30316.019851424262,2117.685072883796,147.92806212337135,0.005485857710475848,0.0001074209457461979,drag-important
PbLi,0.10913767146512733,2.0338230585736428,30316.019851424262,2199.531112602203,159.58351851645844,0.005485857710475848,0.00011157263907619788,drag-important
PbLi,0.10913767146512733,2.1124279299795465,30316.019851424262,2284.54040558398,172.15732442201244,0.005485857710475848,0.00011588479047502827,drag-important
PbLi,0.10913767146512733,2.1940707873020178,30316.019851424262,2372.835207850829,185.72183786691812,0.005485857710475848,0.00012036360145850586,drag-important
PbLi,0.10913767146512733,2.278869045127002,30316.019851424262,2464.542500476041,200.3551180669694,0.005485857710475848,0.00012501551322374697,drag-important
PbLi,0.10913767146512733,2.3669446559762215,30316.019851424262,2559.794172202177,216.14137463141907,0.005485857710475848,0.00012984721591256755,drag-important
PbLi,0.10913767146512733,2.4584242856930683,30316.019851424262,2658.727209116729,233.17145216097796,0.005485857710475848,0.00013486565823290396,drag-important
PbLi,0.10913767146512733,2.553439495606943,30316.019851424262,2761.4838916585054,251.54335302795832,0.005485857710475848,0.00014007805745208906,drag-important
PbLi,0.10913767146512733,2.6521269317380396,30316.019851424262,2868.211999238091,271.3628013469874,0.005485857710475848,0.00014549190977635772,drag-important
PbLi,0.10913767146512733,2.7546285213146695,30316.019851424262,2979.065022766645,292.7438513817535,0.005485857710475848,0.00015111500113150763,drag-important
PbLi,0.10913767146512733,2.8610916768857493,30316.019851424262,3094.202385398685,315.80954388895873,0.005485857710475848,0.00015695541836021959,drag-important
PbLi,0.10913767146512733,2.9716695083219946,30316.019851424262,3213.789671806322,340.69261417651944,0.005485857710475848,0.0001630215608521418,drag-important
PbLi,0.10913767146512733,3.086521043010717,30316.019851424262,3337.9988663146796,367.5362559506512,0.005485857710475848,0.00016932215262346298,drag-important
PbLi,0.10913767146512733,3.2058114545608856,30316.019851424262,3467.008600240959,396.4949453475194,0.005485857710475848,0.00017586625486334622,drag-important
PbLi,0.10913767146512733,3.3297123003473708,30316.019851424262,3601.004408792873,427.73532989148316,0.005485857710475848,0.00018266327896526892,drag-important
PbLi,0.10913767146512733,3.458401768235997,30316.019851424262,3740.178997895903,461.43718749558735,0.005485857710475848,0.00018972300006200746,drag-important
PbLi,0.10913767146512733,3.592064932844225,30316.019851424262,3884.732521333116,497.7944610230277,0.005485857710475848,0.00019705557108373398,drag-important
PbLi,0.10913767146512733,3.730894021706014,30316.019851424262,4034.8728685961046,537.016374363144,0.005485857710475848,0.00020467153735944182,drag-important
PbLi,0.10913767146512733,3.8750886917236347,30316.019851424262,4190.815963861036,579.3286364445823,0.005485857710475848,0.00021258185178269864,drag-important
PbLi,0.10913767146512733,4.024856316304029,30316.019851424262,4352.78607651977,624.9747401143178,0.005485857710475848,0.00022079789056353872,drag-important
PbLi,0.10913767146512733,4.180412283592646,30316.019851424262,4521.016143712635,674.2173633571496,0.005485857710475848,0.00022933146958914658,drag-important
PbLi,0.10913767146512733,4.34198030623367,30316.019851424262,4695.74810532673,727.3398809192182,0.005485857710475848,0.00023819486141686257,drag-important
PbLi,0.10913767146512733,4.509792743102108,30316.019851424262,4877.233251941492,784.647995034422,0.005485857710475848,0.0002474008129239472,drag-important
PbLi,0.10913767146512733,4.684090933470462,30316.019851424262,5065.73258622199,846.4714946380317,0.005485857710475848,0.0002569625636394895,drag-important
PbLi,0.10913767146512733,4.865125544090534,30316.019851424262,5261.5171982796055,913.1661531911647,0.005485857710475848,0.00026689386478482056,drag-important
PbLi,0.10913767146512733,5.053156929689541,30316.019851424262,5464.868655539986,985.115776037479,0.005485857710475848,0.0002772089990498183,drag-important
PbLi,0.10913767146512733,5.2484555073989805,30316.019851424262,5676.079407678933,1062.7344090739282,0.005485857710475848,0.0002879228011335412,drag-important
PbLi,0.10913767146512733,5.451302145654736,30316.019851424262,5895.453207208576,1146.468721445735,0.005485857710475848,0.0002990506790787356,drag-important
PbLi,0.10913767146512733,5.661988568127707,30316.019851424262,6123.305546318719,1236.8005759771947,0.005485857710475848,0.00031060863643089483,drag-important
PbLi,0.10913767146512733,5.880817773265887,30316.019851424262,6359.9641106015915,1334.2498021302747,0.005485857710475848,0.0003226132952537407,drag-important
PbLi,0.10913767146512733,6.108104470051255,30316.019851424262,6605.769250312519,1439.3771874484498,0.005485857710475848,0.0003350819200342267,drag-important
PbLi,0.10913767146512733,6.344175530598146,30316.019851424262,6861.074469844271,1552.7877047005327,0.005485857710475848,0.0003480324425114403,drag-important
PbLi,0.10913767146512733,6.589370460244033,30316.019851424262,7126.246936119025,1675.1339932956266,0.005485857710475848,0.0003614834874651151,drag-important
PbLi,0.10913767146512733,6.844041885808749,30316.019851424262,7401.668006629062,1807.1201150035674,0.005485857710475848,0.0003754543995008358,drag-important
PbLi,0.10913767146512733,7.108556062724371,30316.019851424262,7687.733777885637,1949.5056055937753,0.005485857710475848,0.0003899652708704632,drag-important
PbLi,0.10913767146512733,7.383293401765052,30316.019851424262,7984.855655064726,2103.1098457083167,0.005485857710475848,0.0004050369703677826,drag-important
PbLi,0.10913767146512733,7.668649016134385,30316.019851424262,8293.46094366896,2268.8167761221152,0.005485857710475848,0.00042069117334093834,drag-important
PbLi,0.10913767146512733,7.965033289697003,30316.019851424262,8613.993464056537,2447.5799845250053,0.005485857710475848,0.000436950392864811,drag-important
PbLi,0.10913767146512733,8.272872467171695,30316.019851424262,8946.914189721,2640.4281930983866,0.005485857710475848,0.0004538380121181719,drag-important
PbLi,0.10913767146512733,8.59260926713478,30316.019851424262,9292.701910239759,2848.4711784656233,0.005485857710475848,0.0004713783180121755,drag-important
PbLi,0.10913767146512733,8.924703518715342,30316.019851424262,9651.853919844798,3072.9061580835055,0.005485857710475848,0.0004895965361185548,drag-important
PbLi,0.10913767146512733,9.26963282289799,30316.019851424262,10024.886732605826,3315.0246798263283,0.005485857710475848,0.0005085188669477492,drag-important
PbLi,0.10913767146512733,9.627893239384193,30316.019851424262,10412.336825254431,3576.220054409816,0.005485857710475848,0.0005281725236291405,drag-important
PbLi,0.10913767146512733,10.0,30316.019851424262,10814.761408717502,3857.9953734259943,0.005485857710475848,0.0005485857710475847,drag-important
PbLi,0.1156887528316282,0.5,32135.76467545228,540.7380704358751,9.098823811156075,0.005815150975980937,2.9075754879904688e-05,drag-important
PbLi,0.1156887528316282,0.5193244124838053,32135.76467545228,561.6369614734748,9.81573271023208,0.005815150975980937,3.0199498641059274e-05,drag-important
PbLi,0.1156887528316282,0.5393956908032993,32135.76467545228,583.3435700928039,10.589127851952348,0.005815150975980937,3.136667377814718e-05,drag-important
PbLi,0.1156887528316282,0.5602427004454394,32135.76467545228,605.8891136293018,11.423459865416586,0.005815150975980937,3.257895886281493e-05,drag-important
PbLi,0.1156887528316282,0.5818954225143368,32135.76467545228,629.3060159317416,12.323530050940281,0.005815150975980937,3.3838097341530856e-05,drag-important
PbLi,0.1156887528316282,0.6043849968485473,32135.76467545228,653.627953992552,13.294518009924301,0.005815150975980937,3.5145900042920655e-05,drag-important
PbLi,0.1156887528316282,0.6277437668047968,32135.76467545228,678.8899063803476,14.342011451720047,0.005815150975980937,3.6504247782008644e-05,drag-important
PbLi,0.1156887528316282,0.652005325772544,32135.76467545228,705.1282035443193,15.472038349018725,0.005815150975980937,3.7915094065109785e-05,drag-important
PbLi,0.1156887528316282,0.6772045654862772,32135.76467545228,732.3805800628296,16.69110162680819,0.005815150975980937,3.9380467899262716e-05,drag-important
PbLi,0.1156887528316282,0.7033777262050231,32135.76467545228,760.6862289113551,18.00621658452055,0.005815150975980937,4.090247671024393e-05,drag-important
PbLi,0.1156887528316282,0.7305624488312371,32135.76467545228,790.0858578278219,19.424951266722573,0.005815150975980937,4.2483309373359924e-05,drag-important
PbLi,0.1156887528316282,0.7587978290440246,32135.76467545228,820.6217478563939,20.955470014668485,0.005815150975980937,4.412523936137576e-05,drag-important
PbLi,0.1156887528316282,0.7881244735245502,32135.76467545228,852.3378141539105,22.606580449339862,0.005815150975980937,4.58306280141075e-05,drag-important
PbLi,0.1156887528316282,0.818584558354491,32135.76467545228,885.2796691464209,24.387784156344075,0.005815150975980937,4.760192793438043e-05,drag-important
PbLi,0.1156887528316282,0.8502218896715226,32135.76467545228,919.4946881266453,26.309331364345933,0.005815150975980937,4.944168651523712e-05,drag-important
PbLi,0.1156887528316282,0.8830819666690685,32135.76467545228,955.0320773866998,28.38227993168856,0.005815150975980937,5.1352549603467994e-05,drag-important
PbLi,0.1156887528316282,0.9172120470309147,32135.76467545228,991.9429449840719,30.61855898065154,0.005815150975980937,5.333726530473297e-05,drag-important
PbLi,0.1156887528316282,0.9526612148947965,32135.76467545228,1030.2803742426179,33.03103754554019,0.005815150975980937,5.539868793574662e-05,drag-important
PbLi,0.1156887528316282,0.989480451442697,32135.76467545228,1070.0995000942853,35.633598629652745,0.005815150975980937,5.753978212921058e-05,drag-important
PbLi,0.1156887528316282,1.0277227082193783,32135.76467545228,1111.4575883713571,38.441219097298074,0.005815150975980937,5.976362709739689e-05,drag-important
PbLi,0.1156887528316282,1.067442983284588,32135.76467545228,1154.4141181632444,41.470055860616164,0.005815150975980937,6.207342106051375e-05,drag-important
PbLi,0.1156887528316282,1.1086984003084581,32135.76467545228,1199.0308673562743,44.737538857176915,0.005815150975980937,6.447248584622233e-05,drag-important
PbLi,0.1156887528316282,1.1515482907238497,32135.76467545228,1245.3720014794894,48.262471353412764,0.005815150975980937,6.696427166691976e-05,drag-important
PbLi,0.1156887528316282,1.1960542790537871,32135.76467545228,1293.5041659842332,52.06513815109703,0.005815150975980937,6.955236208165806e-05,drag-important
PbLi,0.1156887528316282,1.2422803715366988,32135.76467545228,1343.4965820902332,56.16742231956039,0.005815150975980937,7.224047914983596e-05,drag-important
PbLi,0.1156887528316282,1.290293048176919,32135.76467545228,1395.4211463360216,60.59293112539984,0.005815150975980937,7.503248878407429e-05,drag-important
PbLi,0.1156887528316282,1.3401613583528338,32135.76467545228,1449.3525339768655,65.36713188436357,0.005815150975980937,7.79324063099742e-05,drag-important
PbLi,0.1156887528316282,1.3919570201201679,32135.76467545228,1505.3683063789003,70.5174985171933,0.005815150975980937,8.09444022407531e-05,drag-important
PbLi,0.1156887528316282,1.4457545233532292,32135.76467545228,1563.549022563927,76.07366965280421,0.005815150975980937,8.407280827506385e-05,drag-important
PbLi,0.1156887528316282,1.5016312368724398,32135.76467545228,1623.9783550652794,82.06761918863266,0.005815150975980937,8.732212352662231e-05,drag-important
PbLi,0.1156887528316282,1.5596675197122196,32135.76467545228,1686.743210261386,88.53384028966921,0.005815150975980937,9.069702099460283e-05,drag-important
PbLi,0.1156887528316282,1.6199468366892449,32135.76467545228,1751.9338533600842,95.50954388503021,0.005815150975980937,9.420235428410694e-05,drag-important
PbLi,0.1156887528316282,1.682555878437282,32135.76467545228,1819.6440382134297,103.03487280434776,0.005815150975980937,9.784316458637024e-05,drag-important
PbLi,0.1156887528316282,1.747584686081229,32135.76467545228,1889.9711421496968,111.15313278626243,0.005815150975980937,0.00010162468792874598,drag-important
PbLi,0.1156887528316282,1.8151267807296594,32135.76467545228,1963.0163060164757,119.91104168839377,0.005815150975980937,0.00010555236270489216,drag-important
PbLi,0.1156887528316282,1.8852792979721031,32135.76467545228,2038.884579636273,129.3589983329088,0.005815150975980937,0.00010963183749599133,drag-important
PbLi,0.1156887528316282,1.958143127574487,32135.76467545228,2117.685072883796,139.55137253480433,0.005815150975980937,0.00011386897919425141,drag-important
PbLi,0.1156887528316282,2.0338230585736428,32135.76467545228,2199.531112602203,150.54681798191865,0.005815150975980937,0.00011826988144037054,drag-important
PbLi,0.1156887528316282,2.1124279299795465,32135.76467545228,2284.54040558398,162.40860976719117,0.005815150975980937,0.0001228408733870995,drag-important
PbLi,0.1156887528316282,2.1940707873020178,32135.76467545228,2372.835207850829,175.205008515555,0.005815150975980937,0.00012758852880150593,drag-important
PbLi,0.1156887528316282,2.278869045127002,32135.76467545228,2464.542500476041,189.00965320089153,0.005815150975980937,0.0001325196755190303,drag-important
PbLi,0.1156887528316282,2.3669446559762215,32135.76467545228,2559.794172202177,203.9019849135738,0.005815150975980937,0.00013764140526292988,drag-important
PbLi,0.1156887528316282,2.4584242856930683,32135.76467545228,2658.727209116729,219.96770401724208,0.005815150975980937,0.00014296108384323283,drag-important
PbLi,0.1156887528316282,2.553439495606943,32135.76467545228,2761.4838916585054,237.2992633255919,0.005815150975980937,0.00014848636174986986,drag-important
PbLi,0.1156887528316282,2.6521269317380396,32135.76467545228,2868.211999238091,255.99640013724326,0.005815150975980937,0.0001542251851552179,drag-important
PbLi,0.1156887528316282,2.7546285213146695,32135.76467545228,2979.065022766645,276.16671019037227,0.005815150975980937,0.00016018580734187925,drag-important
PbLi,0.1156887528316282,2.8610916768857493,32135.76467545228,3094.202385398685,297.9262668400209,0.005815150975980937,0.000166376800572131,drag-important
PbLi,0.1156887528316282,2.9716695083219946,32135.76467545228,3213.789671806322,321.40028902124226,0.005815150975980937,0.0001728070684161144,drag-important
PbLi,0.1156887528316282,3.086521043010717,32135.76467545228,3337.9988663146796,346.723861841986,0.005815150975980937,0.0001794858585564947,drag-important
PbLi,0.1156887528316282,3.2058114545608856,32135.76467545228,3467.008600240959,374.0427139524914,0.005815150975980937,0.000186422776088006,drag-important
PbLi,0.1156887528316282,3.3297123003473708,32135.76467545228,3601.004408792873,403.51405616468986,0.005815150975980937,0.00019362779733100743,drag-important
PbLi,0.1156887528316282,3.458401768235997,32135.76467545228,3740.178997895903,435.3074861475884,0.005815150975980937,0.00020111128417891756,drag-important
PbLi,0.1156887528316282,3.592064932844225,32135.76467545228,3884.732521333116,469.60596440485216,0.005815150975980937,0.00020888399900015998,drag-important
PbLi,0.1156887528316282,3.730894021706014,32135.76467545228,4034.8728685961046,506.60686715100945,0.005815150975980937,0.0002169571201160517,drag-important
PbLi,0.1156887528316282,3.8750886917236347,32135.76467545228,4190.815963861036,546.5231221452278,0.005815150975980937,0.00022534225787689387,drag-important
PbLi,0.1156887528316282,4.024856316304029,32135.76467545228,4352.78607651977,589.5844340190022,0.005815150975980937,0.00023405147135938418,drag-important
PbLi,0.1156887528316282,4.180412283592646,32135.76467545228,4521.016143712635,636.0386061491037,0.005815150975980937,0.00024309728570936473,drag-important
PbLi,0.1156887528316282,4.34198030623367,32135.76467545228,4695.74810532673,686.1529666827274,0.005815150975980937,0.00025249271015484736,drag-important
PbLi,0.1156887528316282,4.509792743102108,32135.76467545228,4877.233251941492,740.2159069211257,0.005815150975980937,0.00026225125671521974,drag-important
PbLi,0.1156887528316282,4.684090933470462,32135.76467545228,5065.73258622199,798.5385409146226,0.005815150975980937,0.0002723869596335421,drag-important
PbLi,0.1156887528316282,4.865125544090534,32135.76467545228,5261.5171982796055,861.456495819403,0.005815150975980937,0.0002829143955598786,drag-important
PbLi,0.1156887528316282,5.053156929689541,32135.76467545228,5464.868655539986,929.3318433189924,0.005815150975980937,0.00029384870451468973,drag-important
PbLi,0.1156887528316282,5.2484555073989805,32135.76467545228,5676.079407678933,1002.5551832251025,0.005815150975980937,0.000305205611662437,drag-important
PbLi,0.1156887528316282,5.451302145654736,32135.76467545228,5895.453207208576,1081.5478912482647,0.005815150975980937,0.00031700144992671115,drag-important
PbLi,0.1156887528316282,5.661988568127707,32135.76467545228,6123.305546318719,1166.7645438734187,0.005815150975980937,0.0003292531834794074,drag-important
PbLi,0.1156887528316282,5.880817773265887,32135.76467545228,6359.9641106015915,1258.6955342947979,0.005815150975980937,0.0003419784321377317,drag-important
PbLi,0.1156887528316282,6.108104470051255,32135.76467545228,6605.769250312519,1357.8698944639407,0.005815150975980937,0.00035519549670412075,drag-important
PbLi,0.1156887528316282,6.344175530598146,32135.76467545228,6861.074469844271,1464.8583394907603,0.005815150975980937,0.00036892338528552186,drag-important
PbLi,0.1156887528316282,6.589370460244033,32135.76467545228,7126.246936119025,1580.276551917185,0.005815150975980937,0.00038318184062988045,drag-important
PbLi,0.1156887528316282,6.844041885808749,32135.76467545228,7401.668006629062,1704.7887247632518,0.005815150975980937,0.00039799136851915155,drag-important
PbLi,0.1156887528316282,7.108556062724371,32135.76467545228,7687.733777885637,1839.111383734701,0.005815150975980937,0.00041337326725966836,drag-important
PbLi,0.1156887528316282,7.383293401765052,32135.76467545228,7984.855655064726,1984.0175105875808,0.005815150975980937,0.00042934965831227664,drag-important
PbLi,0.1156887528316282,7.668649016134385,32135.76467545228,8293.46094366896,2140.3409913784603,0.005815150975980937,0.00044594351810629113,drag-important
PbLi,0.1156887528316282,7.965033289697003,32135.76467545228,8613.993464056537,2308.981415198406,0.005815150975980937,0.00046317871108302185,drag-important
PbLi,0.1156887528316282,8.272872467171695,32135.76467545228,8946.914189721,2490.9092510058467,0.005815150975980937,0.0004810800240163931,drag-important
PbLi,0.1156887528316282,8.59260926713478,32135.76467545228,9292.701910239759,2687.1714323492547,0.005815150975980937,0.0004996732016600166,drag-important
PbLi,0.1156887528316282,8.924703518715342,32135.76467545228,9651.853919844798,2898.8973821178347,0.005815150975980937,0.0005189849837719802,drag-important
PbLi,0.1156887528316282,9.26963282289799,32135.76467545228,10024.886732605826,3127.30551199065,0.005815150975980937,0.0005390431435706017,drag-important
PbLi,0.1156887528316282,9.627893239384193,32135.76467545228,10412.336825254431,3373.710233986323,0.005815150975980937,0.0005598765276764526,drag-important
PbLi,0.1156887528316282,10.0,32135.76467545228,10814.761408717502,3639.5295244624303,0.005815150975980937,0.0005815150975980938,drag-important
PbLi,0.12263306841775631,0.5,34064.74122715453,540.7380704358751,8.583586731773854,0.006164210349254365,3.082105174627182e-05,drag-important
PbLi,0.12263306841775631,0.5193244124838053,34064.74122715453,561.6369614734748,9.259899389510386,0.006164210349254365,3.201224918053115e-05,drag-important
PbLi,0.12263306841775631,0.5393956908032993,34064.74122715453,583.3435700928039,9.989499655948007,0.006164210349254365,3.3249484995929044e-05,drag-important
PbLi,0.12263306841775631,0.5602427004454394,34064.74122715453,605.8891136293018,10.77658613539879,0.006164210349254365,3.45345385217999e-05,drag-important
PbLi,0.12263306841775631,0.5818954225143368,34064.74122715453,629.3060159317416,11.625688246009371,0.006164210349254365,3.586925785646616e-05,drag-important
PbLi,0.12263306841775631,0.6043849968485473,34064.74122715453,653.627953992552,12.541692285040044,0.006164210349254365,3.725556252507881e-05,drag-important
PbLi,0.12263306841775631,0.6277437668047968,34064.74122715453,678.8899063803476,13.52986954786317,0.006164210349254365,3.869544624018047e-05,drag-important
PbLi,0.12263306841775631,0.652005325772544,34064.74122715453,705.1282035443193,14.59590666249635,0.006164210349254365,4.019097976896079e-05,drag-important
PbLi,0.12263306841775631,0.6772045654862772,34064.74122715453,732.3805800628296,15.745938314235397,0.006164210349254365,4.1744313911328144e-05,drag-important
PbLi,0.12263306841775631,0.7033777262050231,34064.74122715453,760.6862289113551,16.986582548706277,0.006164210349254365,4.335768259308005e-05,drag-important
PbLi,0.12263306841775631,0.7305624488312371,34064.74122715453,790.0858578278219,18.32497885649338,0.006164210349254365,4.5033406078621244e-05,drag-important
PbLi,0.12263306841775631,0.7587978290440246,34064.74122715453,820.6217478563939,19.768829258508195,0.006164210349254365,4.67738943078492e-05,drag-important
PbLi,0.12263306841775631,0.7881244735245502,34064.74122715453,852.3378141539105,21.326442628531005,0.006164210349254365,4.858165036200679e-05,drag-important
PbLi,0.12263306841775631,0.818584558354491,34064.74122715453,885.2796691464209,23.006782507986827,0.006164210349254365,5.0459274063485664e-05,drag-important
PbLi,0.12263306841775631,0.8502218896715226,34064.74122715453,919.4946881266453,24.81951868811363,0.006164210349254365,5.240946571475801e-05,drag-important
PbLi,0.12263306841775631,0.8830819666690685,34064.74122715453,955.0320773866998,26.77508285636089,0.006164210349254365,5.4435029981813686e-05,drag-important
PbLi,0.12263306841775631,0.9172120470309147,34064.74122715453,991.9429449840719,28.884728627244716,0.006164210349254365,5.653887992768744e-05,drag-important
PbLi,0.12263306841775631,0.9526612148947965,34064.74122715453,1030.2803742426179,31.160596303116986,0.006164210349254365,5.8724041201877395e-05,drag-important
PbLi,0.12263306841775631,0.989480451442697,34064.74122715453,1070.0995000942853,33.61578273752505,0.006164210349254365,6.0993656391679525e-05,drag-important
PbLi,0.12263306841775631,1.0277227082193783,34064.74122715453,1111.4575883713571,36.264416703201896,0.006164210349254365,6.335098954169615e-05,drag-important
PbLi,0.12263306841775631,1.067442983284588,34064.74122715453,1154.4141181632444,39.12174019840459,0.006164210349254365,6.57994308480181e-05,drag-important
PbLi,0.12263306841775631,1.1086984003084581,34064.74122715453,1199.0308673562743,42.204196159491275,0.006164210349254365,6.834250153383155e-05,drag-important
PbLi,0.12263306841775631,1.1515482907238497,34064.74122715453,1245.3720014794894,45.52952308449349,0.006164210349254365,7.098385891346128e-05,drag-important
PbLi,0.12263306841775631,1.1960542790537871,34064.74122715453,1293.5041659842332,49.11685711221025,0.006164210349254365,7.37273016521332e-05,drag-important
PbLi,0.12263306841775631,1.2422803715366988,34064.74122715453,1343.4965820902332,52.98684214425518,0.006164210349254365,7.657677522902074e-05,drag-important
PbLi,0.12263306841775631,1.290293048176919,34064.74122715453,1395.4211463360216,57.16174864377177,0.006164210349254365,7.953637761143124e-05,drag-important
PbLi,0.12263306841775631,1.3401613583528338,34064.74122715453,1449.3525339768655,61.665601794463676,0.006164210349254365,8.261036514829324e-05,drag-important
PbLi,0.12263306841775631,1.3919570201201679,34064.74122715453,1505.3683063789003,66.52431975745179,0.006164210349254365,8.580315869142004e-05,drag-important
PbLi,0.12263306841775631,1.4457545233532292,34064.74122715453,1563.549022563927,71.76586282158055,0.006164210349254365,8.911934995335286e-05,drag-important
PbLi,0.12263306841775631,1.5016312368724398,34064.74122715453,1623.9783550652794,77.42039430548253,0.006164210349254365,9.256370811092724e-05,drag-important
PbLi,0.12263306841775631,1.5596675197122196,34064.74122715453,1686.743210261386,83.52045413733913,0.006164210349254365,9.61411866640595e-05,drag-important
PbLi,0.12263306841775631,1.6199468366892449,34064.74122715453,1751.9338533600842,90.10114611123065,0.006164210349254365,9.985693055961712e-05,drag-important
PbLi,0.12263306841775631,1.682555878437282,34064.74122715453,1819.6440382134297,97.20033989767248,0.006164210349254365,0.0001037162835906186,drag-important
PbLi,0.12263306841775631,1.747584686081229,34064.74122715453,1889.9711421496968,104.85888897084105,0.006164210349254365,0.0001077247960814035,drag-important
PbLi,0.12263306841775631,1.8151267807296594,34064.74122715453,1963.0163060164757,113.12086570658654,0.006164210349254365,0.00011188823286982523,drag-important
PbLi,0.12263306841775631,1.8852792979721031,34064.74122715453,2038.884579636273,122.03381500414305,0.006164210349254365,0.00011621258159794639,drag-important
PbLi,0.12263306841775631,1.958143127574487,34064.74122715453,2117.685072883796,131.64902789104352,0.006164210349254365,0.0001207040613231596,drag-important
PbLi,0.12263306841775631,2.0338230585736428,34064.74122715453,2199.531112602203,142.0218366857444,0.006164210349254365,0.0001253691314621181,drag-important
PbLi,0.12263306841775631,2.1124279299795465,34064.74122715453,2284.54040558398,153.2119334165209,0.006164210349254365,0.00013021450108033892,drag-important
PbLi,0.12263306841775631,2.1940707873020178,34064.74122715453,2372.835207850829,165.2837133290267,0.006164210349254365,0.00013524713854083767,drag-important
PbLi,0.12263306841775631,2.278869045127002,34064.74122715453,2464.542500476041,178.3066454592898,0.006164210349254365,0.00014047428152567275,drag-important
PbLi,0.12263306841775631,2.3669446559762215,34064.74122715453,2559.794172202177,192.35567240466514,0.006164210349254365,0.00014590344744480936,drag-important
PbLi,0.12263306841775631,2.4584242856930683,34064.74122715453,2658.727209116729,207.51164159329494,0.006164210349254365,0.0001515424442472748,drag-important
PbLi,0.12263306841775631,2.553439495606943,34064.74122715453,2761.4838916585054,223.86177053388394,0.006164210349254365,0.0001573993816501516,drag-important
PbLi,0.12263306841775631,2.6521269317380396,34064.74122715453,2868.211999238091,241.50014872314793,0.006164210349254365,0.00016348268280155846,drag-important
PbLi,0.12263306841775631,2.7546285213146695,34064.74122715453,2979.065022766645,260.5282790992438,0.006164210349254365,0.00016980109639439133,drag-important
PbLi,0.12263306841775631,2.8610916768857493,34064.74122715453,3094.202385398685,281.0556621570628,0.006164210349254365,0.00017636370924824658,drag-important
PbLi,0.12263306841775631,2.9716695083219946,34064.74122715453,3213.789671806322,303.2004260867751,0.006164210349254365,0.00018317995937762064,drag-important
PbLi,0.12263306841775631,3.086521043010717,34064.74122715453,3337.9988663146796,327.09000656186146,0.006164210349254365,0.00019025964956518037,drag-important
PbLi,0.12263306841775631,3.2058114545608856,34064.74122715453,3467.008600240959,352.86188008858187,0.006164210349254365,0.00019761296145962394,drag-important
