Ha,cells_per_half_width,cell_size_over_a,delta_H_over_a,cells_per_Hartmann_layer,resolution_label,alpha_eff_a2_over_nu,closure_recommended
1.00000000e+00,4,2.50000000e-01,1.00000000e+00,4.00000000e+00,marginal,4.19452805e+00,True
1.05361130e+00,4,2.50000000e-01,9.49116623e-01,3.79646649e+00,underresolved,4.32540418e+00,True
1.11009677e+00,4,2.50000000e-01,9.00822364e-01,3.60328946e+00,underresolved,4.47054884e+00,True
1.16961051e+00,4,2.50000000e-01,8.54985480e-01,3.41994192e+00,underresolved,4.63150293e+00,True
1.23231485e+00,4,2.50000000e-01,8.11480932e-01,3.24592373e+00,underresolved,4.80997090e+00,True
1.29838085e+00,4,2.50000000e-01,7.70190042e-01,3.08076017e+00,underresolved,5.00783767e+00,True
1.36798874e+00,4,2.50000000e-01,7.31000171e-01,2.92400069e+00,underresolved,5.22718711e+00,True
1.44132839e+00,4,2.50000000e-01,6.93804414e-01,2.77521766e+00,underresolved,5.47032255e+00,True
1.51859988e+00,4,2.50000000e-01,6.58501303e-01,2.63400521e+00,underresolved,5.73978915e+00,True
1.60001400e+00,4,2.50000000e-01,6.24994533e-01,2.49997813e+00,underresolved,6.03839867e+00,True
1.68579283e+00,4,2.50000000e-01,5.93192700e-01,2.37277080e+00,underresolved,6.36925666e+00,True
1.77617038e+00,4,2.50000000e-01,5.63009052e-01,2.25203621e+00,underresolved,6.73579245e+00,True
1.87139318e+00,4,2.50000000e-01,5.34361251e-01,2.13744500e+00,underresolved,7.14179222e+00,True
1.97172100e+00,4,2.50000000e-01,5.07171146e-01,2.02868458e+00,underresolved,7.59143552e+00,True
2.07742753e+00,4,2.50000000e-01,4.81364565e-01,1.92545826e+00,underresolved,8.08933567e+00,True
2.18880112e+00,4,2.50000000e-01,4.56871110e-01,1.82748444e+00,underresolved,8.64058452e+00,True
2.30614560e+00,4,2.50000000e-01,4.33623965e-01,1.73449586e+00,underresolved,9.25080202e+00,True
2.42978107e+00,4,2.50000000e-01,4.11559714e-01,1.64623886e+00,underresolved,9.92619134e+00,True
2.56004479e+00,4,2.50000000e-01,3.90618166e-01,1.56247266e+00,underresolved,1.06736002e+01,True
2.69729212e+00,4,2.50000000e-01,3.70742194e-01,1.48296878e+00,underresolved,1.15005892e+01,True
2.84189746e+00,4,2.50000000e-01,3.51877580e-01,1.40751032e+00,underresolved,1.24155078e+01,True
2.99425528e+00,4,2.50000000e-01,3.33972860e-01,1.33589144e+00,underresolved,1.34275795e+01,True
3.15478120e+00,4,2.50000000e-01,3.16979193e-01,1.26791677e+00,underresolved,1.45469965e+01,True
3.32391313e+00,4,2.50000000e-01,3.00850221e-01,1.20340089e+00,underresolved,1.57850257e+01,True
3.50211243e+00,4,2.50000000e-01,2.85541946e-01,1.14216778e+00,underresolved,1.71541268e+01,True
3.68986524e+00,4,2.50000000e-01,2.71012608e-01,1.08405043e+00,underresolved,1.86680838e+01,True
3.88768371e+00,4,2.50000000e-01,2.57222571e-01,1.02889028e+00,underresolved,2.03421525e+01,True
4.09610750e+00,4,2.50000000e-01,2.44134218e-01,9.76536872e-01,underresolved,2.21932232e+01,True
4.31570515e+00,4,2.50000000e-01,2.31711844e-01,9.26847378e-01,underresolved,2.42400029e+01,True
4.54707572e+00,4,2.50000000e-01,2.19921563e-01,8.79686253e-01,underresolved,2.65032174e+01,True
4.79085036e+00,4,2.50000000e-01,2.08731212e-01,8.34924846e-01,underresolved,2.90058351e+01,True
5.04769408e+00,4,2.50000000e-01,1.98110263e-01,7.92441050e-01,underresolved,3.17733160e+01,True
5.31830753e+00,4,2.50000000e-01,1.88029743e-01,7.52118974e-01,underresolved,3.48338872e+01,True
5.60342891e+00,4,2.50000000e-01,1.78462155e-01,7.13848620e-01,underresolved,3.82188484e+01,True
5.90383603e+00,4,2.50000000e-01,1.69381398e-01,6.77525592e-01,underresolved,4.19629104e+01,True
6.22034836e+00,4,2.50000000e-01,1.60762700e-01,6.43050802e-01,underresolved,4.61045703e+01,True
6.55382933e+00,4,2.50000000e-01,1.52582551e-01,6.10330206e-01,underresolved,5.06865271e+01,True
6.90518864e+00,4,2.50000000e-01,1.44818636e-01,5.79274544e-01,underresolved,5.57561425e+01,True
7.27538479e+00,4,2.50000000e-01,1.37449775e-01,5.49799099e-01,underresolved,6.13659520e+01,True
7.66542763e+00,4,2.50000000e-01,1.30455866e-01,5.21823464e-01,underresolved,6.75742319e+01,True
8.07638118e+00,4,2.50000000e-01,1.23817831e-01,4.95271324e-01,underresolved,7.44456273e+01,True
8.50936648e+00,4,2.50000000e-01,1.17517562e-01,4.70070246e-01,underresolved,8.20518506e+01,True
8.96556469e+00,4,2.50000000e-01,1.11537871e-01,4.46151485e-01,underresolved,9.04724549e+01,True
9.44622028e+00,4,2.50000000e-01,1.05862448e-01,4.23449791e-01,underresolved,9.97956938e+01,True
9.95264444e+00,4,2.50000000e-01,1.00475809e-01,4.01903235e-01,underresolved,1.10119475e+02,True
1.04862187e+01,4,2.50000000e-01,9.53632604e-02,3.81453042e-01,underresolved,1.21552416e+02,True
1.10483985e+01,4,2.50000000e-01,9.05108557e-02,3.62043423e-01,underresolved,1.34215026e+02,True
1.16407175e+01,4,2.50000000e-01,8.59053577e-02,3.43621431e-01,underresolved,1.48241000e+02,True
1.22647915e+01,4,2.50000000e-01,8.15342030e-02,3.26136812e-01,underresolved,1.63778674e+02,True
1.29223229e+01,4,2.50000000e-01,7.73854674e-02,3.09541870e-01,underresolved,1.80992629e+02,True
1.36151055e+01,4,2.50000000e-01,7.34478335e-02,2.93791334e-01,underresolved,2.00065473e+02,True
1.43450290e+01,4,2.50000000e-01,6.97105597e-02,2.78842239e-01,underresolved,2.21199820e+02,True
1.51140847e+01,4,2.50000000e-01,6.61634510e-02,2.64653804e-01,underresolved,2.44620491e+02,True
1.59243704e+01,4,2.50000000e-01,6.27968312e-02,2.51187325e-01,underresolved,2.70576948e+02,True
1.67780966e+01,4,2.50000000e-01,5.96015163e-02,2.38406065e-01,underresolved,2.99346002e+02,True
1.76775922e+01,4,2.50000000e-01,5.65687899e-02,2.26275160e-01,underresolved,3.31234819e+02,True
1.86253109e+01,4,2.50000000e-01,5.36903789e-02,2.14761515e-01,underresolved,3.66584255e+02,True
1.96238381e+01,4,2.50000000e-01,5.09584311e-02,2.03833724e-01,underresolved,4.05772553e+02,True
2.06758976e+01,4,2.50000000e-01,4.83654940e-02,1.93461976e-01,underresolved,4.49219461e+02,True
2.17843593e+01,4,2.50000000e-01,4.59044944e-02,1.83617977e-01,underresolved,4.97390784e+02,True
2.29522472e+01,4,2.50000000e-01,4.35687187e-02,1.74274875e-01,underresolved,5.50803451e+02,True
2.41827470e+01,4,2.50000000e-01,4.13517951e-02,1.65407181e-01,underresolved,6.10031135e+02,True
2.54792155e+01,4,2.50000000e-01,3.92476762e-02,1.56990705e-01,underresolved,6.75710491e+02,True
2.68451894e+01,4,2.50000000e-01,3.72506218e-02,1.49002487e-01,underresolved,7.48548077e+02,True
2.82843950e+01,4,2.50000000e-01,3.53551844e-02,1.41420738e-01,underresolved,8.29328044e+02,True
2.98007582e+01,4,2.50000000e-01,3.35561932e-02,1.34224773e-01,underresolved,9.18920667e+02,True
3.13984156e+01,4,2.50000000e-01,3.18487408e-02,1.27394963e-01,underresolved,1.01829181e+03,True
3.30817255e+01,4,2.50000000e-01,3.02281693e-02,1.20912677e-01,underresolved,1.12851346e+03,True
3.48552798e+01,4,2.50000000e-01,2.86900580e-02,1.14760232e-01,underresolved,1.25077535e+03,True
3.67239167e+01,4,2.50000000e-01,2.72302110e-02,1.08920844e-01,underresolved,1.38639797e+03,True
3.86927337e+01,4,2.50000000e-01,2.58446459e-02,1.03378583e-01,underresolved,1.53684690e+03,True
4.07671015e+01,4,2.50000000e-01,2.45295830e-02,9.81183320e-02,underresolved,1.70374881e+03,True
4.29526788e+01,4,2.50000000e-01,2.32814350e-02,9.31257400e-02,underresolved,1.88890913e+03,True
4.52554278e+01,4,2.50000000e-01,2.20967970e-02,8.83871878e-02,underresolved,2.09433177e+03,True
4.76816302e+01,4,2.50000000e-01,2.09724373e-02,8.38897492e-02,underresolved,2.32224091e+03,True
5.02379044e+01,4,2.50000000e-01,1.99052889e-02,7.96211555e-02,underresolved,2.57510525e+03,True
5.29312238e+01,4,2.50000000e-01,1.88924406e-02,7.55697622e-02,underresolved,2.85566494e+03,True
5.57689356e+01,4,2.50000000e-01,1.79311294e-02,7.17245175e-02,underresolved,3.16696137e+03,True
5.87587808e+01,4,2.50000000e-01,1.70187330e-02,6.80749319e-02,underresolved,3.51237042e+03,True
6.19089155e+01,4,2.50000000e-01,1.61527624e-02,6.46110495e-02,underresolved,3.89563915e+03,True
6.52279330e+01,4,2.50000000e-01,1.53308553e-02,6.13234211e-02,underresolved,4.32092674e+03,True
6.87248873e+01,4,2.50000000e-01,1.45507696e-02,5.82030783e-02,underresolved,4.79284979e+03,True
7.24093180e+01,4,2.50000000e-01,1.38103773e-02,5.52415091e-02,underresolved,5.31653265e+03,True
7.62912757e+01,4,2.50000000e-01,1.31076587e-02,5.24306346e-02,underresolved,5.89766331e+03,True
8.03813502e+01,4,2.50000000e-01,1.24406967e-02,4.97627869e-02,underresolved,6.54255541e+03,True
8.46906990e+01,4,2.50000000e-01,1.18076721e-02,4.72306882e-02,underresolved,7.25821715e+03,True
8.92310776e+01,4,2.50000000e-01,1.12068578e-02,4.48274313e-02,underresolved,8.05242761e+03,True
9.40148717e+01,4,2.50000000e-01,1.06366151e-02,4.25464602e-02,underresolved,8.93382173e+03,True
9.90551313e+01,4,2.50000000e-01,1.00953882e-02,4.03815527e-02,underresolved,9.91198437e+03,True
1.04365606e+02,4,2.50000000e-01,9.58170072e-03,3.83268029e-02,underresolved,1.09975549e+04,True
1.09960782e+02,4,2.50000000e-01,9.09415143e-03,3.63766057e-02,underresolved,1.22023435e+04,True
1.15855922e+02,4,2.50000000e-01,8.63141030e-03,3.45256412e-02,underresolved,1.35394593e+04,True
1.22067109e+02,4,2.50000000e-01,8.19221499e-03,3.27688600e-02,underresolved,1.50234545e+04,True
1.28611285e+02,4,2.50000000e-01,7.77536743e-03,3.11014697e-02,underresolved,1.66704819e+04,True
1.35506304e+02,4,2.50000000e-01,7.37973048e-03,2.95189219e-02,underresolved,1.84984721e+04,True
1.42770973e+02,4,2.50000000e-01,7.00422487e-03,2.80168995e-02,underresolved,2.05273288e+04,True
1.50425111e+02,4,2.50000000e-01,6.64782625e-03,2.65913050e-02,underresolved,2.27791457e+04,True
1.58489597e+02,4,2.50000000e-01,6.30956241e-03,2.52382496e-02,underresolved,2.52784482e+04,True
1.66986430e+02,4,2.50000000e-01,5.98851056e-03,2.39540423e-02,underresolved,2.80524603e+04,True
1.75938790e+02,4,2.50000000e-01,5.68379492e-03,2.27351797e-02,underresolved,3.11314022e+04,True
1.85371097e+02,4,2.50000000e-01,5.39458424e-03,2.15783370e-02,underresolved,3.45488202e+04,True
1.95309083e+02,4,2.50000000e-01,5.12008958e-03,2.04803583e-02,underresolved,3.83419521e+04,True
2.05779857e+02,4,2.50000000e-01,4.85956213e-03,1.94382485e-02,underresolved,4.25521342e+04,True
2.16811983e+02,4,2.50000000e-01,4.61229120e-03,1.84491648e-02,underresolved,4.72252525e+04,True
2.28435555e+02,4,2.50000000e-01,4.37760225e-03,1.75104090e-02,underresolved,5.24122428e+04,True
2.40682283e+02,4,2.50000000e-01,4.15485506e-03,1.66194203e-02,underresolved,5.81696476e+04,True
2.53585573e+02,4,2.50000000e-01,3.94344201e-03,1.57737680e-02,underresolved,6.45602323e+04,True
2.67180625e+02,4,2.50000000e-01,3.74278636e-03,1.49711454e-02,underresolved,7.16536709e+04,True
2.81504526e+02,4,2.50000000e-01,3.55234075e-03,1.42093630e-02,underresolved,7.95273064e+04,True
2.96596350e+02,4,2.50000000e-01,3.37158566e-03,1.34863426e-02,underresolved,8.82669946e+04,True
3.12497266e+02,4,2.50000000e-01,3.20002799e-03,1.28001120e-02,underresolved,9.79680419e+04,True
3.29250651e+02,4,2.50000000e-01,3.03719976e-03,1.21487991e-02,underresolved,1.08736245e+05,True
3.46902207e+02,4,2.50000000e-01,2.88265678e-03,1.15306271e-02,underresolved,1.20689046e+05,True
3.65500086e+02,4,2.50000000e-01,2.73597747e-03,1.09439099e-02,underresolved,1.33956815e+05,True
3.85095021e+02,4,2.50000000e-01,2.59676170e-03,1.03870468e-02,underresolved,1.48684273e+05,True
4.05740466e+02,4,2.50000000e-01,2.46462969e-03,9.85851877e-03,underresolved,1.65032069e+05,True
4.27492740e+02,4,2.50000000e-01,2.33922101e-03,9.35688405e-03,underresolved,1.83178538e+05,True
4.50411182e+02,4,2.50000000e-01,2.22019355e-03,8.88077419e-03,underresolved,2.03321646e+05,True
4.74558312e+02,4,2.50000000e-01,2.10722260e-03,8.42889041e-03,underresolved,2.25681151e+05,True
5.00000000e+02,4,2.50000000e-01,2.00000000e-03,8.00000000e-03,underresolved,2.50501002e+05,True
1.00000000e+00,5,2.00000000e-01,1.00000000e+00,5.00000000e+00,marginal,4.19452805e+00,True
1.05361130e+00,5,2.00000000e-01,9.49116623e-01,4.74558312e+00,marginal,4.32540418e+00,True
1.11009677e+00,5,2.00000000e-01,9.00822364e-01,4.50411182e+00,marginal,4.47054884e+00,True
1.16961051e+00,5,2.00000000e-01,8.54985480e-01,4.27492740e+00,marginal,4.63150293e+00,True
1.23231485e+00,5,2.00000000e-01,8.11480932e-01,4.05740466e+00,marginal,4.80997090e+00,True
1.29838085e+00,5,2.00000000e-01,7.70190042e-01,3.85095021e+00,underresolved,5.00783767e+00,True
1.36798874e+00,5,2.00000000e-01,7.31000171e-01,3.65500086e+00,underresolved,5.22718711e+00,True
1.44132839e+00,5,2.00000000e-01,6.93804414e-01,3.46902207e+00,underresolved,5.47032255e+00,True
1.51859988e+00,5,2.00000000e-01,6.58501303e-01,3.29250651e+00,underresolved,5.73978915e+00,True
1.60001400e+00,5,2.00000000e-01,6.24994533e-01,3.12497266e+00,underresolved,6.03839867e+00,True
1.68579283e+00,5,2.00000000e-01,5.93192700e-01,2.96596350e+00,underresolved,6.36925666e+00,True
1.77617038e+00,5,2.00000000e-01,5.63009052e-01,2.81504526e+00,underresolved,6.73579245e+00,True
1.87139318e+00,5,2.00000000e-01,5.34361251e-01,2.67180625e+00,underresolved,7.14179222e+00,True
1.97172100e+00,5,2.00000000e-01,5.07171146e-01,2.53585573e+00,underresolved,7.59143552e+00,True
2.07742753e+00,5,2.00000000e-01,4.81364565e-01,2.40682283e+00,underresolved,8.08933567e+00,True
2.18880112e+00,5,2.00000000e-01,4.56871110e-01,2.28435555e+00,underresolved,8.64058452e+00,True
2.30614560e+00,5,2.00000000e-01,4.33623965e-01,2.16811983e+00,underresolved,9.25080202e+00,True
2.42978107e+00,5,2.00000000e-01,4.11559714e-01,2.05779857e+00,underresolved,9.92619134e+00,True
2.56004479e+00,5,2.00000000e-01,3.90618166e-01,1.95309083e+00,underresolved,1.06736002e+01,True
2.69729212e+00,5,2.00000000e-01,3.70742194e-01,1.85371097e+00,underresolved,1.15005892e+01,True
2.84189746e+00,5,2.00000000e-01,3.51877580e-01,1.75938790e+00,underresolved,1.24155078e+01,True
2.99425528e+00,5,2.00000000e-01,3.33972860e-01,1.66986430e+00,underresolved,1.34275795e+01,True
3.15478120e+00,5,2.00000000e-01,3.16979193e-01,1.58489597e+00,underresolved,1.45469965e+01,True
3.32391313e+00,5,2.00000000e-01,3.00850221e-01,1.50425111e+00,underresolved,1.57850257e+01,True
3.50211243e+00,5,2.00000000e-01,2.85541946e-01,1.42770973e+00,underresolved,1.71541268e+01,True
3.68986524e+00,5,2.00000000e-01,2.71012608e-01,1.35506304e+00,underresolved,1.86680838e+01,True
3.88768371e+00,5,2.00000000e-01,2.57222571e-01,1.28611285e+00,underresolved,2.03421525e+01,True
4.09610750e+00,5,2.00000000e-01,2.44134218e-01,1.22067109e+00,underresolved,2.21932232e+01,True
4.31570515e+00,5,2.00000000e-01,2.31711844e-01,1.15855922e+00,underresolved,2.42400029e+01,True
4.54707572e+00,5,2.00000000e-01,2.19921563e-01,1.09960782e+00,underresolved,2.65032174e+01,True
4.79085036e+00,5,2.00000000e-01,2.08731212e-01,1.04365606e+00,underresolved,2.90058351e+01,True
5.04769408e+00,5,2.00000000e-01,1.98110263e-01,9.90551313e-01,underresolved,3.17733160e+01,True
5.31830753e+00,5,2.00000000e-01,1.88029743e-01,9.40148717e-01,underresolved,3.48338872e+01,True
5.60342891e+00,5,2.00000000e-01,1.78462155e-01,8.92310776e-01,underresolved,3.82188484e+01,True
5.90383603e+00,5,2.00000000e-01,1.69381398e-01,8.46906990e-01,underresolved,4.19629104e+01,True
6.22034836e+00,5,2.00000000e-01,1.60762700e-01,8.03813502e-01,underresolved,4.61045703e+01,True
6.55382933e+00,5,2.00000000e-01,1.52582551e-01,7.62912757e-01,underresolved,5.06865271e+01,True
6.90518864e+00,5,2.00000000e-01,1.44818636e-01,7.24093180e-01,underresolved,5.57561425e+01,True
7.27538479e+00,5,2.00000000e-01,1.37449775e-01,6.87248873e-01,underresolved,6.13659520e+01,True
7.66542763e+00,5,2.00000000e-01,1.30455866e-01,6.52279330e-01,underresolved,6.75742319e+01,True
8.07638118e+00,5,2.00000000e-01,1.23817831e-01,6.19089155e-01,underresolved,7.44456273e+01,True
8.50936648e+00,5,2.00000000e-01,1.17517562e-01,5.87587808e-01,underresolved,8.20518506e+01,True
8.96556469e+00,5,2.00000000e-01,1.11537871e-01,5.57689356e-01,underresolved,9.04724549e+01,True
9.44622028e+00,5,2.00000000e-01,1.05862448e-01,5.29312238e-01,underresolved,9.97956938e+01,True
9.95264444e+00,5,2.00000000e-01,1.00475809e-01,5.02379044e-01,underresolved,1.10119475e+02,True
1.04862187e+01,5,2.00000000e-01,9.53632604e-02,4.76816302e-01,underresolved,1.21552416e+02,True
1.10483985e+01,5,2.00000000e-01,9.05108557e-02,4.52554278e-01,underresolved,1.34215026e+02,True
1.16407175e+01,5,2.00000000e-01,8.59053577e-02,4.29526788e-01,underresolved,1.48241000e+02,True
1.22647915e+01,5,2.00000000e-01,8.15342030e-02,4.07671015e-01,underresolved,1.63778674e+02,True
1.29223229e+01,5,2.00000000e-01,7.73854674e-02,3.86927337e-01,underresolved,1.80992629e+02,True
1.36151055e+01,5,2.00000000e-01,7.34478335e-02,3.67239167e-01,underresolved,2.00065473e+02,True
1.43450290e+01,5,2.00000000e-01,6.97105597e-02,3.48552798e-01,underresolved,2.21199820e+02,True
1.51140847e+01,5,2.00000000e-01,6.61634510e-02,3.30817255e-01,underresolved,2.44620491e+02,True
1.59243704e+01,5,2.00000000e-01,6.27968312e-02,3.13984156e-01,underresolved,2.70576948e+02,True
1.67780966e+01,5,2.00000000e-01,5.96015163e-02,2.98007582e-01,underresolved,2.99346002e+02,True
1.76775922e+01,5,2.00000000e-01,5.65687899e-02,2.82843950e-01,underresolved,3.31234819e+02,True
1.86253109e+01,5,2.00000000e-01,5.36903789e-02,2.68451894e-01,underresolved,3.66584255e+02,True
1.96238381e+01,5,2.00000000e-01,5.09584311e-02,2.54792155e-01,underresolved,4.05772553e+02,True
2.06758976e+01,5,2.00000000e-01,4.83654940e-02,2.41827470e-01,underresolved,4.49219461e+02,True
2.17843593e+01,5,2.00000000e-01,4.59044944e-02,2.29522472e-01,underresolved,4.97390784e+02,True
2.29522472e+01,5,2.00000000e-01,4.35687187e-02,2.17843593e-01,underresolved,5.50803451e+02,True
2.41827470e+01,5,2.00000000e-01,4.13517951e-02,2.06758976e-01,underresolved,6.10031135e+02,True
2.54792155e+01,5,2.00000000e-01,3.92476762e-02,1.96238381e-01,underresolved,6.75710491e+02,True
2.68451894e+01,5,2.00000000e-01,3.72506218e-02,1.86253109e-01,underresolved,7.48548077e+02,True
2.82843950e+01,5,2.00000000e-01,3.53551844e-02,1.76775922e-01,underresolved,8.29328044e+02,True
2.98007582e+01,5,2.00000000e-01,3.35561932e-02,1.67780966e-01,underresolved,9.18920667e+02,True
3.13984156e+01,5,2.00000000e-01,3.18487408e-02,1.59243704e-01,underresolved,1.01829181e+03,True
3.30817255e+01,5,2.00000000e-01,3.02281693e-02,1.51140847e-01,underresolved,1.12851346e+03,True
3.48552798e+01,5,2.00000000e-01,2.86900580e-02,1.43450290e-01,underresolved,1.25077535e+03,True
3.67239167e+01,5,2.00000000e-01,2.72302110e-02,1.36151055e-01,underresolved,1.38639797e+03,True
3.86927337e+01,5,2.00000000e-01,2.58446459e-02,1.29223229e-01,underresolved,1.53684690e+03,True
4.07671015e+01,5,2.00000000e-01,2.45295830e-02,1.22647915e-01,underresolved,1.70374881e+03,True
4.29526788e+01,5,2.00000000e-01,2.32814350e-02,1.16407175e-01,underresolved,1.88890913e+03,True
4.52554278e+01,5,2.00000000e-01,2.20967970e-02,1.10483985e-01,underresolved,2.09433177e+03,True
4.76816302e+01,5,2.00000000e-01,2.09724373e-02,1.04862187e-01,underresolved,2.32224091e+03,True
5.02379044e+01,5,2.00000000e-01,1.99052889e-02,9.95264444e-02,underresolved,2.57510525e+03,True
5.29312238e+01,5,2.00000000e-01,1.88924406e-02,9.44622028e-02,underresolved,2.85566494e+03,True
5.57689356e+01,5,2.00000000e-01,1.79311294e-02,8.96556469e-02,underresolved,3.16696137e+03,True
5.87587808e+01,5,2.00000000e-01,1.70187330e-02,8.50936648e-02,underresolved,3.51237042e+03,True
6.19089155e+01,5,2.00000000e-01,1.61527624e-02,8.07638118e-02,underresolved,3.89563915e+03,True
6.52279330e+01,5,2.00000000e-01,1.53308553e-02,7.66542763e-02,underresolved,4.32092674e+03,True
6.87248873e+01,5,2.00000000e-01,1.45507696e-02,7.27538479e-02,underresolved,4.79284979e+03,True
7.24093180e+01,5,2.00000000e-01,1.38103773e-02,6.90518864e-02,underresolved,5.31653265e+03,True
7.62912757e+01,5,2.00000000e-01,1.31076587e-02,6.55382933e-02,underresolved,5.89766331e+03,True
8.03813502e+01,5,2.00000000e-01,1.24406967e-02,6.22034836e-02,underresolved,6.54255541e+03,True
8.46906990e+01,5,2.00000000e-01,1.18076721e-02,5.90383603e-02,underresolved,7.25821715e+03,True
8.92310776e+01,5,2.00000000e-01,1.12068578e-02,5.60342891e-02,underresolved,8.05242761e+03,True
9.40148717e+01,5,2.00000000e-01,1.06366151e-02,5.31830753e-02,underresolved,8.93382173e+03,True
9.90551313e+01,5,2.00000000e-01,1.00953882e-02,5.04769408e-02,underresolved,9.91198437e+03,True
1.04365606e+02,5,2.00000000e-01,9.58170072e-03,4.79085036e-02,underresolved,1.09975549e+04,True
1.09960782e+02,5,2.00000000e-01,9.09415143e-03,4.54707572e-02,underresolved,1.22023435e+04,True
1.15855922e+02,5,2.00000000e-01,8.63141030e-03,4.31570515e-02,underresolved,1.35394593e+04,True
1.22067109e+02,5,2.00000000e-01,8.19221499e-03,4.09610750e-02,underresolved,1.50234545e+04,True
1.28611285e+02,5,2.00000000e-01,7.77536743e-03,3.88768371e-02,underresolved,1.66704819e+04,True
1.35506304e+02,5,2.00000000e-01,7.37973048e-03,3.68986524e-02,underresolved,1.84984721e+04,True
1.42770973e+02,5,2.00000000e-01,7.00422487e-03,3.50211243e-02,underresolved,2.05273288e+04,True
1.50425111e+02,5,2.00000000e-01,6.64782625e-03,3.32391313e-02,underresolved,2.27791457e+04,True
1.58489597e+02,5,2.00000000e-01,6.30956241e-03,3.15478120e-02,underresolved,2.52784482e+04,True
1.66986430e+02,5,2.00000000e-01,5.98851056e-03,2.99425528e-02,underresolved,2.80524603e+04,True
1.75938790e+02,5,2.00000000e-01,5.68379492e-03,2.84189746e-02,underresolved,3.11314022e+04,True
1.85371097e+02,5,2.00000000e-01,5.39458424e-03,2.69729212e-02,underresolved,3.45488202e+04,True
1.95309083e+02,5,2.00000000e-01,5.12008958e-03,2.56004479e-02,underresolved,3.83419521e+04,True
2.05779857e+02,5,2.00000000e-01,4.85956213e-03,2.42978107e-02,underresolved,4.25521342e+04,True
2.16811983e+02,5,2.00000000e-01,4.61229120e-03,2.30614560e-02,underresolved,4.72252525e+04,True
2.28435555e+02,5,2.00000000e-01,4.37760225e-03,2.18880112e-02,underresolved,5.24122428e+04,True
2.40682283e+02,5,2.00000000e-01,4.15485506e-03,2.07742753e-02,underresolved,5.81696476e+04,True
2.53585573e+02,5,2.00000000e-01,3.94344201e-03,1.97172100e-02,underresolved,6.45602323e+04,True
2.67180625e+02,5,2.00000000e-01,3.74278636e-03,1.87139318e-02,underresolved,7.16536709e+04,True
2.81504526e+02,5,2.00000000e-01,3.55234075e-03,1.77617038e-02,underresolved,7.95273064e+04,True
2.96596350e+02,5,2.00000000e-01,3.37158566e-03,1.68579283e-02,underresolved,8.82669946e+04,True
3.12497266e+02,5,2.00000000e-01,3.20002799e-03,1.60001400e-02,underresolved,9.79680419e+04,True
3.29250651e+02,5,2.00000000e-01,3.03719976e-03,1.51859988e-02,underresolved,1.08736245e+05,True
3.46902207e+02,5,2.00000000e-01,2.88265678e-03,1.44132839e-02,underresolved,1.20689046e+05,True
3.65500086e+02,5,2.00000000e-01,2.73597747e-03,1.36798874e-02,underresolved,1.33956815e+05,True
3.85095021e+02,5,2.00000000e-01,2.59676170e-03,1.29838085e-02,underresolved,1.48684273e+05,True
4.05740466e+02,5,2.00000000e-01,2.46462969e-03,1.23231485e-02,underresolved,1.65032069e+05,True
4.27492740e+02,5,2.00000000e-01,2.33922101e-03,1.16961051e-02,underresolved,1.83178538e+05,True
4.50411182e+02,5,2.00000000e-01,2.22019355e-03,1.11009677e-02,underresolved,2.03321646e+05,True
4.74558312e+02,5,2.00000000e-01,2.10722260e-03,1.05361130e-02,underresolved,2.25681151e+05,True
5.00000000e+02,5,2.00000000e-01,2.00000000e-03,1.00000000e-02,underresolved,2.50501002e+05,True
1.00000000e+00,6,1.66666667e-01,1.00000000e+00,6.00000000e+00,marginal,4.19452805e+00,True
1.05361130e+00,6,1.66666667e-01,9.49116623e-01,5.69469974e+00,marginal,4.32540418e+00,True
1.11009677e+00,6,1.66666667e-01,9.00822364e-01,5.40493418e+00,marginal,4.47054884e+00,True
1.16961051e+00,6,1.66666667e-01,8.54985480e-01,5.12991288e+00,marginal,4.63150293e+00,True
1.23231485e+00,6,1.66666667e-01,8.11480932e-01,4.86888559e+00,marginal,4.80997090e+00,True
1.29838085e+00,6,1.66666667e-01,7.70190042e-01,4.62114025e+00,marginal,5.00783767e+00,True
1.36798874e+00,6,1.66666667e-01,7.31000171e-01,4.38600103e+00,marginal,5.22718711e+00,True
1.44132839e+00,6,1.66666667e-01,6.93804414e-01,4.16282648e+00,marginal,5.47032255e+00,True
1.51859988e+00,6,1.66666667e-01,6.58501303e-01,3.95100782e+00,underresolved,5.73978915e+00,True
1.60001400e+00,6,1.66666667e-01,6.24994533e-01,3.74996720e+00,underresolved,6.03839867e+00,True
1.68579283e+00,6,1.66666667e-01,5.93192700e-01,3.55915620e+00,underresolved,6.36925666e+00,True
1.77617038e+00,6,1.66666667e-01,5.63009052e-01,3.37805431e+00,underresolved,6.73579245e+00,True
1.87139318e+00,6,1.66666667e-01,5.34361251e-01,3.20616750e+00,underresolved,7.14179222e+00,True
1.97172100e+00,6,1.66666667e-01,5.07171146e-01,3.04302687e+00,underresolved,7.59143552e+00,True
2.07742753e+00,6,1.66666667e-01,4.81364565e-01,2.88818739e+00,underresolved,8.08933567e+00,True
2.18880112e+00,6,1.66666667e-01,4.56871110e-01,2.74122666e+00,underresolved,8.64058452e+00,True
2.30614560e+00,6,1.66666667e-01,4.33623965e-01,2.60174379e+00,underresolved,9.25080202e+00,True
2.42978107e+00,6,1.66666667e-01,4.11559714e-01,2.46935828e+00,underresolved,9.92619134e+00,True
