Ha,cells_per_half_width,cell_size_over_a,delta_H_over_a,cells_per_Hartmann_layer,resolution_label,alpha_eff_a2_over_nu,closure_recommended
3.85095021e+02,539,1.85528757e-03,2.59676170e-03,1.39965456e+00,underresolved,1.48684273e+05,True
4.05740466e+02,539,1.85528757e-03,2.46462969e-03,1.32843540e+00,underresolved,1.65032069e+05,True
4.27492740e+02,539,1.85528757e-03,2.33922101e-03,1.26084013e+00,underresolved,1.83178538e+05,True
4.50411182e+02,539,1.85528757e-03,2.22019355e-03,1.19668432e+00,underresolved,2.03321646e+05,True
4.74558312e+02,539,1.85528757e-03,2.10722260e-03,1.13579298e+00,underresolved,2.25681151e+05,True
5.00000000e+02,539,1.85528757e-03,2.00000000e-03,1.07800000e+00,underresolved,2.50501002e+05,True
1.00000000e+00,571,1.75131349e-03,1.00000000e+00,5.71000000e+02,resolved,4.19452805e+00,False
1.05361130e+00,571,1.75131349e-03,9.49116623e-01,5.41945592e+02,resolved,4.32540418e+00,False
1.11009677e+00,571,1.75131349e-03,9.00822364e-01,5.14369570e+02,resolved,4.47054884e+00,False
1.16961051e+00,571,1.75131349e-03,8.54985480e-01,4.88196709e+02,resolved,4.63150293e+00,False
1.23231485e+00,571,1.75131349e-03,8.11480932e-01,4.63355612e+02,resolved,4.80997090e+00,False
1.29838085e+00,571,1.75131349e-03,7.70190042e-01,4.39778514e+02,resolved,5.00783767e+00,False
1.36798874e+00,571,1.75131349e-03,7.31000171e-01,4.17401098e+02,resolved,5.22718711e+00,False
1.44132839e+00,571,1.75131349e-03,6.93804414e-01,3.96162320e+02,resolved,5.47032255e+00,False
1.51859988e+00,571,1.75131349e-03,6.58501303e-01,3.76004244e+02,resolved,5.73978915e+00,False
1.60001400e+00,571,1.75131349e-03,6.24994533e-01,3.56871878e+02,resolved,6.03839867e+00,False
1.68579283e+00,571,1.75131349e-03,5.93192700e-01,3.38713032e+02,resolved,6.36925666e+00,False
1.77617038e+00,571,1.75131349e-03,5.63009052e-01,3.21478169e+02,resolved,6.73579245e+00,False
1.87139318e+00,571,1.75131349e-03,5.34361251e-01,3.05120274e+02,resolved,7.14179222e+00,False
1.97172100e+00,571,1.75131349e-03,5.07171146e-01,2.89594724e+02,resolved,7.59143552e+00,False
2.07742753e+00,571,1.75131349e-03,4.81364565e-01,2.74859167e+02,resolved,8.08933567e+00,False
2.18880112e+00,571,1.75131349e-03,4.56871110e-01,2.60873404e+02,resolved,8.64058452e+00,False
2.30614560e+00,571,1.75131349e-03,4.33623965e-01,2.47599284e+02,resolved,9.25080202e+00,False
2.42978107e+00,571,1.75131349e-03,4.11559714e-01,2.35000597e+02,resolved,9.92619134e+00,False
2.56004479e+00,571,1.75131349e-03,3.90618166e-01,2.23042973e+02,resolved,1.06736002e+01,False
2.69729212e+00,571,1.75131349e-03,3.70742194e-01,2.11693793e+02,resolved,1.15005892e+01,False
2.84189746e+00,571,1.75131349e-03,3.51877580e-01,2.00922098e+02,resolved,1.24155078e+01,False
2.99425528e+00,571,1.75131349e-03,3.33972860e-01,1.90698503e+02,resolved,1.34275795e+01,False
3.15478120e+00,571,1.75131349e-03,3.16979193e-01,1.80995119e+02,resolved,1.45469965e+01,False
3.32391313e+00,571,1.75131349e-03,3.00850221e-01,1.71785476e+02,resolved,1.57850257e+01,False
3.50211243e+00,571,1.75131349e-03,2.85541946e-01,1.63044451e+02,resolved,1.71541268e+01,False
3.68986524e+00,571,1.75131349e-03,2.71012608e-01,1.54748199e+02,resolved,1.86680838e+01,False
3.88768371e+00,571,1.75131349e-03,2.57222571e-01,1.46874088e+02,resolved,2.03421525e+01,False
4.09610750e+00,571,1.75131349e-03,2.44134218e-01,1.39400638e+02,resolved,2.21932232e+01,False
4.31570515e+00,571,1.75131349e-03,2.31711844e-01,1.32307463e+02,resolved,2.42400029e+01,False
4.54707572e+00,571,1.75131349e-03,2.19921563e-01,1.25575213e+02,resolved,2.65032174e+01,False
4.79085036e+00,571,1.75131349e-03,2.08731212e-01,1.19185522e+02,resolved,2.90058351e+01,False
5.04769408e+00,571,1.75131349e-03,1.98110263e-01,1.13120960e+02,resolved,3.17733160e+01,False
5.31830753e+00,571,1.75131349e-03,1.88029743e-01,1.07364984e+02,resolved,3.48338872e+01,False
5.60342891e+00,571,1.75131349e-03,1.78462155e-01,1.01901891e+02,resolved,3.82188484e+01,False
5.90383603e+00,571,1.75131349e-03,1.69381398e-01,9.67167783e+01,resolved,4.19629104e+01,False
6.22034836e+00,571,1.75131349e-03,1.60762700e-01,9.17955020e+01,resolved,4.61045703e+01,False
6.55382933e+00,571,1.75131349e-03,1.52582551e-01,8.71246368e+01,resolved,5.06865271e+01,False
6.90518864e+00,571,1.75131349e-03,1.44818636e-01,8.26914411e+01,resolved,5.57561425e+01,False
7.27538479e+00,571,1.75131349e-03,1.37449775e-01,7.84838213e+01,resolved,6.13659520e+01,False
7.66542763e+00,571,1.75131349e-03,1.30455866e-01,7.44902995e+01,resolved,6.75742319e+01,False
8.07638118e+00,571,1.75131349e-03,1.23817831e-01,7.06999815e+01,resolved,7.44456273e+01,False
8.50936648e+00,571,1.75131349e-03,1.17517562e-01,6.71025277e+01,resolved,8.20518506e+01,False
8.96556469e+00,571,1.75131349e-03,1.11537871e-01,6.36881245e+01,resolved,9.04724549e+01,False
9.44622028e+00,571,1.75131349e-03,1.05862448e-01,6.04474576e+01,resolved,9.97956938e+01,False
9.95264444e+00,571,1.75131349e-03,1.00475809e-01,5.73716868e+01,resolved,1.10119475e+02,False
1.04862187e+01,571,1.75131349e-03,9.53632604e-02,5.44524217e+01,resolved,1.21552416e+02,False
1.10483985e+01,571,1.75131349e-03,9.05108557e-02,5.16816986e+01,resolved,1.34215026e+02,False
1.16407175e+01,571,1.75131349e-03,8.59053577e-02,4.90519592e+01,resolved,1.48241000e+02,False
1.22647915e+01,571,1.75131349e-03,8.15342030e-02,4.65560299e+01,resolved,1.63778674e+02,False
1.29223229e+01,571,1.75131349e-03,7.73854674e-02,4.41871019e+01,resolved,1.80992629e+02,False
1.36151055e+01,571,1.75131349e-03,7.34478335e-02,4.19387129e+01,resolved,2.00065473e+02,False
1.43450290e+01,571,1.75131349e-03,6.97105597e-02,3.98047296e+01,resolved,2.21199820e+02,False
1.51140847e+01,571,1.75131349e-03,6.61634510e-02,3.77793305e+01,resolved,2.44620491e+02,False
1.59243704e+01,571,1.75131349e-03,6.27968312e-02,3.58569906e+01,resolved,2.70576948e+02,False
1.67780966e+01,571,1.75131349e-03,5.96015163e-02,3.40324658e+01,resolved,2.99346002e+02,False
1.76775922e+01,571,1.75131349e-03,5.65687899e-02,3.23007790e+01,resolved,3.31234819e+02,False
1.86253109e+01,571,1.75131349e-03,5.36903789e-02,3.06572063e+01,resolved,3.66584255e+02,False
1.96238381e+01,571,1.75131349e-03,5.09584311e-02,2.90972641e+01,resolved,4.05772553e+02,False
2.06758976e+01,571,1.75131349e-03,4.83654940e-02,2.76166971e+01,resolved,4.49219461e+02,False
2.17843593e+01,571,1.75131349e-03,4.59044944e-02,2.62114663e+01,resolved,4.97390784e+02,False
2.29522472e+01,571,1.75131349e-03,4.35687187e-02,2.48777384e+01,resolved,5.50803451e+02,False
2.41827470e+01,571,1.75131349e-03,4.13517951e-02,2.36118750e+01,resolved,6.10031135e+02,False
2.54792155e+01,571,1.75131349e-03,3.92476762e-02,2.24104231e+01,resolved,6.75710491e+02,False
2.68451894e+01,571,1.75131349e-03,3.72506218e-02,2.12701051e+01,resolved,7.48548077e+02,False
2.82843950e+01,571,1.75131349e-03,3.53551844e-02,2.01878103e+01,resolved,8.29328044e+02,False
2.98007582e+01,571,1.75131349e-03,3.35561932e-02,1.91605863e+01,resolved,9.18920667e+02,False
3.13984156e+01,571,1.75131349e-03,3.18487408e-02,1.81856310e+01,resolved,1.01829181e+03,False
3.30817255e+01,571,1.75131349e-03,3.02281693e-02,1.72602847e+01,resolved,1.12851346e+03,False
3.48552798e+01,571,1.75131349e-03,2.86900580e-02,1.63820231e+01,resolved,1.25077535e+03,False
3.67239167e+01,571,1.75131349e-03,2.72302110e-02,1.55484505e+01,resolved,1.38639797e+03,False
3.86927337e+01,571,1.75131349e-03,2.58446459e-02,1.47572928e+01,resolved,1.53684690e+03,False
4.07671015e+01,571,1.75131349e-03,2.45295830e-02,1.40063919e+01,resolved,1.70374881e+03,False
4.29526788e+01,571,1.75131349e-03,2.32814350e-02,1.32936994e+01,resolved,1.88890913e+03,False
4.52554278e+01,571,1.75131349e-03,2.20967970e-02,1.26172711e+01,resolved,2.09433177e+03,False
4.76816302e+01,571,1.75131349e-03,2.09724373e-02,1.19752617e+01,resolved,2.32224091e+03,False
5.02379044e+01,571,1.75131349e-03,1.99052889e-02,1.13659199e+01,resolved,2.57510525e+03,False
5.29312238e+01,571,1.75131349e-03,1.88924406e-02,1.07875836e+01,resolved,2.85566494e+03,False
5.57689356e+01,571,1.75131349e-03,1.79311294e-02,1.02386749e+01,resolved,3.16696137e+03,False
5.87587808e+01,571,1.75131349e-03,1.70187330e-02,9.71769652e+00,resolved,3.51237042e+03,False
6.19089155e+01,571,1.75131349e-03,1.61527624e-02,9.22322731e+00,resolved,3.89563915e+03,False
6.52279330e+01,571,1.75131349e-03,1.53308553e-02,8.75391836e+00,resolved,4.32092674e+03,False
6.87248873e+01,571,1.75131349e-03,1.45507696e-02,8.30848943e+00,resolved,4.79284979e+03,False
7.24093180e+01,571,1.75131349e-03,1.38103773e-02,7.88572543e+00,marginal,5.31653265e+03,True
7.62912757e+01,571,1.75131349e-03,1.31076587e-02,7.48447309e+00,marginal,5.89766331e+03,True
8.03813502e+01,571,1.75131349e-03,1.24406967e-02,7.10363782e+00,marginal,6.54255541e+03,True
8.46906990e+01,571,1.75131349e-03,1.18076721e-02,6.74218074e+00,marginal,7.25821715e+03,True
8.92310776e+01,571,1.75131349e-03,1.12068578e-02,6.39911582e+00,marginal,8.05242761e+03,True
9.40148717e+01,571,1.75131349e-03,1.06366151e-02,6.07350720e+00,marginal,8.93382173e+03,True
9.90551313e+01,571,1.75131349e-03,1.00953882e-02,5.76446664e+00,marginal,9.91198437e+03,True
1.04365606e+02,571,1.75131349e-03,9.58170072e-03,5.47115111e+00,marginal,1.09975549e+04,True
1.09960782e+02,571,1.75131349e-03,9.09415143e-03,5.19276047e+00,marginal,1.22023435e+04,True
1.15855922e+02,571,1.75131349e-03,8.63141030e-03,4.92853528e+00,marginal,1.35394593e+04,True
1.22067109e+02,571,1.75131349e-03,8.19221499e-03,4.67775476e+00,marginal,1.50234545e+04,True
1.28611285e+02,571,1.75131349e-03,7.77536743e-03,4.43973480e+00,marginal,1.66704819e+04,True
1.35506304e+02,571,1.75131349e-03,7.37973048e-03,4.21382610e+00,marginal,1.84984721e+04,True
1.42770973e+02,571,1.75131349e-03,7.00422487e-03,3.99941240e+00,underresolved,2.05273288e+04,True
1.50425111e+02,571,1.75131349e-03,6.64782625e-03,3.79590879e+00,underresolved,2.27791457e+04,True
1.58489597e+02,571,1.75131349e-03,6.30956241e-03,3.60276013e+00,underresolved,2.52784482e+04,True
1.66986430e+02,571,1.75131349e-03,5.98851056e-03,3.41943953e+00,underresolved,2.80524603e+04,True
1.75938790e+02,571,1.75131349e-03,5.68379492e-03,3.24544690e+00,underresolved,3.11314022e+04,True
1.85371097e+02,571,1.75131349e-03,5.39458424e-03,3.08030760e+00,underresolved,3.45488202e+04,True
1.95309083e+02,571,1.75131349e-03,5.12008958e-03,2.92357115e+00,underresolved,3.83419521e+04,True
2.05779857e+02,571,1.75131349e-03,4.85956213e-03,2.77480998e+00,underresolved,4.25521342e+04,True
2.16811983e+02,571,1.75131349e-03,4.61229120e-03,2.63361828e+00,underresolved,4.72252525e+04,True
2.28435555e+02,571,1.75131349e-03,4.37760225e-03,2.49961088e+00,underresolved,5.24122428e+04,True
2.40682283e+02,571,1.75131349e-03,4.15485506e-03,2.37242224e+00,underresolved,5.81696476e+04,True
2.53585573e+02,571,1.75131349e-03,3.94344201e-03,2.25170539e+00,underresolved,6.45602323e+04,True
2.67180625e+02,571,1.75131349e-03,3.74278636e-03,2.13713101e+00,underresolved,7.16536709e+04,True
2.81504526e+02,571,1.75131349e-03,3.55234075e-03,2.02838657e+00,underresolved,7.95273064e+04,True
2.96596350e+02,571,1.75131349e-03,3.37158566e-03,1.92517541e+00,underresolved,8.82669946e+04,True
3.12497266e+02,571,1.75131349e-03,3.20002799e-03,1.82721598e+00,underresolved,9.79680419e+04,True
3.29250651e+02,571,1.75131349e-03,3.03719976e-03,1.73424106e+00,underresolved,1.08736245e+05,True
3.46902207e+02,571,1.75131349e-03,2.88265678e-03,1.64599702e+00,underresolved,1.20689046e+05,True
3.65500086e+02,571,1.75131349e-03,2.73597747e-03,1.56224314e+00,underresolved,1.33956815e+05,True
3.85095021e+02,571,1.75131349e-03,2.59676170e-03,1.48275093e+00,underresolved,1.48684273e+05,True
4.05740466e+02,571,1.75131349e-03,2.46462969e-03,1.40730355e+00,underresolved,1.65032069e+05,True
4.27492740e+02,571,1.75131349e-03,2.33922101e-03,1.33569520e+00,underresolved,1.83178538e+05,True
4.50411182e+02,571,1.75131349e-03,2.22019355e-03,1.26773052e+00,underresolved,2.03321646e+05,True
4.74558312e+02,571,1.75131349e-03,2.10722260e-03,1.20322411e+00,underresolved,2.25681151e+05,True
5.00000000e+02,571,1.75131349e-03,2.00000000e-03,1.14200000e+00,underresolved,2.50501002e+05,True
1.00000000e+00,604,1.65562914e-03,1.00000000e+00,6.04000000e+02,resolved,4.19452805e+00,False
1.05361130e+00,604,1.65562914e-03,9.49116623e-01,5.73266440e+02,resolved,4.32540418e+00,False
1.11009677e+00,604,1.65562914e-03,9.00822364e-01,5.44096708e+02,resolved,4.47054884e+00,False
1.16961051e+00,604,1.65562914e-03,8.54985480e-01,5.16411230e+02,resolved,4.63150293e+00,False
1.23231485e+00,604,1.65562914e-03,8.11480932e-01,4.90134483e+02,resolved,4.80997090e+00,False
1.29838085e+00,604,1.65562914e-03,7.70190042e-01,4.65194785e+02,resolved,5.00783767e+00,False
1.36798874e+00,604,1.65562914e-03,7.31000171e-01,4.41524104e+02,resolved,5.22718711e+00,False
1.44132839e+00,604,1.65562914e-03,6.93804414e-01,4.19057866e+02,resolved,5.47032255e+00,False
1.51859988e+00,604,1.65562914e-03,6.58501303e-01,3.97734787e+02,resolved,5.73978915e+00,False
1.60001400e+00,604,1.65562914e-03,6.24994533e-01,3.77496698e+02,resolved,6.03839867e+00,False
1.68579283e+00,604,1.65562914e-03,5.93192700e-01,3.58288391e+02,resolved,6.36925666e+00,False
1.77617038e+00,604,1.65562914e-03,5.63009052e-01,3.40057468e+02,resolved,6.73579245e+00,False
1.87139318e+00,604,1.65562914e-03,5.34361251e-01,3.22754195e+02,resolved,7.14179222e+00,False
1.97172100e+00,604,1.65562914e-03,5.07171146e-01,3.06331372e+02,resolved,7.59143552e+00,False
2.07742753e+00,604,1.65562914e-03,4.81364565e-01,2.90744197e+02,resolved,8.08933567e+00,False
2.18880112e+00,604,1.65562914e-03,4.56871110e-01,2.75950151e+02,resolved,8.64058452e+00,False
2.30614560e+00,604,1.65562914e-03,4.33623965e-01,2.61908875e+02,resolved,9.25080202e+00,False
2.42978107e+00,604,1.65562914e-03,4.11559714e-01,2.48582067e+02,resolved,9.92619134e+00,False
2.56004479e+00,604,1.65562914e-03,3.90618166e-01,2.35933372e+02,resolved,1.06736002e+01,False
2.69729212e+00,604,1.65562914e-03,3.70742194e-01,2.23928285e+02,resolved,1.15005892e+01,False
2.84189746e+00,604,1.65562914e-03,3.51877580e-01,2.12534058e+02,resolved,1.24155078e+01,False
2.99425528e+00,604,1.65562914e-03,3.33972860e-01,2.01719607e+02,resolved,1.34275795e+01,False
3.15478120e+00,604,1.65562914e-03,3.16979193e-01,1.91455433e+02,resolved,1.45469965e+01,False
3.32391313e+00,604,1.65562914e-03,3.00850221e-01,1.81713534e+02,resolved,1.57850257e+01,False
3.50211243e+00,604,1.65562914e-03,2.85541946e-01,1.72467335e+02,resolved,1.71541268e+01,False
3.68986524e+00,604,1.65562914e-03,2.71012608e-01,1.63691615e+02,resolved,1.86680838e+01,False
3.88768371e+00,604,1.65562914e-03,2.57222571e-01,1.55362433e+02,resolved,2.03421525e+01,False
4.09610750e+00,604,1.65562914e-03,2.44134218e-01,1.47457068e+02,resolved,2.21932232e+01,False
4.31570515e+00,604,1.65562914e-03,2.31711844e-01,1.39953954e+02,resolved,2.42400029e+01,False
4.54707572e+00,604,1.65562914e-03,2.19921563e-01,1.32832624e+02,resolved,2.65032174e+01,False
4.79085036e+00,604,1.65562914e-03,2.08731212e-01,1.26073652e+02,resolved,2.90058351e+01,False
5.04769408e+00,604,1.65562914e-03,1.98110263e-01,1.19658599e+02,resolved,3.17733160e+01,False
5.31830753e+00,604,1.65562914e-03,1.88029743e-01,1.13569965e+02,resolved,3.48338872e+01,False
5.60342891e+00,604,1.65562914e-03,1.78462155e-01,1.07791142e+02,resolved,3.82188484e+01,False
5.90383603e+00,604,1.65562914e-03,1.69381398e-01,1.02306364e+02,resolved,4.19629104e+01,False
6.22034836e+00,604,1.65562914e-03,1.60762700e-01,9.71006711e+01,resolved,4.61045703e+01,False
6.55382933e+00,604,1.65562914e-03,1.52582551e-01,9.21598610e+01,resolved,5.06865271e+01,False
6.90518864e+00,604,1.65562914e-03,1.44818636e-01,8.74704561e+01,resolved,5.57561425e+01,False
7.27538479e+00,604,1.65562914e-03,1.37449775e-01,8.30196639e+01,resolved,6.13659520e+01,False
7.66542763e+00,604,1.65562914e-03,1.30455866e-01,7.87953431e+01,resolved,6.75742319e+01,False
8.07638118e+00,604,1.65562914e-03,1.23817831e-01,7.47859699e+01,resolved,7.44456273e+01,False
8.50936648e+00,604,1.65562914e-03,1.17517562e-01,7.09806072e+01,resolved,8.20518506e+01,False
8.96556469e+00,604,1.65562914e-03,1.11537871e-01,6.73688742e+01,resolved,9.04724549e+01,False
9.44622028e+00,604,1.65562914e-03,1.05862448e-01,6.39409184e+01,resolved,9.97956938e+01,False
9.95264444e+00,604,1.65562914e-03,1.00475809e-01,6.06873885e+01,resolved,1.10119475e+02,False
1.04862187e+01,604,1.65562914e-03,9.53632604e-02,5.75994093e+01,resolved,1.21552416e+02,False
1.10483985e+01,604,1.65562914e-03,9.05108557e-02,5.46685568e+01,resolved,1.34215026e+02,False
1.16407175e+01,604,1.65562914e-03,8.59053577e-02,5.18868360e+01,resolved,1.48241000e+02,False
1.22647915e+01,604,1.65562914e-03,8.15342030e-02,4.92466586e+01,resolved,1.63778674e+02,False
1.29223229e+01,604,1.65562914e-03,7.73854674e-02,4.67408223e+01,resolved,1.80992629e+02,False
1.36151055e+01,604,1.65562914e-03,7.34478335e-02,4.43624914e+01,resolved,2.00065473e+02,False
1.43450290e+01,604,1.65562914e-03,6.97105597e-02,4.21051780e+01,resolved,2.21199820e+02,False
1.51140847e+01,604,1.65562914e-03,6.61634510e-02,3.99627244e+01,resolved,2.44620491e+02,False
1.59243704e+01,604,1.65562914e-03,6.27968312e-02,3.79292860e+01,resolved,2.70576948e+02,False
1.67780966e+01,604,1.65562914e-03,5.96015163e-02,3.59993159e+01,resolved,2.99346002e+02,False
1.76775922e+01,604,1.65562914e-03,5.65687899e-02,3.41675491e+01,resolved,3.31234819e+02,False
1.86253109e+01,604,1.65562914e-03,5.36903789e-02,3.24289888e+01,resolved,3.66584255e+02,False
1.96238381e+01,604,1.65562914e-03,5.09584311e-02,3.07788924e+01,resolved,4.05772553e+02,False
2.06758976e+01,604,1.65562914e-03,4.83654940e-02,2.92127584e+01,resolved,4.49219461e+02,False
2.17843593e+01,604,1.65562914e-03,4.59044944e-02,2.77263146e+01,resolved,4.97390784e+02,False
2.29522472e+01,604,1.65562914e-03,4.35687187e-02,2.63155061e+01,resolved,5.50803451e+02,False
2.41827470e+01,604,1.65562914e-03,4.13517951e-02,2.49764843e+01,resolved,6.10031135e+02,False
2.54792155e+01,604,1.65562914e-03,3.92476762e-02,2.37055964e+01,resolved,6.75710491e+02,False
2.68451894e+01,604,1.65562914e-03,3.72506218e-02,2.24993756e+01,resolved,7.48548077e+02,False
2.82843950e+01,604,1.65562914e-03,3.53551844e-02,2.13545314e+01,resolved,8.29328044e+02,False
2.98007582e+01,604,1.65562914e-03,3.35561932e-02,2.02679407e+01,resolved,9.18920667e+02,False
3.13984156e+01,604,1.65562914e-03,3.18487408e-02,1.92366394e+01,resolved,1.01829181e+03,False
3.30817255e+01,604,1.65562914e-03,3.02281693e-02,1.82578143e+01,resolved,1.12851346e+03,False
3.48552798e+01,604,1.65562914e-03,2.86900580e-02,1.73287950e+01,resolved,1.25077535e+03,False
3.67239167e+01,604,1.65562914e-03,2.72302110e-02,1.64470474e+01,resolved,1.38639797e+03,False
3.86927337e+01,604,1.65562914e-03,2.58446459e-02,1.56101661e+01,resolved,1.53684690e+03,False
4.07671015e+01,604,1.65562914e-03,2.45295830e-02,1.48158681e+01,resolved,1.70374881e+03,False
4.29526788e+01,604,1.65562914e-03,2.32814350e-02,1.40619867e+01,resolved,1.88890913e+03,False
4.52554278e+01,604,1.65562914e-03,2.20967970e-02,1.33464654e+01,resolved,2.09433177e+03,False
4.76816302e+01,604,1.65562914e-03,2.09724373e-02,1.26673521e+01,resolved,2.32224091e+03,False
5.02379044e+01,604,1.65562914e-03,1.99052889e-02,1.20227945e+01,resolved,2.57510525e+03,False
5.29312238e+01,604,1.65562914e-03,1.88924406e-02,1.14110341e+01,resolved,2.85566494e+03,False
5.57689356e+01,604,1.65562914e-03,1.79311294e-02,1.08304021e+01,resolved,3.16696137e+03,False
5.87587808e+01,604,1.65562914e-03,1.70187330e-02,1.02793147e+01,resolved,3.51237042e+03,False
6.19089155e+01,604,1.65562914e-03,1.61527624e-02,9.75626847e+00,resolved,3.89563915e+03,False
6.52279330e+01,604,1.65562914e-03,1.53308553e-02,9.25983658e+00,resolved,4.32092674e+03,False
6.87248873e+01,604,1.65562914e-03,1.45507696e-02,8.78866483e+00,resolved,4.79284979e+03,False
7.24093180e+01,604,1.65562914e-03,1.38103773e-02,8.34146788e+00,resolved,5.31653265e+03,False
7.62912757e+01,604,1.65562914e-03,1.31076587e-02,7.91702583e+00,marginal,5.89766331e+03,True
8.03813502e+01,604,1.65562914e-03,1.24406967e-02,7.51418082e+00,marginal,6.54255541e+03,True
8.46906990e+01,604,1.65562914e-03,1.18076721e-02,7.13183392e+00,marginal,7.25821715e+03,True
8.92310776e+01,604,1.65562914e-03,1.12068578e-02,6.76894213e+00,marginal,8.05242761e+03,True
9.40148717e+01,604,1.65562914e-03,1.06366151e-02,6.42451549e+00,marginal,8.93382173e+03,True
9.90551313e+01,604,1.65562914e-03,1.00953882e-02,6.09761445e+00,marginal,9.91198437e+03,True
1.04365606e+02,604,1.65562914e-03,9.58170072e-03,5.78734724e+00,marginal,1.09975549e+04,True
1.09960782e+02,604,1.65562914e-03,9.09415143e-03,5.49286746e+00,marginal,1.22023435e+04,True
1.15855922e+02,604,1.65562914e-03,8.63141030e-03,5.21337182e+00,marginal,1.35394593e+04,True
1.22067109e+02,604,1.65562914e-03,8.19221499e-03,4.94809786e+00,marginal,1.50234545e+04,True
1.28611285e+02,604,1.65562914e-03,7.77536743e-03,4.69632193e+00,marginal,1.66704819e+04,True
1.35506304e+02,604,1.65562914e-03,7.37973048e-03,4.45735721e+00,marginal,1.84984721e+04,True
1.42770973e+02,604,1.65562914e-03,7.00422487e-03,4.23055182e+00,marginal,2.05273288e+04,True
1.50425111e+02,604,1.65562914e-03,6.64782625e-03,4.01528706e+00,marginal,2.27791457e+04,True
1.58489597e+02,604,1.65562914e-03,6.30956241e-03,3.81097569e+00,underresolved,2.52784482e+04,True
1.66986430e+02,604,1.65562914e-03,5.98851056e-03,3.61706038e+00,underresolved,2.80524603e+04,True
1.75938790e+02,604,1.65562914e-03,5.68379492e-03,3.43301213e+00,underresolved,3.11314022e+04,True
1.85371097e+02,604,1.65562914e-03,5.39458424e-03,3.25832888e+00,underresolved,3.45488202e+04,True
1.95309083e+02,604,1.65562914e-03,5.12008958e-03,3.09253411e+00,underresolved,3.83419521e+04,True
2.05779857e+02,604,1.65562914e-03,4.85956213e-03,2.93517553e+00,underresolved,4.25521342e+04,True
2.16811983e+02,604,1.65562914e-03,4.61229120e-03,2.78582388e+00,underresolved,4.72252525e+04,True
2.28435555e+02,604,1.65562914e-03,4.37760225e-03,2.64407176e+00,underresolved,5.24122428e+04,True
2.40682283e+02,604,1.65562914e-03,4.15485506e-03,2.50953246e+00,underresolved,5.81696476e+04,True
2.53585573e+02,604,1.65562914e-03,3.94344201e-03,2.38183897e+00,underresolved,6.45602323e+04,True
2.67180625e+02,604,1.65562914e-03,3.74278636e-03,2.26064296e+00,underresolved,7.16536709e+04,True
2.81504526e+02,604,1.65562914e-03,3.55234075e-03,2.14561381e+00,underresolved,7.95273064e+04,True
2.96596350e+02,604,1.65562914e-03,3.37158566e-03,2.03643774e+00,underresolved,8.82669946e+04,True
3.12497266e+02,604,1.65562914e-03,3.20002799e-03,1.93281691e+00,underresolved,9.79680419e+04,True
3.29250651e+02,604,1.65562914e-03,3.03719976e-03,1.83446866e+00,underresolved,1.08736245e+05,True
3.46902207e+02,604,1.65562914e-03,2.88265678e-03,1.74112470e+00,underresolved,1.20689046e+05,True
3.65500086e+02,604,1.65562914e-03,2.73597747e-03,1.65253039e+00,underresolved,1.33956815e+05,True
3.85095021e+02,604,1.65562914e-03,2.59676170e-03,1.56844407e+00,underresolved,1.48684273e+05,True
4.05740466e+02,604,1.65562914e-03,2.46462969e-03,1.48863633e+00,underresolved,1.65032069e+05,True
4.27492740e+02,604,1.65562914e-03,2.33922101e-03,1.41288949e+00,underresolved,1.83178538e+05,True
4.50411182e+02,604,1.65562914e-03,2.22019355e-03,1.34099690e+00,underresolved,2.03321646e+05,True
4.74558312e+02,604,1.65562914e-03,2.10722260e-03,1.27276245e+00,underresolved,2.25681151e+05,True
5.00000000e+02,604,1.65562914e-03,2.00000000e-03,1.20800000e+00,underresolved,2.50501002e+05,True
1.00000000e+00,639,1.56494523e-03,1.00000000e+00,6.39000000e+02,resolved,4.19452805e+00,False
1.05361130e+00,639,1.56494523e-03,9.49116623e-01,6.06485522e+02,resolved,4.32540418e+00,False
1.11009677e+00,639,1.56494523e-03,9.00822364e-01,5.75625491e+02,resolved,4.47054884e+00,False
1.16961051e+00,639,1.56494523e-03,8.54985480e-01,5.46335722e+02,resolved,4.63150293e+00,False
1.23231485e+00,639,1.56494523e-03,8.11480932e-01,5.18536315e+02,resolved,4.80997090e+00,False
1.29838085e+00,639,1.56494523e-03,7.70190042e-01,4.92151437e+02,resolved,5.00783767e+00,False
1.36798874e+00,639,1.56494523e-03,7.31000171e-01,4.67109110e+02,resolved,5.22718711e+00,False
1.44132839e+00,639,1.56494523e-03,6.93804414e-01,4.43341021e+02,resolved,5.47032255e+00,False
1.51859988e+00,639,1.56494523e-03,6.58501303e-01,4.20782332e+02,resolved,5.73978915e+00,False
1.60001400e+00,639,1.56494523e-03,6.24994533e-01,3.99371506e+02,resolved,6.03839867e+00,False
1.68579283e+00,639,1.56494523e-03,5.93192700e-01,3.79050135e+02,resolved,6.36925666e+00,False
1.77617038e+00,639,1.56494523e-03,5.63009052e-01,3.59762784e+02,resolved,6.73579245e+00,False
1.87139318e+00,639,1.56494523e-03,5.34361251e-01,3.41456839e+02,resolved,7.14179222e+00,False
1.97172100e+00,639,1.56494523e-03,5.07171146e-01,3.24082362e+02,resolved,7.59143552e+00,False
2.07742753e+00,639,1.56494523e-03,4.81364565e-01,3.07591957e+02,resolved,8.08933567e+00,False
