y,ux
-7.459139999999999660e-01,4.969299139420000006e-04
-7.428209999999999535e-01,4.970698041524999541e-04
-7.397270000000000234e-01,4.972869610040001141e-04
-7.366059999999999830e-01,4.974105745399999903e-04
-7.334840000000000249e-01,4.976048946660000449e-04
-7.303349999999999564e-01,4.977141326050000180e-04
-7.271859999999999991e-01,4.978875866799999626e-04
-7.240090000000000137e-01,4.979839453449999998e-04
-7.208320000000000283e-01,4.981386384300000216e-04
-7.176289999999999614e-01,4.982235840624998652e-04
-7.144249999999999767e-01,4.983614636020000047e-04
-7.111939999999999928e-01,4.984362723425000020e-04
-7.079630000000000090e-01,4.985590457900000282e-04
-7.047060000000000546e-01,4.986247806249999998e-04
-7.014489999999999892e-01,4.987340083300000190e-04
-6.981650000000000356e-01,4.987916632950000363e-04
-6.948819999999999997e-01,4.988886593160000819e-04
-6.915719999999999645e-01,4.989390469149999896e-04
-6.882629999999999582e-01,4.990250969259999413e-04
-6.849279999999999813e-01,4.990690172375000441e-04
-6.815930000000000044e-01,4.991453905780001647e-04
-6.782319999999999460e-01,4.991836662025000071e-04
-6.748720000000000274e-01,4.992514525740000125e-04
-6.714869999999999450e-01,4.992847716649999237e-04
-6.681009999999999449e-01,4.993448554940000577e-04
-6.646910000000000318e-01,4.993737496424999894e-04
-6.612810000000000077e-01,4.994269087600000569e-04
-6.578460000000000418e-01,4.994518954274999823e-04
-6.544119999999999937e-01,4.994988105459999142e-04
-6.509530000000000038e-01,4.995204446349999763e-04
-6.474940000000000140e-01,4.995616629179999366e-04
-6.440120000000000289e-01,4.995805048699999843e-04
-6.405290000000000150e-01,4.996165593879999325e-04
-6.370230000000000059e-01,4.996332267625000316e-04
-6.335169999999999968e-01,4.996644960839999750e-04
-6.299879999999999924e-01,4.996794241550000203e-04
-6.264589999999999881e-01,4.997062331500000008e-04
-6.229059999999999597e-01,4.997196824074998968e-04
-6.193539999999999601e-01,4.997425424040000379e-04
-6.157789999999999653e-01,4.997547938900000035e-04
-6.122049999999999992e-01,4.997742165260000676e-04
-6.086070000000000091e-01,4.997853795775000600e-04
-6.050100000000000477e-01,4.998019131899998765e-04
-6.013910000000000089e-01,4.998120558674999485e-04
-5.977719999999999700e-01,4.998261922160000424e-04
-5.941309999999999647e-01,4.998354074474999076e-04
-5.904899999999999594e-01,4.998474140799999844e-04
-5.868280000000000163e-01,4.998557085474999735e-04
-5.831659999999999622e-01,4.998658376379999223e-04
-5.794820000000000526e-01,4.998732602749999740e-04
-5.757989999999999498e-01,4.998817735400000462e-04
-5.720950000000000202e-01,4.998884629274999176e-04
-5.683909999999999796e-01,4.998955862239999907e-04
-5.646660000000000013e-01,4.999016731524999653e-04
-5.609410000000000229e-01,4.999076226520000107e-04
-5.571960000000000246e-01,4.999131595524999513e-04
-5.534510000000000263e-01,4.999181612140000692e-04
-5.496870000000000367e-01,4.999231132674999706e-04
-5.459220000000000184e-01,4.999273504499999110e-04
-5.421369999999999800e-01,4.999316368075000776e-04
-5.383529999999999704e-01,4.999353161600000525e-04
-5.345490000000000519e-01,4.999389755724999640e-04
-5.307460000000000511e-01,4.999422393619999119e-04
-5.269230000000000302e-01,4.999454034700000432e-04
-5.231000000000000094e-01,4.999482448379999767e-04
-5.192590000000000261e-01,4.999509593349999847e-04
-5.154170000000000140e-01,4.999533950360000346e-04
-5.115570000000000395e-01,4.999557604850000123e-04
-5.076979999999999826e-01,4.999577985819999909e-04
-5.038200000000000456e-01,4.999598773925000321e-04
-4.999419999999999975e-01,4.999614628960000065e-04
-4.960459999999999869e-01,4.999632900549999537e-04
-4.921499999999999764e-01,4.999646085060000227e-04
-4.882369999999999766e-01,4.999663149699999686e-04
-4.843239999999999768e-01,4.999673719479999934e-04
-4.803939999999999877e-01,4.999689464500000182e-04
-4.764630000000000254e-01,4.999698088000001286e-04
-4.725159999999999916e-01,4.999711396924999595e-04
-4.685690000000000133e-01,4.999718975720000022e-04
-4.646049999999999902e-01,4.999730917600000079e-04
-4.606410000000000227e-01,4.999737668540000244e-04
-4.566609999999999836e-01,4.999747184074999733e-04
-4.526810000000000000e-01,4.999752942040000796e-04
-4.486850000000000005e-01,4.999760788624999300e-04
-4.446880000000000277e-01,4.999766430579999279e-04
-4.406769999999999854e-01,4.999773183850000869e-04
-4.366650000000000253e-01,4.999777424979999062e-04
-4.326380000000000225e-01,4.999783330075000367e-04
-4.286099999999999910e-01,4.999786251340000015e-04
