y,ux
3.125000000000000000e-01,3.528566822800000349e-03
3.250000000000000111e-01,3.504949896799999971e-03
3.375000000000000222e-01,3.480579378299999971e-03
3.499999999999999778e-01,3.454843825360000373e-03
3.624999999999999889e-01,3.428332160649999894e-03
3.750000000000000000e-01,3.400413523519999620e-03
3.875000000000000111e-01,3.371694312050000156e-03
4.000000000000000222e-01,3.341522665519999769e-03
4.124999999999999778e-01,3.310523977424999556e-03
4.249999999999999889e-01,3.278023753200000334e-03
4.375000000000000000e-01,3.244667948999999801e-03
4.500000000000000111e-01,3.209757746359999993e-03
4.625000000000000222e-01,3.173961282749999946e-03
4.749999999999999778e-01,3.136553664459999866e-03
4.874999999999999889e-01,3.098226884899999561e-03
5.000000000000000000e-01,3.058228158500000092e-03
5.124999999999999556e-01,3.017275068775000270e-03
5.250000000000000222e-01,2.974585051700000260e-03
5.374999999999999778e-01,2.930903079449999858e-03
5.500000000000000444e-01,2.885414848200000028e-03
5.625000000000000000e-01,2.838894585774999913e-03
5.749999999999999556e-01,2.790494208120000100e-03
5.875000000000000222e-01,2.741019138800000060e-03
5.999999999999999778e-01,2.689585388020000224e-03
6.125000000000000444e-01,2.637031593900000109e-03
6.250000000000000000e-01,2.582435645519999979e-03
6.374999999999999556e-01,2.526671497149999852e-03
6.500000000000000222e-01,2.468776605960000276e-03
6.624999999999999778e-01,2.409662432749999812e-03
6.750000000000000444e-01,2.348323590580000085e-03
6.875000000000000000e-01,2.285711330849999907e-03
6.999999999999999556e-01,2.220774903139999864e-03
7.125000000000000222e-01,2.154507733399999968e-03
7.249999999999999778e-01,2.085811074420000025e-03
7.375000000000000444e-01,2.015723016449999863e-03
7.500000000000000000e-01,1.943094061859999789e-03
7.624999999999999556e-01,1.869009566800000199e-03
7.750000000000000222e-01,1.792266402680000063e-03
7.874999999999999778e-01,1.713999911249999841e-03
8.000000000000000444e-01,1.632950318160000065e-03
8.125000000000000000e-01,1.550305796099999810e-03
8.249999999999999556e-01,1.464746767699999985e-03
8.375000000000000222e-01,1.377517214449999836e-03
8.499999999999999778e-01,1.287234449140000096e-03
8.625000000000000444e-01,1.195201379499999904e-03
8.750000000000000000e-01,1.099968743519999905e-03
8.874999999999999556e-01,1.002901640099999967e-03
9.000000000000000222e-01,9.024806015220000624e-04
9.124999999999999778e-01,8.001363379375000433e-04
9.250000000000000444e-01,6.942753680359999534e-04
9.375000000000000000e-01,5.863975995599999581e-04
9.499999999999999556e-01,4.748315453399999317e-04
9.625000000000000222e-01,3.611500661249999761e-04
9.749999999999999778e-01,2.435994806860000065e-04
