# Shercliff series, Ha=1323, d=1, nmodes=4000, U0=7.55857898e-04
# col1: coord, col2: u(0,y) [Hartmann cut], col3: u(x,0) [side cut]
-1.000000 -2.28760306e-17 1.32190279e-18
-0.998000 7.02241584e-04 6.00602652e-05
-0.996000 7.52054658e-04 1.16284920e-04
-0.994000 7.55588118e-04 1.68837399e-04
-0.992000 7.55838761e-04 2.17880594e-04
-0.990000 7.55856541e-04 2.63576078e-04
-0.988000 7.55857802e-04 3.06083716e-04
-0.986000 7.55857891e-04 3.45561265e-04
-0.984000 7.55857898e-04 3.82163994e-04
-0.982000 7.55857898e-04 4.16044320e-04
-0.980000 7.55857898e-04 4.47351459e-04
-0.978000 7.55857898e-04 4.76231114e-04
-0.976000 7.55857898e-04 5.02825175e-04
-0.974000 7.55857898e-04 5.27271459e-04
-0.972000 7.55857898e-04 5.49703468e-04
-0.970000 7.55857898e-04 5.70250185e-04
-0.968000 7.55857898e-04 5.89035898e-04
-0.966000 7.55857898e-04 6.06180051e-04
-0.964000 7.55857898e-04 6.21797133e-04
-0.962000 7.55857898e-04 6.35996591e-04
-0.960000 7.55857898e-04 6.48882778e-04
-0.958000 7.55857898e-04 6.60554925e-04
-0.956000 7.55857898e-04 6.71107145e-04
-0.954000 7.55857898e-04 6.80628460e-04
-0.952000 7.55857898e-04 6.89202855e-04
-0.950000 7.55857898e-04 6.96909354e-04
-0.948000 7.55857898e-04 7.03822115e-04
-0.946000 7.55857898e-04 7.10010550e-04
-0.944000 7.55857898e-04 7.15539453e-04
-0.942000 7.55857898e-04 7.20469151e-04
-0.940000 7.55857898e-04 7.24855663e-04
-0.938000 7.55857898e-04 7.28750870e-04
-0.936000 7.55857898e-04 7.32202694e-04
-0.934000 7.55857898e-04 7.35255286e-04
-0.932000 7.55857898e-04 7.37949213e-04
-0.930000 7.55857898e-04 7.40321651e-04
-0.928000 7.55857898e-04 7.42406582e-04
-0.926000 7.55857898e-04 7.44234982e-04
-0.924000 7.55857898e-04 7.45835017e-04
-0.922000 7.55857898e-04 7.47232229e-04
-0.920000 7.55857898e-04 7.48449718e-04
-0.918000 7.55857898e-04 7.49508324e-04
-0.916000 7.55857898e-04 7.50426797e-04
-0.914000 7.55857898e-04 7.51221961e-04
-0.912000 7.55857898e-04 7.51908876e-04
-0.910000 7.55857898e-04 7.52500982e-04
-0.908000 7.55857898e-04 7.53010250e-04
-0.906000 7.55857898e-04 7.53447305e-04
-0.904000 7.55857898e-04 7.53821562e-04
-0.902000 7.55857898e-04 7.54141334e-04
-0.900000 7.55857898e-04 7.54413949e-04
-0.898000 7.55857898e-04 7.54645843e-04
-0.896000 7.55857898e-04 7.54842659e-04
-0.894000 7.55857898e-04 7.55009331e-04
-0.892000 7.55857898e-04 7.55150157e-04
-0.890000 7.55857898e-04 7.55268880e-04
-0.888000 7.55857898e-04 7.55368742e-04
-0.886000 7.55857898e-04 7.55452551e-04
-0.884000 7.55857898e-04 7.55522727e-04
-0.882000 7.55857898e-04 7.55581356e-04
-0.880000 7.55857898e-04 7.55630225e-04
-0.878000 7.55857898e-04 7.55670867e-04
-0.876000 7.55857898e-04 7.55704590e-04
-0.874000 7.55857898e-04 7.55732508e-04
-0.872000 7.55857898e-04 7.55755567e-04
-0.870000 7.55857898e-04 7.55774569e-04
-0.868000 7.55857898e-04 7.55790192e-04
-0.866000 7.55857898e-04 7.55803008e-04
-0.864000 7.55857898e-04 7.55813496e-04
-0.862000 7.55857898e-04 7.55822060e-04
-0.860000 7.55857898e-04 7.55829036e-04
-0.858000 7.55857898e-04 7.55834706e-04
-0.856000 7.55857898e-04 7.55839303e-04
-0.854000 7.55857898e-04 7.55843023e-04
-0.852000 7.55857898e-04 7.55846024e-04
-0.850000 7.55857898e-04 7.55848442e-04
-0.848000 7.55857898e-04 7.55850384e-04
-0.846000 7.55857898e-04 7.55851940e-04
